OID_,ss,year,sample,occupied,region_x,wetland_x,data_set,site,station,latit,longit,mineable,lapr,mclelland,region_y,wetland_y,UID,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area
5783,Y:239@24:A,2017,2,1,west,NA,Y,0,A,57.438473000000002,-111.460539999999995,1,1,west,west,McClelland Lake Fen - West,Y:239@24:A-2017,250.000000000000000,4253,1570.796326789999966,196349.540849000011804
5784,Y:236@10:SE,2019,4,NA,mineable,NA,Y,0,SE,57.641900000000000,-111.202550000000002,1,1,NA,mineable,NA,Y:236@10:SE-2019,250.000000000000000,3998,1570.796326789999966,196349.540849000011804
5785,Y:263@7:NE,2013,1,NA,east,NA,Y,0,NE,57.456752999999999,-111.215940000000003,1,1,east,east,McClelland Lake Fen - East,Y:263@7:NE-2013,250.000000000000000,5575,1570.796326789999966,196349.540849000011804
5786,Y:277@20:NW,2016,4,NA,unmineable,NA,Y,0,NW,55.727311999999998,-110.978809999999996,0,1,NA,unmineable,NA,Y:277@20:NW-2016,250.000000000000000,6569,1570.796326789999966,196349.540849000011804
5787,Y:260@7:NW,2013,3,NA,east,NA,Y,0,NW,57.477621999999997,-111.192499999999995,1,1,east,east,McClelland Lake Fen - East,Y:260@7:NW-2013,250.000000000000000,5281,1570.796326789999966,196349.540849000011804
5788,Y:416@39:D,2014,2,NA,unmineable,NA,Y,0,D,54.942722000000003,-111.772930000000002,0,1,NA,unmineable,NA,Y:416@39:D-2014,250.000000000000000,13012,1570.796326789999966,196349.540849000011804
5789,Y:223@6:NW,2015,4,0,unmineable,NA,Y,0,NW,54.532921999999999,-111.240350000000007,0,1,NA,unmineable,NA,Y:223@6:NW-2015,250.000000000000000,3361,1570.796326789999966,196349.540849000011804
5790,Y:299@24:CT,2018,1,0,west,NA,Y,0,CT,57.477021000000001,-111.402100000000004,1,1,west,west,McClelland Lake Fen - West,Y:299@24:CT-2018,250.000000000000000,8417,1570.796326789999966,196349.540849000011804
5791,Y:240@11:NE,2016,4,NA,unmineable,NA,Y,0,NE,57.816259000000002,-111.117429999999999,0,1,NA,unmineable,NA,Y:240@11:NE-2016,250.000000000000000,4305,1570.796326789999966,196349.540849000011804
5792,Y:463@50:E,2016,2,0,unmineable,NA,Y,0,E,55.683416000000001,-110.890199999999993,0,1,NA,unmineable,NA,Y:463@50:E-2016,250.000000000000000,13465,1570.796326789999966,196349.540849000011804
5793,Y:399@13:B,2019,2,NA,unmineable,NA,Y,0,B,54.850498999999999,-111.540109999999999,0,1,NA,unmineable,NA,Y:399@13:B-2019,250.000000000000000,12638,1570.796326789999966,196349.540849000011804
5794,Y:313@27:NE,2019,2,NA,unmineable,NA,Y,0,NE,56.279808000000003,-110.851900000000001,0,1,NA,unmineable,NA,Y:313@27:NE-2019,250.000000000000000,9560,1570.796326789999966,196349.540849000011804
5795,Y:308@26:CT,2015,3,NA,unmineable,NA,Y,0,CT,55.612808999999999,-110.804379999999995,0,1,NA,unmineable,NA,Y:308@26:CT-2015,250.000000000000000,9396,1570.796326789999966,196349.540849000011804
5796,Y:266@23:D,2019,3,0,east,NA,Y,0,D,57.376168000000000,-111.291269999999997,1,1,east,east,McClelland Lake Fen - East,Y:266@23:D-2019,250.000000000000000,5845,1570.796326789999966,196349.540849000011804
5797,AM:401:CT,2017,1,0,unmineable,NA,AM,401,CT,54.659587999999999,-110.707870000000000,0,1,NA,unmineable,NA,AM:401:CT-2017,250.000000000000000,24,1570.796326789999966,196349.540849000011804
5798,Y:397@37:E,2016,2,0,unmineable,NA,Y,0,E,55.041055999999998,-112.123440000000002,0,1,NA,unmineable,NA,Y:397@37:E-2016,250.000000000000000,12584,1570.796326789999966,196349.540849000011804
5799,Y:414@39:C,2019,4,NA,unmineable,NA,Y,0,C,54.975166999999999,-111.820499999999996,0,1,NA,unmineable,NA,Y:414@39:C-2019,250.000000000000000,12922,1570.796326789999966,196349.540849000011804
5800,Y:421@58:D,2019,4,0,unmineable,NA,Y,0,D,54.743440999999997,-112.375169999999997,0,1,NA,unmineable,NA,Y:421@58:D-2019,250.000000000000000,13132,1570.796326789999966,196349.540849000011804
5801,Y:467@53:B,2015,4,1,unmineable,NA,Y,0,B,56.028902000000002,-113.314149999999998,0,1,NA,unmineable,NA,Y:467@53:B-2015,250.000000000000000,13644,1570.796326789999966,196349.540849000011804
5802,Y:333@31:SE,2017,4,0,unmineable,NA,Y,0,SE,55.898135000000003,-110.557140000000004,0,1,NA,unmineable,NA,Y:333@31:SE-2017,250.000000000000000,11059,1570.796326789999966,196349.540849000011804
5803,Y:248@13:NE,2014,3,NA,unmineable,West of Touchwood PRA,Y,0,NE,54.868679999999998,-111.604839999999996,0,1,NA,unmineable,West of Touchwood PRA,Y:248@13:NE-2014,250.000000000000000,4756,1570.796326789999966,196349.540849000011804
5804,Y:464@21:D,2015,2,1,unmineable,Northwest of Janvier,Y,0,D,56.027501999999998,-110.862830000000002,0,1,NA,unmineable,Northwest of Janvier,Y:464@21:D-2015,250.000000000000000,13565,1570.796326789999966,196349.540849000011804
5805,Y:303@25:SE,2018,2,NA,east,NA,Y,0,SE,57.433416999999999,-111.225430000000003,1,1,east,east,McClelland Lake Fen - East,Y:303@25:SE-2018,250.000000000000000,9084,1570.796326789999966,196349.540849000011804
5806,Y:293@23:SE,2015,2,NA,east,NA,Y,0,SE,57.327953000000001,-111.339399999999998,1,1,east,east,McClelland Lake Fen - East,Y:293@23:SE-2015,250.000000000000000,7657,1570.796326789999966,196349.540849000011804
5807,Y:313@27:SE,2015,4,NA,unmineable,NA,Y,0,SE,56.274417000000000,-110.851920000000007,0,1,NA,unmineable,NA,Y:313@27:SE-2015,250.000000000000000,9614,1570.796326789999966,196349.540849000011804
5808,Y:288@23:CT,2017,2,NA,east,NA,Y,0,CT,57.314824000000002,-111.357389999999995,1,1,east,east,McClelland Lake Fen - East,Y:288@23:CT-2017,250.000000000000000,7167,1570.796326789999966,196349.540849000011804
5809,Y:296@24:CT,2016,2,0,west,NA,Y,0,CT,57.438344000000001,-111.451380000000000,1,1,west,west,McClelland Lake Fen - West,Y:296@24:CT-2016,250.000000000000000,8000,1570.796326789999966,196349.540849000011804
5810,Y:216@5:SE,2018,1,NA,unmineable,Southern Cold Lake,Y,0,SE,54.434463999999998,-110.059910000000002,0,1,NA,unmineable,Southern Cold Lake,Y:216@5:SE-2018,250.000000000000000,2973,1570.796326789999966,196349.540849000011804
5811,RS:27:B,2016,3,NA,east,NA,RS,27,B,57.293979000000000,-111.255690000000001,1,1,east,east,McClelland Lake Fen - East,RS:27:B-2016,250.000000000000000,2163,1570.796326789999966,196349.540849000011804
5812,Y:224@7:SW,2013,3,0,west,NA,Y,0,SW,57.518811999999997,-111.319249999999997,1,1,west,west,McClelland Lake Fen - West,Y:224@7:SW-2013,250.000000000000000,3579,1570.796326789999966,196349.540849000011804
5813,Y:319@27:CT,2013,3,NA,unmineable,NA,Y,0,CT,56.330162000000001,-110.945819999999998,0,1,NA,unmineable,NA,Y:319@27:CT-2013,250.000000000000000,9966,1570.796326789999966,196349.540849000011804
5814,Y:214@4:SE,2014,3,0,unmineable,NA,Y,0,SE,54.553606000000002,-110.252350000000007,0,1,NA,unmineable,NA,Y:214@4:SE-2014,250.000000000000000,2828,1570.796326789999966,196349.540849000011804
5815,Y:299@24:SW,2018,2,0,west,NA,Y,0,SW,57.474310000000003,-111.406980000000004,1,1,west,west,McClelland Lake Fen - West,Y:299@24:SW-2018,250.000000000000000,8515,1570.796326789999966,196349.540849000011804
5816,Y:318@27:SW,2013,4,NA,unmineable,NA,Y,0,SW,56.288907999999999,-110.993099999999998,0,1,NA,unmineable,NA,Y:318@27:SW-2013,250.000000000000000,9939,1570.796326789999966,196349.540849000011804
5817,Y:313@27:SE,2018,2,NA,unmineable,NA,Y,0,SE,56.274417000000000,-110.851920000000007,0,1,NA,unmineable,NA,Y:313@27:SE-2018,250.000000000000000,9621,1570.796326789999966,196349.540849000011804
5818,Y:342@25:CT,2015,1,0,east,NA,Y,0,CT,57.405389000000000,-111.206729999999993,1,1,east,east,McClelland Lake Fen - East,Y:342@25:CT-2015,250.000000000000000,11268,1570.796326789999966,196349.540849000011804
5819,Y:224@7:SW,2014,2,NA,west,NA,Y,0,SW,57.518811999999997,-111.319249999999997,1,1,west,west,McClelland Lake Fen - West,Y:224@7:SW-2014,250.000000000000000,3574,1570.796326789999966,196349.540849000011804
5820,Y:276@20:NW,2019,1,NA,unmineable,NA,Y,0,NW,55.723297000000002,-111.002440000000007,0,1,NA,unmineable,NA,Y:276@20:NW-2019,250.000000000000000,6416,1570.796326789999966,196349.540849000011804
5821,AM:401:NW,2017,1,0,unmineable,NA,AM,401,NW,54.662224000000002,-110.712900000000005,0,1,NA,unmineable,NA,AM:401:NW-2017,250.000000000000000,76,1570.796326789999966,196349.540849000011804
5822,AM:423:SE,2018,1,NA,unmineable,NA,AM,423,SE,55.813496999999998,-110.573350000000005,0,1,NA,unmineable,NA,AM:423:SE-2018,250.000000000000000,776,1570.796326789999966,196349.540849000011804
5823,Y:342@25:NE,2015,1,0,east,NA,Y,0,NE,57.408017999999998,-111.199920000000006,1,1,east,east,McClelland Lake Fen - East,Y:342@25:NE-2015,250.000000000000000,11284,1570.796326789999966,196349.540849000011804
5824,Y:342@25:A,2017,3,0,east,NA,Y,0,A,57.413563000000003,-111.205749999999995,1,1,east,east,McClelland Lake Fen - East,Y:342@25:A-2017,250.000000000000000,11234,1570.796326789999966,196349.540849000011804
5825,Y:291@23:SE,2018,3,0,east,NA,Y,0,SE,57.339213000000001,-111.317210000000003,1,1,east,east,McClelland Lake Fen - East,Y:291@23:SE-2018,250.000000000000000,7530,1570.796326789999966,196349.540849000011804
5826,Y:253@7:SW,2015,1,0,east,NA,Y,0,SW,57.471476000000003,-111.216110000000000,1,1,east,east,McClelland Lake Fen - East,Y:253@7:SW-2015,250.000000000000000,4941,1570.796326789999966,196349.540849000011804
5827,Y:467@53:C,2016,4,0,unmineable,NA,Y,0,C,56.028835999999998,-113.321979999999996,0,1,NA,unmineable,NA,Y:467@53:C-2016,250.000000000000000,13691,1570.796326789999966,196349.540849000011804
5828,Y:416@39:D,2019,2,NA,unmineable,NA,Y,0,D,54.942722000000003,-111.772930000000002,0,1,NA,unmineable,NA,Y:416@39:D-2019,250.000000000000000,12997,1570.796326789999966,196349.540849000011804
5829,Y:263@7:NE,2013,2,NA,east,NA,Y,0,NE,57.456752999999999,-111.215940000000003,1,1,east,east,McClelland Lake Fen - East,Y:263@7:NE-2013,250.000000000000000,5572,1570.796326789999966,196349.540849000011804
5830,Y:295@24:NW,2017,4,1,west,NA,Y,0,NW,57.436799000000001,-111.505679999999998,1,1,west,west,McClelland Lake Fen - West,Y:295@24:NW-2017,250.000000000000000,7901,1570.796326789999966,196349.540849000011804
5831,Y:319@27:NE,2019,4,NA,unmineable,NA,Y,0,NE,56.332855000000002,-110.940969999999993,0,1,NA,unmineable,NA,Y:319@27:NE-2019,250.000000000000000,9974,1570.796326789999966,196349.540849000011804
5832,Y:291@23:CT,2018,1,0,east,NA,Y,0,CT,57.341904000000000,-111.322270000000003,1,1,east,east,McClelland Lake Fen - East,Y:291@23:CT-2018,250.000000000000000,7439,1570.796326789999966,196349.540849000011804
5833,Y:317@27:CT,2016,4,NA,unmineable,NA,Y,0,CT,56.247909999999997,-110.983649999999997,0,1,NA,unmineable,NA,Y:317@27:CT-2016,250.000000000000000,9660,1570.796326789999966,196349.540849000011804
5834,Y:464@21:A,2018,1,NA,unmineable,Northwest of Janvier,Y,0,A,56.024152000000001,-110.880970000000005,0,1,NA,unmineable,Northwest of Janvier,Y:464@21:A-2018,250.000000000000000,13486,1570.796326789999966,196349.540849000011804
5835,Y:330@31:SE,2015,2,0,unmineable,NA,Y,0,SE,55.911983999999997,-110.621359999999996,0,1,NA,unmineable,NA,Y:330@31:SE-2015,250.000000000000000,10765,1570.796326789999966,196349.540849000011804
5836,Y:464@21:C,2013,2,NA,unmineable,Northwest of Janvier,Y,0,C,56.022236999999997,-110.862780000000001,0,1,NA,unmineable,Northwest of Janvier,Y:464@21:C-2013,250.000000000000000,13534,1570.796326789999966,196349.540849000011804
5837,AM:442:NW,2019,1,NA,unmineable,NA,AM,442,NW,55.088177999999999,-111.761939999999996,0,1,NA,unmineable,NA,AM:442:NW-2019,250.000000000000000,1853,1570.796326789999966,196349.540849000011804
5838,Y:268@23:A,2018,1,0,east,NA,Y,0,A,57.345267999999997,-111.290920000000000,1,1,east,east,McClelland Lake Fen - East,Y:268@23:A-2018,250.000000000000000,5978,1570.796326789999966,196349.540849000011804
5839,Y:458@50:CT,2015,3,0,unmineable,NA,Y,0,CT,55.674168999999999,-110.889830000000003,0,1,NA,unmineable,NA,Y:458@50:CT-2015,250.000000000000000,13199,1570.796326789999966,196349.540849000011804
5840,AM:414:CT,2017,3,0,west,NA,AM,414,CT,57.513787999999998,-111.344329999999999,1,1,west,west,McClelland Lake Fen - West,AM:414:CT-2017,250.000000000000000,366,1570.796326789999966,196349.540849000011804
5841,Y:223@6:SW,2016,3,NA,unmineable,NA,Y,0,SW,54.527777999999998,-111.237570000000005,0,1,NA,unmineable,NA,Y:223@6:SW-2016,250.000000000000000,3441,1570.796326789999966,196349.540849000011804
5842,Y:399@13:D,2018,4,NA,unmineable,NA,Y,0,D,54.849440000000001,-111.555760000000006,0,1,NA,unmineable,NA,Y:399@13:D-2018,250.000000000000000,12711,1570.796326789999966,196349.540849000011804
5843,Y:421@58:D,2014,4,NA,unmineable,NA,Y,0,D,54.743440999999997,-112.375169999999997,0,1,NA,unmineable,NA,Y:421@58:D-2014,250.000000000000000,13143,1570.796326789999966,196349.540849000011804
5844,AM:401:CT,2018,2,NA,unmineable,NA,AM,401,CT,54.659587999999999,-110.707870000000000,0,1,NA,unmineable,NA,AM:401:CT-2018,250.000000000000000,4,1570.796326789999966,196349.540849000011804
5845,Y:293@23:NW,2015,4,NA,east,NA,Y,0,NW,57.333278999999997,-111.349480000000000,1,1,east,east,McClelland Lake Fen - East,Y:293@23:NW-2015,250.000000000000000,7620,1570.796326789999966,196349.540849000011804
5846,Y:298@24:SE,2017,1,0,west,NA,Y,0,SE,57.456083999999997,-111.392579999999995,1,1,west,west,McClelland Lake Fen - West,Y:298@24:SE-2017,250.000000000000000,8362,1570.796326789999966,196349.540849000011804
5847,Y:381@19:NE,2016,2,NA,unmineable,Northwest of Janvier,Y,0,NE,56.014574000000003,-110.827910000000003,0,1,NA,unmineable,Northwest of Janvier,Y:381@19:NE-2016,250.000000000000000,12233,1570.796326789999966,196349.540849000011804
5848,Y:216@5:SW,2018,4,NA,unmineable,Southern Cold Lake,Y,0,SW,54.436039999999998,-110.070869999999999,0,1,NA,unmineable,Southern Cold Lake,Y:216@5:SW-2018,250.000000000000000,3014,1570.796326789999966,196349.540849000011804
5849,Y:397@37:B,2019,1,NA,unmineable,NA,Y,0,B,55.041677000000000,-112.114559999999997,0,1,NA,unmineable,NA,Y:397@37:B-2019,250.000000000000000,12494,1570.796326789999966,196349.540849000011804
5850,Y:350@24:NE,2019,1,NA,west,NA,Y,0,NE,57.436776999999999,-111.472099999999998,1,1,west,west,McClelland Lake Fen - West,Y:350@24:NE-2019,250.000000000000000,11746,1570.796326789999966,196349.540849000011804
5851,AM:425:NW,2017,3,0,unmineable,NA,AM,425,NW,55.931283000000001,-111.151939999999996,0,1,NA,unmineable,NA,AM:425:NW-2017,250.000000000000000,1008,1570.796326789999966,196349.540849000011804
5852,Y:352@23:NE,2018,4,0,east,NA,Y,0,NE,57.331404999999997,-111.317890000000006,1,1,east,east,McClelland Lake Fen - East,Y:352@23:NE-2018,250.000000000000000,11876,1570.796326789999966,196349.540849000011804
5853,AM:423:SW,2018,1,NA,unmineable,NA,AM,423,SW,55.813530000000000,-110.582960000000000,0,1,NA,unmineable,NA,AM:423:SW-2018,250.000000000000000,808,1570.796326789999966,196349.540849000011804
5854,Y:287@22:NE,2017,2,NA,unmineable,NA,Y,0,NE,56.572341000000002,-111.247429999999994,0,1,NA,unmineable,NA,Y:287@22:NE-2017,250.000000000000000,7041,1570.796326789999966,196349.540849000011804
5855,Y:253@7:SE,2013,1,NA,east,NA,Y,0,SE,57.473390999999999,-111.204200000000000,1,1,east,east,McClelland Lake Fen - East,Y:253@7:SE-2013,250.000000000000000,4924,1570.796326789999966,196349.540849000011804
5856,Y:319@27:SW,2017,2,0,unmineable,NA,Y,0,SW,56.327468000000003,-110.950680000000006,0,1,NA,unmineable,NA,Y:319@27:SW-2017,250.000000000000000,10064,1570.796326789999966,196349.540849000011804
5857,Y:391@14:SE,2015,2,NA,unmineable,NA,Y,0,SE,55.116002000000002,-111.750100000000003,0,1,NA,unmineable,NA,Y:391@14:SE-2015,250.000000000000000,12422,1570.796326789999966,196349.540849000011804
5858,AM:442:NE,2018,1,0,unmineable,NA,AM,442,NE,55.088366999999998,-111.753159999999994,0,1,NA,unmineable,NA,AM:442:NE-2018,250.000000000000000,1823,1570.796326789999966,196349.540849000011804
5859,Y:328@30:CT,2019,3,NA,unmineable,NA,Y,0,CT,55.865935000000000,-110.716629999999995,0,1,NA,unmineable,NA,Y:328@30:CT-2019,250.000000000000000,10407,1570.796326789999966,196349.540849000011804
5860,Y:322@25:SW,2014,4,NA,east,NA,Y,0,SW,57.436394000000000,-111.184809999999999,1,1,east,east,McClelland Lake Fen - East,Y:322@25:SW-2014,250.000000000000000,10100,1570.796326789999966,196349.540849000011804
5861,Y:341@25:SW,2014,3,0,east,NA,Y,0,SW,57.420847000000002,-111.230130000000003,1,1,east,east,McClelland Lake Fen - East,Y:341@25:SW-2014,250.000000000000000,11201,1570.796326789999966,196349.540849000011804
5862,Y:397@37:C,2015,3,0,unmineable,NA,Y,0,C,55.036344000000000,-112.113730000000004,0,1,NA,unmineable,NA,Y:397@37:C-2015,250.000000000000000,12542,1570.796326789999966,196349.540849000011804
5863,Y:308@26:NE,2018,1,NA,unmineable,NA,Y,0,NE,55.614113000000003,-110.799440000000004,0,1,NA,unmineable,NA,Y:308@26:NE-2018,250.000000000000000,9433,1570.796326789999966,196349.540849000011804
5864,Y:343@25:A,2014,1,NA,east,NA,Y,0,A,57.405400999999998,-111.192049999999995,1,1,east,east,McClelland Lake Fen - East,Y:343@25:A-2014,250.000000000000000,11395,1570.796326789999966,196349.540849000011804
5865,Y:265@23:C,2017,1,NA,east,NA,Y,0,C,57.365110000000001,-111.230670000000003,1,1,east,east,McClelland Lake Fen - East,Y:265@23:C-2017,250.000000000000000,5708,1570.796326789999966,196349.540849000011804
5866,AM:442:NW,2018,3,0,unmineable,NA,AM,442,NW,55.088177999999999,-111.761939999999996,0,1,NA,unmineable,NA,AM:442:NW-2018,250.000000000000000,1867,1570.796326789999966,196349.540849000011804
5867,AM:423:SW,2014,3,NA,unmineable,NA,AM,423,SW,55.813530000000000,-110.582960000000000,0,1,NA,unmineable,NA,AM:423:SW-2014,250.000000000000000,805,1570.796326789999966,196349.540849000011804
5868,AM:414:CT,2019,4,0,west,NA,AM,414,CT,57.513787999999998,-111.344329999999999,1,1,west,west,McClelland Lake Fen - West,AM:414:CT-2019,250.000000000000000,388,1570.796326789999966,196349.540849000011804
5869,Y:341@25:NE,2017,1,NA,east,NA,Y,0,NE,57.426234000000001,-111.220029999999994,1,1,east,east,McClelland Lake Fen - East,Y:341@25:NE-2017,250.000000000000000,11139,1570.796326789999966,196349.540849000011804
5870,Y:341@25:NE,2018,1,0,east,NA,Y,0,NE,57.426234000000001,-111.220029999999994,1,1,east,east,McClelland Lake Fen - East,Y:341@25:NE-2018,250.000000000000000,11134,1570.796326789999966,196349.540849000011804
5871,Y:346@25:NW,2019,3,NA,east,NA,Y,0,NW,57.293036999999998,-111.221890000000002,1,1,east,east,McClelland Lake Fen - East,Y:346@25:NW-2019,250.000000000000000,11654,1570.796326789999966,196349.540849000011804
5872,Y:343@25:SW,2017,2,0,east,NA,Y,0,SW,57.398542999999997,-111.188350000000000,1,1,east,east,McClelland Lake Fen - East,Y:343@25:SW-2017,250.000000000000000,11507,1570.796326789999966,196349.540849000011804
5873,Y:235@24:A,2015,1,1,west,NA,Y,0,A,57.430138999999997,-111.515559999999994,1,1,west,west,McClelland Lake Fen - West,Y:235@24:A-2015,250.000000000000000,3881,1570.796326789999966,196349.540849000011804
5874,Y:317@27:CT,2015,1,NA,unmineable,NA,Y,0,CT,56.247909999999997,-110.983649999999997,0,1,NA,unmineable,NA,Y:317@27:CT-2015,250.000000000000000,9687,1570.796326789999966,196349.540849000011804
5875,Y:319@27:NE,2014,2,NA,unmineable,NA,Y,0,NE,56.332855000000002,-110.940969999999993,0,1,NA,unmineable,NA,Y:319@27:NE-2014,250.000000000000000,9992,1570.796326789999966,196349.540849000011804
5876,Y:248@13:CT,2014,1,NA,unmineable,West of Touchwood PRA,Y,0,CT,54.865996000000003,-111.609340000000003,0,1,NA,unmineable,West of Touchwood PRA,Y:248@13:CT-2014,250.000000000000000,4709,1570.796326789999966,196349.540849000011804
5877,Y:463@50:D,2019,3,NA,unmineable,NA,Y,0,D,55.689290000000000,-110.897610000000000,0,1,NA,unmineable,NA,Y:463@50:D-2019,250.000000000000000,13417,1570.796326789999966,196349.540849000011804
5878,Y:282@23:A,2016,3,NA,east,NA,Y,0,A,57.356529999999999,-111.250290000000007,1,1,east,east,McClelland Lake Fen - East,Y:282@23:A-2016,250.000000000000000,6934,1570.796326789999966,196349.540849000011804
5879,Y:318@27:CT,2019,1,NA,unmineable,NA,Y,0,CT,56.291603000000002,-110.988249999999994,0,1,NA,unmineable,NA,Y:318@27:CT-2019,250.000000000000000,9806,1570.796326789999966,196349.540849000011804
5880,Y:333@31:SW,2018,1,NA,unmineable,NA,Y,0,SW,55.898169000000003,-110.566730000000007,0,1,NA,unmineable,NA,Y:333@31:SW-2018,250.000000000000000,11066,1570.796326789999966,196349.540849000011804
5881,Y:333@31:CT,2013,4,0,unmineable,NA,Y,0,CT,55.900848000000003,-110.561899999999994,0,1,NA,unmineable,NA,Y:333@31:CT-2013,250.000000000000000,10968,1570.796326789999966,196349.540849000011804
5882,RS:26:P,2017,1,1,east,NA,RS,26,P,57.456490000000002,-111.183390000000003,1,1,east,east,McClelland Lake Fen - East,RS:26:P-2017,250.000000000000000,1986,1570.796326789999966,196349.540849000011804
5883,Y:458@50:SE,2016,4,0,unmineable,NA,Y,0,SE,55.671028999999997,-110.885270000000006,0,1,NA,unmineable,NA,Y:458@50:SE-2016,250.000000000000000,13295,1570.796326789999966,196349.540849000011804
5884,Y:331@31:CT,2016,3,0,unmineable,NA,Y,0,CT,55.915868000000003,-110.548730000000006,0,1,NA,unmineable,NA,Y:331@31:CT-2016,250.000000000000000,10810,1570.796326789999966,196349.540849000011804
5885,Y:299@24:SW,2014,2,0,west,NA,Y,0,SW,57.474310000000003,-111.406980000000004,1,1,west,west,McClelland Lake Fen - West,Y:299@24:SW-2014,250.000000000000000,8512,1570.796326789999966,196349.540849000011804
5886,Y:216@5:CT,2017,2,0,unmineable,Southern Cold Lake,Y,0,CT,54.437184999999999,-110.064260000000004,0,1,NA,unmineable,Southern Cold Lake,Y:216@5:CT-2017,250.000000000000000,2893,1570.796326789999966,196349.540849000011804
5887,Y:391@14:CT,2017,1,0,unmineable,NA,Y,0,CT,55.118245000000002,-111.754909999999995,0,1,NA,unmineable,NA,Y:391@14:CT-2017,250.000000000000000,12336,1570.796326789999966,196349.540849000011804
5888,Y:214@4:NE,2014,1,0,unmineable,NA,Y,0,NE,54.558574999999998,-110.252229999999997,0,1,NA,unmineable,NA,Y:214@4:NE-2014,250.000000000000000,2788,1570.796326789999966,196349.540849000011804
5889,Y:328@30:SE,2017,4,0,unmineable,NA,Y,0,SE,55.863264000000001,-110.711810000000000,0,1,NA,unmineable,NA,Y:328@30:SE-2017,250.000000000000000,10494,1570.796326789999966,196349.540849000011804
5890,Y:333@31:CT,2015,4,0,unmineable,NA,Y,0,CT,55.900848000000003,-110.561899999999994,0,1,NA,unmineable,NA,Y:333@31:CT-2015,250.000000000000000,10948,1570.796326789999966,196349.540849000011804
5891,Y:200@1:SE,2019,4,0,unmineable,Marguerite Lake Wetlands,Y,0,SE,54.626047999999997,-110.726929999999996,0,1,NA,unmineable,Marguerite Lake Wetlands,Y:200@1:SE-2019,250.000000000000000,2449,1570.796326789999966,196349.540849000011804
5892,Y:344@25:CT,2013,1,NA,east,NA,Y,0,CT,57.365758999999997,-111.098089999999999,1,1,east,east,McClelland Lake Fen - East,Y:344@25:CT-2013,250.000000000000000,11522,1570.796326789999966,196349.540849000011804
5893,Y:317@27:SE,2019,3,NA,unmineable,NA,Y,0,SE,56.245213999999997,-110.978809999999996,0,1,NA,unmineable,NA,Y:317@27:SE-2019,250.000000000000000,9764,1570.796326789999966,196349.540849000011804
5894,Y:258@15:NW,2017,3,1,unmineable,Grazing Lease 820577,Y,0,NW,55.145245000000003,-111.688450000000003,0,1,NA,unmineable,Grazing Lease 820577,Y:258@15:NW-2017,250.000000000000000,5165,1570.796326789999966,196349.540849000011804
5895,AM:433:NW,2017,3,0,unmineable,NA,AM,433,NW,56.210054000000000,-110.743669999999995,0,1,NA,unmineable,NA,AM:433:NW-2017,250.000000000000000,1577,1570.796326789999966,196349.540849000011804
5896,Y:313@27:NE,2016,1,NA,unmineable,NA,Y,0,NE,56.279808000000003,-110.851900000000001,0,1,NA,unmineable,NA,Y:313@27:NE-2016,250.000000000000000,9554,1570.796326789999966,196349.540849000011804
5897,Y:281@21:NE,2019,3,NA,unmineable,Northwest of Janvier,Y,0,NE,56.011012999999998,-110.813580000000002,0,1,NA,unmineable,Northwest of Janvier,Y:281@21:NE-2019,250.000000000000000,6830,1570.796326789999966,196349.540849000011804
5898,Y:237@10:SW,2016,3,NA,mineable,NA,Y,0,SW,57.650097000000002,-111.231279999999998,1,1,NA,mineable,NA,Y:237@10:SW-2016,250.000000000000000,4162,1570.796326789999966,196349.540849000011804
5899,Y:288@23:SE,2019,2,0,east,NA,Y,0,SE,57.312151999999998,-111.352400000000003,1,1,east,east,McClelland Lake Fen - East,Y:288@23:SE-2019,250.000000000000000,7235,1570.796326789999966,196349.540849000011804
5900,Y:467@53:E,2015,2,0,unmineable,NA,Y,0,E,56.028643000000002,-113.328869999999995,0,1,NA,unmineable,NA,Y:467@53:E-2015,250.000000000000000,13721,1570.796326789999966,196349.540849000011804
5901,Y:341@25:CT,2016,3,NA,east,NA,Y,0,CT,57.424323000000001,-111.225710000000007,1,1,east,east,McClelland Lake Fen - East,Y:341@25:CT-2016,250.000000000000000,11095,1570.796326789999966,196349.540849000011804
5902,Y:216@5:NE,2019,4,0,unmineable,Southern Cold Lake,Y,0,NE,54.439304999999997,-110.059590000000000,0,1,NA,unmineable,Southern Cold Lake,Y:216@5:NE-2019,250.000000000000000,2914,1570.796326789999966,196349.540849000011804
5903,Y:265@23:B,2018,2,0,east,NA,Y,0,B,57.371979000000003,-111.227649999999997,1,1,east,east,McClelland Lake Fen - East,Y:265@23:B-2018,250.000000000000000,5666,1570.796326789999966,196349.540849000011804
5904,Y:344@25:SE,2016,2,NA,east,NA,Y,0,SE,57.362915999999998,-111.093080000000000,1,1,east,east,McClelland Lake Fen - East,Y:344@25:SE-2016,250.000000000000000,11604,1570.796326789999966,196349.540849000011804
5905,Y:328@30:NE,2013,2,0,unmineable,NA,Y,0,NE,55.868333999999997,-110.712559999999996,0,1,NA,unmineable,NA,Y:328@30:NE-2013,250.000000000000000,10423,1570.796326789999966,196349.540849000011804
5906,RS:26:Q,2014,3,NA,east,NA,RS,26,Q,57.456814999999999,-111.194559999999996,1,1,east,east,McClelland Lake Fen - East,RS:26:Q-2014,250.000000000000000,2004,1570.796326789999966,196349.540849000011804
