OID_,ss,year,sample,occupied,region_x,wetland_x,data_set,site,station,latit,longit,mineable,lapr,mclelland,region_y,wetland_y,UID,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area
0,Y:313@27:CT,2014,3,NA,unmineable,NA,Y,0,CT,56.277118000000002,-110.856750000000005,0,1,NA,unmineable,NA,Y:313@27:CT-2014,250.000000000000000,9522,1570.796326789999966,196349.540849000011804
1,AM:427:SW,2013,2,NA,unmineable,NA,AM,427,SW,56.221390000000000,-110.851929999999996,0,1,NA,unmineable,NA,AM:427:SW-2013,250.000000000000000,1369,1570.796326789999966,196349.540849000011804
2,Y:313@27:CT,2014,4,NA,unmineable,NA,Y,0,CT,56.277118000000002,-110.856750000000005,0,1,NA,unmineable,NA,Y:313@27:CT-2014,250.000000000000000,9539,1570.796326789999966,196349.540849000011804
3,Y:224@7:NE,2019,1,0,west,NA,Y,0,NE,57.524951000000001,-111.309700000000007,1,1,west,west,McClelland Lake Fen - West,Y:224@7:NE-2019,250.000000000000000,3491,1570.796326789999966,196349.540849000011804
4,Y:245@24:G,2014,1,NA,west,NA,Y,0,G,57.467078999999998,-111.392700000000005,1,1,west,west,McClelland Lake Fen - West,Y:245@24:G-2014,250.000000000000000,4647,1570.796326789999966,196349.540849000011804
5,Y:268@23:B,2014,4,NA,east,NA,Y,0,B,57.345086999999999,-111.283460000000005,1,1,east,east,McClelland Lake Fen - East,Y:268@23:B-2014,250.000000000000000,5999,1570.796326789999966,196349.540849000011804
6,Y:463@50:A,2018,2,NA,unmineable,NA,Y,0,A,55.696081000000000,-110.885769999999994,0,1,NA,unmineable,NA,Y:463@50:A-2018,250.000000000000000,13335,1570.796326789999966,196349.540849000011804
7,Y:391@14:NE,2018,1,NA,unmineable,NA,Y,0,NE,55.120961000000001,-111.750270000000000,0,1,NA,unmineable,NA,Y:391@14:NE-2018,250.000000000000000,12364,1570.796326789999966,196349.540849000011804
8,Y:274@19:SE,2017,2,0,unmineable,NA,Y,0,SE,55.734976000000003,-111.107270000000000,0,1,NA,unmineable,NA,Y:274@19:SE-2017,250.000000000000000,6308,1570.796326789999966,196349.540849000011804
9,Y:238@24:A,2017,1,0,west,NA,Y,0,A,57.433171999999999,-111.463139999999996,1,1,west,west,McClelland Lake Fen - West,Y:238@24:A-2017,250.000000000000000,4194,1570.796326789999966,196349.540849000011804
10,Y:296@24:SE,2014,3,0,west,NA,Y,0,SE,57.436608000000000,-111.445409999999995,1,1,west,west,McClelland Lake Fen - West,Y:296@24:SE-2014,250.000000000000000,8067,1570.796326789999966,196349.540849000011804
11,AM:423:NW,2017,1,0,unmineable,NA,AM,423,NW,55.818921000000003,-110.582899999999995,0,1,NA,unmineable,NA,AM:423:NW-2017,250.000000000000000,729,1570.796326789999966,196349.540849000011804
12,Y:214@4:NE,2019,3,NA,unmineable,NA,Y,0,NE,54.558574999999998,-110.252229999999997,0,1,NA,unmineable,NA,Y:214@4:NE-2019,250.000000000000000,2789,1570.796326789999966,196349.540849000011804
13,Y:296@24:NW,2016,4,0,west,NA,Y,0,NW,57.441296000000001,-111.456410000000005,1,1,west,west,McClelland Lake Fen - West,Y:296@24:NW-2016,250.000000000000000,8046,1570.796326789999966,196349.540849000011804
14,Y:330@31:CT,2017,2,0,unmineable,NA,Y,0,CT,55.914698000000001,-110.625919999999994,0,1,NA,unmineable,NA,Y:330@31:CT-2017,250.000000000000000,10685,1570.796326789999966,196349.540849000011804
15,Y:341@25:NE,2016,1,NA,east,NA,Y,0,NE,57.426234000000001,-111.220029999999994,1,1,east,east,McClelland Lake Fen - East,Y:341@25:NE-2016,250.000000000000000,11141,1570.796326789999966,196349.540849000011804
16,Y:328@30:NW,2018,4,NA,unmineable,NA,Y,0,NW,55.868633000000003,-110.721379999999996,0,1,NA,unmineable,NA,Y:328@30:NW-2018,250.000000000000000,10450,1570.796326789999966,196349.540849000011804
17,Y:293@23:SE,2017,2,NA,east,NA,Y,0,SE,57.327953000000001,-111.339399999999998,1,1,east,east,McClelland Lake Fen - East,Y:293@23:SE-2017,250.000000000000000,7651,1570.796326789999966,196349.540849000011804
18,Y:207@1:A,2013,3,NA,unmineable,Marguerite Lake Wetlands,Y,0,A,54.612744999999997,-110.783670000000001,0,1,NA,unmineable,Marguerite Lake Wetlands,Y:207@1:A-2013,250.000000000000000,2630,1570.796326789999966,196349.540849000011804
19,Y:218@5:SW,2018,2,NA,unmineable,Southern Cold Lake,Y,0,SW,54.436129000000001,-110.115049999999997,0,1,NA,unmineable,Southern Cold Lake,Y:218@5:SW-2018,250.000000000000000,3290,1570.796326789999966,196349.540849000011804
20,Y:294@24:NE,2014,2,0,west,NA,Y,0,NE,57.437522000000001,-111.512670000000000,1,1,west,west,McClelland Lake Fen - West,Y:294@24:NE-2014,250.000000000000000,7736,1570.796326789999966,196349.540849000011804
21,Y:342@25:SE,2015,2,0,east,NA,Y,0,SE,57.402151000000003,-111.199669999999998,1,1,east,east,McClelland Lake Fen - East,Y:342@25:SE-2015,250.000000000000000,11347,1570.796326789999966,196349.540849000011804
22,Y:294@24:NE,2018,1,NA,west,NA,Y,0,NE,57.437522000000001,-111.512670000000000,1,1,west,west,McClelland Lake Fen - West,Y:294@24:NE-2018,250.000000000000000,7745,1570.796326789999966,196349.540849000011804
23,RS:26:R,2018,1,0,east,NA,RS,26,R,57.456716999999998,-111.205560000000006,1,1,east,east,McClelland Lake Fen - East,RS:26:R-2018,250.000000000000000,2036,1570.796326789999966,196349.540849000011804
24,Y:330@31:CT,2014,4,NA,unmineable,NA,Y,0,CT,55.914698000000001,-110.625919999999994,0,1,NA,unmineable,NA,Y:330@31:CT-2014,250.000000000000000,10692,1570.796326789999966,196349.540849000011804
25,Y:341@25:SW,2018,1,0,east,NA,Y,0,SW,57.420847000000002,-111.230130000000003,1,1,east,east,McClelland Lake Fen - East,Y:341@25:SW-2018,250.000000000000000,11221,1570.796326789999966,196349.540849000011804
26,Y:253@7:SE,2019,2,0,east,NA,Y,0,SE,57.473390999999999,-111.204200000000000,1,1,east,east,McClelland Lake Fen - East,Y:253@7:SE-2019,250.000000000000000,4927,1570.796326789999966,196349.540849000011804
27,Y:268@23:B,2013,2,NA,east,NA,Y,0,B,57.345086999999999,-111.283460000000005,1,1,east,east,McClelland Lake Fen - East,Y:268@23:B-2013,250.000000000000000,6000,1570.796326789999966,196349.540849000011804
28,Y:291@23:SE,2017,2,NA,east,NA,Y,0,SE,57.339213000000001,-111.317210000000003,1,1,east,east,McClelland Lake Fen - East,Y:291@23:SE-2017,250.000000000000000,7510,1570.796326789999966,196349.540849000011804
29,Y:328@30:CT,2014,3,NA,unmineable,NA,Y,0,CT,55.865935000000000,-110.716629999999995,0,1,NA,unmineable,NA,Y:328@30:CT-2014,250.000000000000000,10390,1570.796326789999966,196349.540849000011804
30,Y:421@58:D,2017,4,NA,unmineable,NA,Y,0,D,54.743440999999997,-112.375169999999997,0,1,NA,unmineable,NA,Y:421@58:D-2017,250.000000000000000,13144,1570.796326789999966,196349.540849000011804
31,Y:350@24:SW,2017,2,0,west,NA,Y,0,SW,57.431446000000001,-111.483500000000006,1,1,west,west,McClelland Lake Fen - West,Y:350@24:SW-2017,250.000000000000000,11819,1570.796326789999966,196349.540849000011804
32,Y:329@30:CT,2017,2,0,unmineable,NA,Y,0,CT,55.861026000000003,-110.685850000000002,0,1,NA,unmineable,NA,Y:329@30:CT-2017,250.000000000000000,10544,1570.796326789999966,196349.540849000011804
33,Y:265@23:B,2013,2,NA,east,NA,Y,0,B,57.371979000000003,-111.227649999999997,1,1,east,east,McClelland Lake Fen - East,Y:265@23:B-2013,250.000000000000000,5659,1570.796326789999966,196349.540849000011804
34,Y:319@27:NW,2016,1,NA,unmineable,NA,Y,0,NW,56.332858999999999,-110.950670000000002,0,1,NA,unmineable,NA,Y:319@27:NW-2016,250.000000000000000,9997,1570.796326789999966,196349.540849000011804
35,Y:237@10:CT,2017,2,NA,mineable,NA,Y,0,CT,57.652873000000000,-111.226219999999998,1,1,NA,mineable,NA,Y:237@10:CT-2017,250.000000000000000,4054,1570.796326789999966,196349.540849000011804
36,Y:319@27:SW,2014,4,NA,unmineable,NA,Y,0,SW,56.327468000000003,-110.950680000000006,0,1,NA,unmineable,NA,Y:319@27:SW-2014,250.000000000000000,10056,1570.796326789999966,196349.540849000011804
37,Y:299@24:NE,2013,4,0,west,NA,Y,0,NE,57.479712999999997,-111.397109999999998,1,1,west,west,McClelland Lake Fen - West,Y:299@24:NE-2013,250.000000000000000,8440,1570.796326789999966,196349.540849000011804
38,Y:302@25:NE,2015,1,0,east,NA,Y,0,NE,57.413207999999997,-111.187259999999995,1,1,east,east,McClelland Lake Fen - East,Y:302@25:NE-2015,250.000000000000000,8899,1570.796326789999966,196349.540849000011804
39,Y:234@24:C,2018,4,0,west,NA,Y,0,C,57.419252999999998,-111.555289999999999,1,1,west,west,McClelland Lake Fen - West,Y:234@24:C-2018,250.000000000000000,3801,1570.796326789999966,196349.540849000011804
40,AM:420:SE,2015,4,0,unmineable,NA,AM,420,SE,55.733835999999997,-111.225859999999997,0,1,NA,unmineable,NA,AM:420:SE-2015,250.000000000000000,604,1570.796326789999966,196349.540849000011804
41,Y:234@24:B,2013,1,NA,west,NA,Y,0,B,57.420613000000003,-111.546250000000001,1,1,west,west,McClelland Lake Fen - West,Y:234@24:B-2013,250.000000000000000,3764,1570.796326789999966,196349.540849000011804
42,Y:317@27:SE,2015,3,NA,unmineable,NA,Y,0,SE,56.245213999999997,-110.978809999999996,0,1,NA,unmineable,NA,Y:317@27:SE-2015,250.000000000000000,9765,1570.796326789999966,196349.540849000011804
43,Y:201@1:NE,2019,4,NA,unmineable,Marguerite Lake Wetlands,Y,0,NE,54.643436000000001,-110.714209999999994,0,1,NA,unmineable,Marguerite Lake Wetlands,Y:201@1:NE-2019,250.000000000000000,2522,1570.796326789999966,196349.540849000011804
44,Y:308@26:NE,2017,1,NA,unmineable,NA,Y,0,NE,55.614113000000003,-110.799440000000004,0,1,NA,unmineable,NA,Y:308@26:NE-2017,250.000000000000000,9409,1570.796326789999966,196349.540849000011804
45,AM:433:NE,2016,2,NA,unmineable,NA,AM,433,NE,56.210160999999999,-110.734740000000002,0,1,NA,unmineable,NA,AM:433:NE-2016,250.000000000000000,1553,1570.796326789999966,196349.540849000011804
46,Y:372@16:B,2019,1,NA,unmineable,NA,Y,0,B,54.532342999999997,-111.146789999999996,0,1,NA,unmineable,NA,Y:372@16:B-2019,250.000000000000000,12069,1570.796326789999966,196349.540849000011804
47,Y:290@23:CT,2016,2,NA,east,NA,Y,0,CT,57.342613000000000,-111.342810000000000,1,1,east,east,McClelland Lake Fen - East,Y:290@23:CT-2016,250.000000000000000,7293,1570.796326789999966,196349.540849000011804
48,Y:243@24:A,2013,3,NA,west,NA,Y,0,A,57.457762000000002,-111.407529999999994,1,1,west,west,McClelland Lake Fen - West,Y:243@24:A-2013,250.000000000000000,4535,1570.796326789999966,196349.540849000011804
49,Y:245@24:G,2015,4,0,west,NA,Y,0,G,57.467078999999998,-111.392700000000005,1,1,west,west,McClelland Lake Fen - West,Y:245@24:G-2015,250.000000000000000,4633,1570.796326789999966,196349.540849000011804
50,Y:317@27:NE,2014,2,NA,unmineable,NA,Y,0,NE,56.250605000000000,-110.978809999999996,0,1,NA,unmineable,NA,Y:317@27:NE-2014,250.000000000000000,9695,1570.796326789999966,196349.540849000011804
51,Y:291@23:SE,2017,4,NA,east,NA,Y,0,SE,57.339213000000001,-111.317210000000003,1,1,east,east,McClelland Lake Fen - East,Y:291@23:SE-2017,250.000000000000000,7508,1570.796326789999966,196349.540849000011804
52,Y:458@50:SW,2016,1,NA,unmineable,NA,Y,0,SW,55.671639999999996,-110.895179999999996,0,1,NA,unmineable,NA,Y:458@50:SW-2016,250.000000000000000,13304,1570.796326789999966,196349.540849000011804
53,Y:201@1:NW,2016,3,NA,unmineable,Marguerite Lake Wetlands,Y,0,NW,54.643456999999998,-110.723510000000005,0,1,NA,unmineable,Marguerite Lake Wetlands,Y:201@1:NW-2016,250.000000000000000,2550,1570.796326789999966,196349.540849000011804
54,Y:261@7:NW,2015,4,NA,east,NA,Y,0,NW,57.467953000000001,-111.194770000000005,1,1,east,east,McClelland Lake Fen - East,Y:261@7:NW-2015,250.000000000000000,5390,1570.796326789999966,196349.540849000011804
55,RS:26:U,2015,3,NA,east,NA,RS,26,U,57.460740999999999,-111.176180000000002,1,1,east,east,McClelland Lake Fen - East,RS:26:U-2015,250.000000000000000,2090,1570.796326789999966,196349.540849000011804
56,Y:248@13:SW,2016,2,0,unmineable,West of Touchwood PRA,Y,0,SW,54.863377000000000,-111.614000000000004,0,1,NA,unmineable,West of Touchwood PRA,Y:248@13:SW-2016,250.000000000000000,4840,1570.796326789999966,196349.540849000011804
57,Y:329@30:CT,2013,2,0,unmineable,NA,Y,0,CT,55.861026000000003,-110.685850000000002,0,1,NA,unmineable,NA,Y:329@30:CT-2013,250.000000000000000,10530,1570.796326789999966,196349.540849000011804
58,Y:391@14:CT,2019,4,NA,unmineable,NA,Y,0,CT,55.118245000000002,-111.754909999999995,0,1,NA,unmineable,NA,Y:391@14:CT-2019,250.000000000000000,12323,1570.796326789999966,196349.540849000011804
59,Y:296@24:SE,2013,1,0,west,NA,Y,0,SE,57.436608000000000,-111.445409999999995,1,1,west,west,McClelland Lake Fen - West,Y:296@24:SE-2013,250.000000000000000,8066,1570.796326789999966,196349.540849000011804
60,Y:464@21:E,2013,2,NA,unmineable,Northwest of Janvier,Y,0,E,56.015233000000002,-110.866550000000004,0,1,NA,unmineable,Northwest of Janvier,Y:464@21:E-2013,250.000000000000000,13589,1570.796326789999966,196349.540849000011804
61,Y:207@1:D,2016,4,NA,unmineable,Marguerite Lake Wetlands,Y,0,D,54.622615000000003,-110.765569999999997,0,1,NA,unmineable,Marguerite Lake Wetlands,Y:207@1:D-2016,250.000000000000000,2691,1570.796326789999966,196349.540849000011804
62,Y:350@24:CT,2014,2,0,west,NA,Y,0,CT,57.434435999999998,-111.477019999999996,1,1,west,west,McClelland Lake Fen - West,Y:350@24:CT-2014,250.000000000000000,11718,1570.796326789999966,196349.540849000011804
63,Y:276@20:SE,2014,4,NA,unmineable,NA,Y,0,SE,55.719603999999997,-110.992729999999995,0,1,NA,unmineable,NA,Y:276@20:SE-2014,250.000000000000000,6466,1570.796326789999966,196349.540849000011804
64,Y:218@5:SE,2017,2,NA,unmineable,Southern Cold Lake,Y,0,SE,54.436000000000000,-110.105750000000000,0,1,NA,unmineable,Southern Cold Lake,Y:218@5:SE-2017,250.000000000000000,3258,1570.796326789999966,196349.540849000011804
65,AM:424:SE,2015,1,0,unmineable,NA,AM,424,SE,55.831189999999999,-110.842420000000004,0,1,NA,unmineable,NA,AM:424:SE-2015,250.000000000000000,914,1570.796326789999966,196349.540849000011804
66,Y:266@23:A,2013,3,NA,east,NA,Y,0,A,57.369863000000002,-111.282989999999998,1,1,east,east,McClelland Lake Fen - East,Y:266@23:A-2013,250.000000000000000,5766,1570.796326789999966,196349.540849000011804
67,Y:330@31:SE,2013,1,0,unmineable,NA,Y,0,SE,55.911983999999997,-110.621359999999996,0,1,NA,unmineable,NA,Y:330@31:SE-2013,250.000000000000000,10757,1570.796326789999966,196349.540849000011804
68,Y:302@25:NW,2018,3,0,east,NA,Y,0,NW,57.413032000000001,-111.196039999999996,1,1,east,east,McClelland Lake Fen - East,Y:302@25:NW-2018,250.000000000000000,8930,1570.796326789999966,196349.540849000011804
69,AM:442:NW,2014,1,0,unmineable,NA,AM,442,NW,55.088177999999999,-111.761939999999996,0,1,NA,unmineable,NA,AM:442:NW-2014,250.000000000000000,1872,1570.796326789999966,196349.540849000011804
70,Y:296@24:SW,2017,1,0,west,NA,Y,0,SW,57.436349999999997,-111.456909999999993,1,1,west,west,McClelland Lake Fen - West,Y:296@24:SW-2017,250.000000000000000,8094,1570.796326789999966,196349.540849000011804
71,Y:399@13:A,2017,3,NA,unmineable,NA,Y,0,A,54.855007999999998,-111.544839999999994,0,1,NA,unmineable,NA,Y:399@13:A-2017,250.000000000000000,12606,1570.796326789999966,196349.540849000011804
72,Y:302@25:SE,2014,3,0,east,NA,Y,0,SE,57.407902999999997,-111.189760000000007,1,1,east,east,McClelland Lake Fen - East,Y:302@25:SE-2014,250.000000000000000,8941,1570.796326789999966,196349.540849000011804
73,Y:463@50:B,2015,4,0,unmineable,NA,Y,0,B,55.698391000000001,-110.896490000000000,0,1,NA,unmineable,NA,Y:463@50:B-2015,250.000000000000000,13368,1570.796326789999966,196349.540849000011804
74,AM:442:NW,2014,3,0,unmineable,NA,AM,442,NW,55.088177999999999,-111.761939999999996,0,1,NA,unmineable,NA,AM:442:NW-2014,250.000000000000000,1854,1570.796326789999966,196349.540849000011804
75,Y:298@24:SE,2019,4,NA,west,NA,Y,0,SE,57.456083999999997,-111.392579999999995,1,1,west,west,McClelland Lake Fen - West,Y:298@24:SE-2019,250.000000000000000,8352,1570.796326789999966,196349.540849000011804
76,Y:260@7:SW,2014,2,NA,east,NA,Y,0,SW,57.472406999999997,-111.193259999999995,1,1,east,east,McClelland Lake Fen - East,Y:260@7:SW-2014,250.000000000000000,5325,1570.796326789999966,196349.540849000011804
77,Y:266@23:A,2015,1,0,east,NA,Y,0,A,57.369863000000002,-111.282989999999998,1,1,east,east,McClelland Lake Fen - East,Y:266@23:A-2015,250.000000000000000,5759,1570.796326789999966,196349.540849000011804
78,Y:318@27:NW,2018,3,NA,unmineable,NA,Y,0,NW,56.294297999999998,-110.993099999999998,0,1,NA,unmineable,NA,Y:318@27:NW-2018,250.000000000000000,9878,1570.796326789999966,196349.540849000011804
79,Y:308@26:CT,2015,1,NA,unmineable,NA,Y,0,CT,55.612808999999999,-110.804379999999995,0,1,NA,unmineable,NA,Y:308@26:CT-2015,250.000000000000000,9398,1570.796326789999966,196349.540849000011804
80,Y:217@5:NW,2017,1,0,unmineable,Southern Cold Lake,Y,0,NW,54.440102000000003,-110.092010000000002,0,1,NA,unmineable,Southern Cold Lake,Y:217@5:NW-2017,250.000000000000000,3095,1570.796326789999966,196349.540849000011804
81,Y:324@25:NE,2014,3,NA,east,NA,Y,0,NE,57.436222999999998,-111.184839999999994,1,1,east,east,McClelland Lake Fen - East,Y:324@25:NE-2014,250.000000000000000,10297,1570.796326789999966,196349.540849000011804
82,AM:420:SW,2019,2,NA,unmineable,NA,AM,420,SW,55.733790999999997,-111.235380000000006,0,1,NA,unmineable,NA,AM:420:SW-2019,250.000000000000000,619,1570.796326789999966,196349.540849000011804
83,Y:331@31:NW,2017,3,0,unmineable,NA,Y,0,NW,55.918574999999997,-110.554389999999998,0,1,NA,unmineable,NA,Y:331@31:NW-2017,250.000000000000000,10884,1570.796326789999966,196349.540849000011804
84,Y:464@21:E,2017,1,0,unmineable,Northwest of Janvier,Y,0,E,56.015233000000002,-110.866550000000004,0,1,NA,unmineable,Northwest of Janvier,Y:464@21:E-2017,250.000000000000000,13594,1570.796326789999966,196349.540849000011804
85,Y:300@25:SW,2014,1,NA,east,NA,Y,0,SW,57.446375000000003,-111.206770000000006,1,1,east,east,McClelland Lake Fen - East,Y:300@25:SW-2014,250.000000000000000,8671,1570.796326789999966,196349.540849000011804
86,Y:391@14:SE,2019,3,NA,unmineable,NA,Y,0,SE,55.116002000000002,-111.750100000000003,0,1,NA,unmineable,NA,Y:391@14:SE-2019,250.000000000000000,12424,1570.796326789999966,196349.540849000011804
87,AM:403:SW,2013,1,NA,unmineable,NA,AM,403,SW,54.608252999999998,-110.689229999999995,0,1,NA,unmineable,NA,AM:403:SW-2013,250.000000000000000,272,1570.796326789999966,196349.540849000011804
88,Y:344@25:NW,2015,2,NA,east,NA,Y,0,NW,57.370156999999999,-111.102869999999996,1,1,east,east,McClelland Lake Fen - East,Y:344@25:NW-2015,250.000000000000000,11591,1570.796326789999966,196349.540849000011804
89,Y:343@25:NE,2014,3,1,east,NA,Y,0,NE,57.400331999999999,-111.187880000000007,1,1,east,east,McClelland Lake Fen - East,Y:343@25:NE-2014,250.000000000000000,11437,1570.796326789999966,196349.540849000011804
90,Y:304@25:CT,2016,3,1,east,NA,Y,0,CT,57.421346999999997,-111.202449999999999,1,1,east,east,McClelland Lake Fen - East,Y:304@25:CT-2016,250.000000000000000,9175,1570.796326789999966,196349.540849000011804
91,Y:458@50:NW,2015,4,0,unmineable,NA,Y,0,NW,55.676645000000001,-110.894909999999996,0,1,NA,unmineable,NA,Y:458@50:NW-2015,250.000000000000000,13259,1570.796326789999966,196349.540849000011804
92,AM:442:SE,2013,4,NA,unmineable,NA,AM,442,SE,55.083004000000003,-111.752840000000006,0,1,NA,unmineable,NA,AM:442:SE-2013,250.000000000000000,1879,1570.796326789999966,196349.540849000011804
93,Y:268@23:C,2013,2,NA,east,NA,Y,0,C,57.348391999999997,-111.287940000000006,1,1,east,east,McClelland Lake Fen - East,Y:268@23:C-2013,250.000000000000000,6040,1570.796326789999966,196349.540849000011804
94,Y:421@58:E,2019,1,0,unmineable,NA,Y,0,E,54.740250000000003,-112.392600000000002,0,1,NA,unmineable,NA,Y:421@58:E-2019,250.000000000000000,13180,1570.796326789999966,196349.540849000011804
95,Y:299@24:SW,2015,1,0,west,NA,Y,0,SW,57.474310000000003,-111.406980000000004,1,1,west,west,McClelland Lake Fen - West,Y:299@24:SW-2015,250.000000000000000,8517,1570.796326789999966,196349.540849000011804
96,Y:245@24:G,2016,4,NA,west,NA,Y,0,G,57.467078999999998,-111.392700000000005,1,1,west,west,McClelland Lake Fen - West,Y:245@24:G-2016,250.000000000000000,4625,1570.796326789999966,196349.540849000011804
97,Y:343@25:NE,2017,3,NA,east,NA,Y,0,NE,57.400331999999999,-111.187880000000007,1,1,east,east,McClelland Lake Fen - East,Y:343@25:NE-2017,250.000000000000000,11428,1570.796326789999966,196349.540849000011804
98,Y:288@23:NE,2016,1,NA,east,NA,Y,0,NE,57.317568000000001,-111.352490000000003,1,1,east,east,McClelland Lake Fen - East,Y:288@23:NE-2016,250.000000000000000,7170,1570.796326789999966,196349.540849000011804
99,Y:267@23:D,2017,4,NA,east,NA,Y,0,D,57.359788000000002,-111.326030000000003,1,1,east,east,McClelland Lake Fen - East,Y:267@23:D-2017,250.000000000000000,5947,1570.796326789999966,196349.540849000011804
100,Y:207@1:C,2019,4,0,unmineable,Marguerite Lake Wetlands,Y,0,C,54.620761999999999,-110.774050000000003,0,1,NA,unmineable,Marguerite Lake Wetlands,Y:207@1:C-2019,250.000000000000000,2680,1570.796326789999966,196349.540849000011804
101,Y:224@7:CT,2013,1,0,west,NA,Y,0,CT,57.521310999999997,-111.314850000000007,1,1,west,west,McClelland Lake Fen - West,Y:224@7:CT-2013,250.000000000000000,3466,1570.796326789999966,196349.540849000011804
102,Y:287@22:NE,2016,1,NA,unmineable,NA,Y,0,NE,56.572341000000002,-111.247429999999994,0,1,NA,unmineable,NA,Y:287@22:NE-2016,250.000000000000000,7034,1570.796326789999966,196349.540849000011804
103,Y:328@30:NE,2018,4,NA,unmineable,NA,Y,0,NE,55.868333999999997,-110.712559999999996,0,1,NA,unmineable,NA,Y:328@30:NE-2018,250.000000000000000,10416,1570.796326789999966,196349.540849000011804
104,Y:290@23:NE,2013,1,NA,east,NA,Y,0,NE,57.344771999999999,-111.338260000000005,1,1,east,east,McClelland Lake Fen - East,Y:290@23:NE-2013,250.000000000000000,7323,1570.796326789999966,196349.540849000011804
105,AM:429:NE,2018,3,NA,unmineable,NA,AM,429,NE,56.902819000000001,-111.914900000000003,0,1,NA,unmineable,NA,AM:429:NE-2018,250.000000000000000,1402,1570.796326789999966,196349.540849000011804
106,Y:287@22:SE,2017,1,NA,unmineable,NA,Y,0,SE,56.567022999999999,-111.247450000000001,0,1,NA,unmineable,NA,Y:287@22:SE-2017,250.000000000000000,7094,1570.796326789999966,196349.540849000011804
107,Y:276@20:NW,2018,1,NA,unmineable,NA,Y,0,NW,55.723297000000002,-111.002440000000007,0,1,NA,unmineable,NA,Y:276@20:NW-2018,250.000000000000000,6432,1570.796326789999966,196349.540849000011804
108,AM:433:CT,2013,1,NA,unmineable,NA,AM,433,CT,56.207259000000001,-110.738879999999995,0,1,NA,unmineable,NA,AM:433:CT-2013,250.000000000000000,1536,1570.796326789999966,196349.540849000011804
109,AM:441:CT,2013,4,NA,unmineable,NA,AM,441,CT,55.159962000000000,-111.769149999999996,0,1,NA,unmineable,NA,AM:441:CT-2013,250.000000000000000,1676,1570.796326789999966,196349.540849000011804
110,Y:352@23:NW,2015,3,0,east,NA,Y,0,NW,57.331432999999997,-111.327900000000000,1,1,east,east,McClelland Lake Fen - East,Y:352@23:NW-2015,250.000000000000000,11913,1570.796326789999966,196349.540849000011804
111,Y:294@24:SW,2015,4,1,west,NA,Y,0,SW,57.432290000000002,-111.522880000000001,1,1,west,west,McClelland Lake Fen - West,Y:294@24:SW-2015,250.000000000000000,7812,1570.796326789999966,196349.540849000011804
112,Y:253@7:SW,2019,2,0,east,NA,Y,0,SW,57.471476000000003,-111.216110000000000,1,1,east,east,McClelland Lake Fen - East,Y:253@7:SW-2019,250.000000000000000,4950,1570.796326789999966,196349.540849000011804
113,Y:300@25:CT,2019,1,0,east,NA,Y,0,CT,57.449016000000000,-111.201570000000004,1,1,east,east,McClelland Lake Fen - East,Y:300@25:CT-2019,250.000000000000000,8540,1570.796326789999966,196349.540849000011804
114,AM:423:SW,2017,1,0,unmineable,NA,AM,423,SW,55.813530000000000,-110.582960000000000,0,1,NA,unmineable,NA,AM:423:SW-2017,250.000000000000000,801,1570.796326789999966,196349.540849000011804
115,Y:342@25:A,2018,2,NA,east,NA,Y,0,A,57.413563000000003,-111.205749999999995,1,1,east,east,McClelland Lake Fen - East,Y:342@25:A-2018,250.000000000000000,11240,1570.796326789999966,196349.540849000011804
116,Y:280@21:NW,2016,4,0,unmineable,Northwest of Janvier,Y,0,NW,56.013089999999998,-110.802589999999995,0,1,NA,unmineable,Northwest of Janvier,Y:280@21:NW-2016,250.000000000000000,6712,1570.796326789999966,196349.540849000011804
117,Y:217@5:CT,2017,1,1,unmineable,Southern Cold Lake,Y,0,CT,54.439141999999997,-110.088750000000005,0,1,NA,unmineable,Southern Cold Lake,Y:217@5:CT-2017,250.000000000000000,3038,1570.796326789999966,196349.540849000011804
118,Y:287@22:SW,2014,2,NA,unmineable,NA,Y,0,SW,56.567003000000000,-111.257210000000001,0,1,NA,unmineable,NA,Y:287@22:SW-2014,250.000000000000000,7123,1570.796326789999966,196349.540849000011804
119,Y:319@27:NW,2018,4,NA,unmineable,NA,Y,0,NW,56.332858999999999,-110.950670000000002,0,1,NA,unmineable,NA,Y:319@27:NW-2018,250.000000000000000,10013,1570.796326789999966,196349.540849000011804
120,Y:414@39:A,2013,1,NA,unmineable,NA,Y,0,A,54.980379999999997,-111.836280000000002,0,1,NA,unmineable,NA,Y:414@39:A-2013,250.000000000000000,12875,1570.796326789999966,196349.540849000011804
121,Y:218@5:NW,2017,1,NA,unmineable,Southern Cold Lake,Y,0,NW,54.441457000000000,-110.114789999999999,0,1,NA,unmineable,Southern Cold Lake,Y:218@5:NW-2017,250.000000000000000,3237,1570.796326789999966,196349.540849000011804
122,Y:299@24:CT,2014,2,0,west,NA,Y,0,CT,57.477021000000001,-111.402100000000004,1,1,west,west,McClelland Lake Fen - West,Y:299@24:CT-2014,250.000000000000000,8409,1570.796326789999966,196349.540849000011804
123,Y:329@30:SE,2017,2,0,unmineable,NA,Y,0,SE,55.858300999999997,-110.681060000000002,0,1,NA,unmineable,NA,Y:329@30:SE-2017,250.000000000000000,10632,1570.796326789999966,196349.540849000011804
