"RoughSurface_FD","y"
0.0273800425421379,0.555741102881006
0.0282463636740659,0.555741102881006
0.0291126848059939,0.555741102881006
0.0299790059379219,0.555741102881006
0.0308453270698499,0.555741102881006
0.0317116482017778,0.555741102881006
0.0325779693337058,0.555741102881006
0.0334442904656338,0.555741102881006
0.0343106115975618,0.555741102881006
0.0351769327294898,0.555741102881006
0.0360432538614177,0.555741102881006
0.0369095749933457,0.555741102881006
0.0377758961252737,0.555741102881006
0.0386422172572017,0.555741102881006
0.0395085383891296,0.555741102881006
0.0403748595210576,0.555741102881006
0.0412411806529856,0.555741102881006
0.0421075017849136,0.555741102881006
0.0429738229168416,0.555741102881006
0.0438401440487695,0.555741102881006
0.0447064651806975,0.555741102881006
0.0455727863126255,0.555741102881006
0.0464391074445535,0.555741102881006
0.0473054285764815,0.555741102881006
0.0481717497084094,0.555741102881006
0.0490380708403374,0.558933338477108
0.0499043919722654,0.563312811574358
0.0507707131041934,0.563312811574358
0.0516370342361214,0.556859541254363
0.0525033553680493,0.555354516656199
0.0533696764999773,0.56078830538577
0.0542359976319053,0.562524913539444
0.0551023187638333,0.56120683599918
0.0559686398957612,0.562538694824728
0.0568349610276892,0.560184707583751
0.0577012821596172,0.537348174804873
0.0585676032915452,0.523533970225479
0.0594339244234732,0.483017049100212
0.0603002455554011,0.457656066256184
0.0611665666873291,0.463014978605905
0.0620328878192571,0.461793371876027
0.0628992089511851,0.462281706988945
0.0637655300831131,0.464113205343572
0.064631851215041,0.464113205343572
0.065498172346969,0.464113205343572
0.066364493478897,0.444715791609151
0.067230814610825,0.400716370076116
0.0680971357427529,0.380007995542357
0.0689634568746809,0.380960204103784
0.0698297780066089,0.355548040098851
0.0706960991385369,0.356270673329922
0.0715624202704649,0.309126225254016
0.0724287414023928,0.235387330222595
0.0732950625343208,0.236578672188258
0.0741613836662488,0.178689478964533
0.0750277047981768,0.178689478964533
0.0758940259301048,0.174907619240055
0.0767603470620327,0.174410949297898
0.0776266681939607,0.174675808638547
0.0784929893258887,0.177568164374569
0.0793593104578167,0.168692545338003
0.0802256315897447,0.165140666600444
0.0810919527216726,0.154273114011441
0.0819582738536006,0.139900716361682
0.0828245949855286,0.129357297854472
0.0836909161174566,0.128481525260962
0.0845572372493845,0.113823946461884
0.0854235583813125,0.111827538462878
0.0862898795132405,0.110461005110988
0.0871562006451685,0.110461005110988
0.0880225217770965,0.110461005110988
0.0888888429090244,0.110461005110988
0.0897551640409524,0.110461005110988
0.0906214851728804,0.110461005110988
0.0914878063048084,0.110461005110988
0.0923541274367363,0.110461005110988
0.0932204485686643,0.110461005110988
0.0940867697005923,0.110461005110988
0.0949530908325203,0.110461005110988
0.0958194119644483,0.110461005110988
0.0966857330963763,0.110461005110988
0.0975520542283042,0.110461005110988
0.0984183753602322,0.110461005110988
0.0992846964921602,0.110461005110988
0.100151017624088,0.110461005110988
0.101017338756016,0.110461005110988
0.101883659887944,0.110461005110988
0.102749981019872,0.110461005110988
0.1036163021518,0.110461005110988
0.104482623283728,0.110461005110988
0.105348944415656,0.110461005110988
0.106215265547584,0.110461005110988
0.107081586679512,0.110461005110988
0.10794790781144,0.110461005110988
0.108814228943368,0.110461005110988
0.109680550075296,0.110461005110988
0.110546871207224,0.110461005110988
0.111413192339152,0.110461005110988
0.11227951347108,0.110461005110988
0.113145834603008,0.110461005110988
