"DoubleBounce_FD","y"
0.00797655412327709,0.308812600372922
0.00947058119494851,0.308812600372922
0.0109646082666199,0.308812600372922
0.0124586353382914,0.315157317099586
0.0139526624099628,0.321344530856665
0.0154466894816342,0.32308572808133
0.0169407165533056,0.33109045333017
0.0184347436249771,0.33151375728632
0.0199287706966485,0.33151375728632
0.0214227977683199,0.330306619552579
0.0229168248399913,0.330306619552579
0.0244108519116627,0.330036799619998
0.0259048789833342,0.328541098643201
0.0273989060550056,0.332461230658594
0.028892933126677,0.335584132320871
0.0303869601983484,0.326052668982003
0.0318809872700199,0.322977090076107
0.0333750143416913,0.331608667744629
0.0348690414133627,0.330858330648897
0.0363630684850341,0.32952998970764
0.0378570955567055,0.327465710617497
0.039351122628377,0.327465710617497
0.0408451497000484,0.326234665014532
0.0423391767717198,0.326234665014532
0.0438332038433912,0.326234665014532
0.0453272309150627,0.333690285077638
0.0468212579867341,0.333690285077638
0.0483152850584055,0.333690285077638
0.0498093121300769,0.342877058916981
0.0513033392017484,0.398520984039629
0.0527973662734198,0.403572912159284
0.0542913933450912,0.407228531100552
0.0557854204167626,0.407228531100552
0.057279447488434,0.407228531100552
0.0587734745601055,0.407228531100552
0.0602675016317769,0.407228531100552
0.0617615287034483,0.407228531100552
0.0632555557751197,0.407228531100552
0.0647495828467912,0.407228531100552
0.0662436099184626,0.407228531100552
0.067737636990134,0.407228531100552
0.0692316640618054,0.407228531100552
0.0707256911334768,0.407228531100552
0.0722197182051483,0.407228531100552
0.0737137452768197,0.407228531100552
0.0752077723484911,0.407228531100552
0.0767017994201625,0.407228531100552
0.078195826491834,0.407228531100552
0.0796898535635054,0.407228531100552
0.0811838806351768,0.407228531100552
0.0826779077068482,0.407228531100552
0.0841719347785197,0.407228531100552
0.0856659618501911,0.407228531100552
0.0871599889218625,0.407228531100552
0.0886540159935339,0.407228531100552
0.0901480430652053,0.407228531100552
0.0916420701368768,0.407228531100552
0.0931360972085482,0.407228531100552
0.0946301242802196,0.407228531100552
0.096124151351891,0.407228531100552
0.0976181784235624,0.407228531100552
0.0991122054952339,0.407228531100552
0.100606232566905,0.407228531100552
0.102100259638577,0.407228531100552
0.103594286710248,0.407228531100552
0.10508831378192,0.407228531100552
0.106582340853591,0.407228531100552
0.108076367925262,0.407228531100552
0.109570394996934,0.407228531100552
0.111064422068605,0.407228531100552
0.112558449140277,0.407228531100552
0.114052476211948,0.407228531100552
0.11554650328362,0.407228531100552
0.117040530355291,0.407228531100552
0.118534557426962,0.407228531100552
0.120028584498634,0.407228531100552
0.121522611570305,0.407228531100552
0.123016638641977,0.407228531100552
0.124510665713648,0.407228531100552
0.126004692785319,0.407228531100552
0.127498719856991,0.407228531100552
0.128992746928662,0.407228531100552
0.130486774000334,0.407228531100552
0.131980801072005,0.407228531100552
0.133474828143677,0.407228531100552
0.134968855215348,0.407228531100552
0.136462882287019,0.407228531100552
0.137956909358691,0.407228531100552
0.139450936430362,0.407228531100552
0.140944963502034,0.407228531100552
0.142438990573705,0.407228531100552
0.143933017645377,0.407228531100552
0.145427044717048,0.407228531100552
0.146921071788719,0.407228531100552
0.148415098860391,0.407228531100552
0.149909125932062,0.407228531100552
0.151403153003734,0.407228531100552
0.152897180075405,0.407228531100552
0.154391207147076,0.407228531100552
0.155885234218748,0.407228531100552
