"VolumeScattering_FD","y"
0.117570177345342,0.333891187786209
0.120192373633825,0.333891187786209
0.122814569922307,0.333891187786209
0.125436766210789,0.333891187786209
0.128058962499272,0.333891187786209
0.130681158787754,0.333891187786209
0.133303355076237,0.333891187786209
0.135925551364719,0.333891187786209
0.138547747653202,0.333891187786209
0.141169943941684,0.333891187786209
0.143792140230166,0.333891187786209
0.146414336518649,0.333891187786209
0.149036532807131,0.333891187786209
0.151658729095614,0.333891187786209
0.154280925384096,0.333891187786209
0.156903121672578,0.333891187786209
0.159525317961061,0.333891187786209
0.162147514249543,0.338578229536916
0.164769710538026,0.342234770485545
0.167391906826508,0.342234770485545
0.17001410311499,0.342234770485545
0.172636299403473,0.344600732054735
0.175258495691955,0.346322949482788
0.177880691980438,0.34294996027515
0.18050288826892,0.34294996027515
0.183125084557402,0.346293823848977
0.185747280845885,0.347445748624382
0.188369477134367,0.3483264195997
0.19099167342285,0.3483264195997
0.193613869711332,0.354562911653692
0.196236065999814,0.354562911653692
0.198858262288297,0.35835761283693
0.201480458576779,0.356862581874157
0.204102654865262,0.359749159993895
0.206724851153744,0.356755370670465
0.209347047442226,0.352630076069034
0.211969243730709,0.34997252729999
0.214591440019191,0.34997252729999
0.217213636307674,0.34997252729999
0.219835832596156,0.34997252729999
0.222458028884639,0.349658550546774
0.225080225173121,0.349658550546774
0.227702421461603,0.346758179370653
0.230324617750086,0.339896318239554
0.232946814038568,0.338990201612621
0.235569010327051,0.337557161791438
0.238191206615533,0.327234271930476
0.240813402904015,0.328331295559457
0.243435599192498,0.325877152264782
0.24605779548098,0.334870902400486
0.248679991769463,0.334870902400486
0.251302188057945,0.332453945302563
0.253924384346427,0.331252580713509
0.25654658063491,0.317307348668715
0.259168776923392,0.31193940311994
0.261790973211875,0.31193940311994
0.264413169500357,0.31193940311994
0.267035365788839,0.309525908679681
0.269657562077322,0.309525908679681
0.272279758365804,0.309525908679681
0.274901954654287,0.309525908679681
0.277524150942769,0.309525908679681
0.280146347231251,0.309525908679681
0.282768543519734,0.309525908679681
0.285390739808216,0.309525908679681
0.288012936096699,0.309525908679681
0.290635132385181,0.309525908679681
0.293257328673663,0.309525908679681
0.295879524962146,0.309525908679681
0.298501721250628,0.309525908679681
0.301123917539111,0.309525908679681
0.303746113827593,0.309525908679681
0.306368310116076,0.309525908679681
0.308990506404558,0.307231232919745
0.31161270269304,0.307231232919745
0.314234898981523,0.307231232919745
0.316857095270005,0.307231232919745
0.319479291558488,0.307231232919745
0.32210148784697,0.307231232919745
0.324723684135452,0.307231232919745
0.327345880423935,0.307231232919745
0.329968076712417,0.307231232919745
0.3325902730009,0.307231232919745
0.335212469289382,0.307231232919745
0.337834665577864,0.307231232919745
0.340456861866347,0.307231232919745
0.343079058154829,0.307231232919745
0.345701254443312,0.307231232919745
0.348323450731794,0.307231232919745
0.350945647020276,0.307231232919745
0.353567843308759,0.307231232919745
0.356190039597241,0.307231232919745
0.358812235885724,0.307231232919745
0.361434432174206,0.307231232919745
0.364056628462688,0.307231232919745
0.366678824751171,0.307231232919745
0.369301021039653,0.307231232919745
0.371923217328136,0.307231232919745
0.374545413616618,0.307231232919745
0.377167609905101,0.307231232919745
