"B6_L8","y"
866.202469135803,0.283362818729903
882.237845353019,0.283362818729903
898.273221570235,0.283362818729903
914.308597787451,0.283362818729903
930.343974004667,0.283362818729903
946.379350221883,0.283362818729903
962.414726439099,0.283362818729903
978.450102656315,0.283362818729903
994.485478873532,0.283362818729903
1010.52085509075,0.283362818729903
1026.55623130796,0.283362818729903
1042.59160752518,0.283362818729903
1058.6269837424,0.283362818729903
1074.66235995961,0.283362818729903
1090.69773617683,0.283362818729903
1106.73311239404,0.283362818729903
1122.76848861126,0.283362818729903
1138.80386482848,0.283362818729903
1154.83924104569,0.283362818729903
1170.87461726291,0.283362818729903
1186.90999348012,0.283362818729903
1202.94536969734,0.283362818729903
1218.98074591456,0.283362818729903
1235.01612213177,0.283362818729903
1251.05149834899,0.283362818729903
1267.08687456621,0.283362818729903
1283.12225078342,0.283362818729903
1299.15762700064,0.283362818729903
1315.19300321785,0.283362818729903
1331.22837943507,0.282678773954834
1347.26375565229,0.283729273136753
1363.2991318695,0.283711571745776
1379.33450808672,0.284154345914735
1395.36988430393,0.290125599912341
1411.40526052115,0.284622271339581
1427.44063673837,0.283722389298725
1443.47601295558,0.283722389298725
1459.5113891728,0.286016264881993
1475.54676539002,0.286016264881993
1491.58214160723,0.286016264881993
1507.61751782445,0.28668981522463
1523.65289404166,0.286311531800118
1539.68827025888,0.286311531800118
1555.7236464761,0.28691713488729
1571.75902269331,0.290327678917851
1587.79439891053,0.299550516619054
1603.82977512774,0.314211870171126
1619.86515134496,0.314211870171126
1635.90052756218,0.31621686744589
1651.93590377939,0.31621686744589
1667.97127999661,0.317091769233783
1684.00665621382,0.322800003828024
1700.04203243104,0.324581778150998
1716.07740864826,0.324581778150998
1732.11278486547,0.324904528468357
1748.14816108269,0.326626034020832
1764.18353729991,0.326626034020832
1780.21891351712,0.327992783596868
1796.25428973434,0.327992783596868
1812.28966595155,0.334366547055952
1828.32504216877,0.335338529831356
1844.36041838599,0.337102095561286
1860.3957946032,0.348139638192772
1876.43117082042,0.370941691184603
1892.46654703763,0.377721807037005
1908.50192325485,0.377721807037005
1924.53729947207,0.377721807037005
1940.57267568928,0.379751884105725
1956.6080519065,0.381149429791681
1972.64342812371,0.384360919453689
1988.67880434093,0.384360919453689
2004.71418055815,0.387602461594064
2020.74955677536,0.387602461594064
2036.78493299258,0.396245522265737
2052.8203092098,0.418452574133961
2068.85568542701,0.419905122818736
2084.89106164423,0.432594028250368
2100.92643786144,0.43655075709499
2116.96181407866,0.448684339371166
2132.99719029588,0.448684339371166
2149.03256651309,0.452020821371299
2165.06794273031,0.452020821371299
2181.10331894752,0.454849373804614
2197.13869516474,0.454849373804614
2213.17407138196,0.454849373804614
2229.20944759917,0.454849373804614
2245.24482381639,0.454849373804614
2261.28020003361,0.454849373804614
2277.31557625082,0.454849373804614
2293.35095246804,0.454849373804614
2309.38632868525,0.454849373804614
2325.42170490247,0.454849373804614
2341.45708111969,0.454849373804614
2357.4924573369,0.454849373804614
2373.52783355412,0.454849373804614
2389.56320977133,0.454849373804614
2405.59858598855,0.454849373804614
2421.63396220577,0.454849373804614
2437.66933842298,0.454849373804614
2453.7047146402,0.454849373804614
