"SDD","WTStation","Station","x2013","x2014","x2015","x2016","x2017","x2018","x2019","NYears"
"Y-21-464-C-C-0","Y:464@21:C","Y-21-464-C",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-C-E-10","Y:464@21:C","Y-21-464-C",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-C-E-20","Y:464@21:C","Y-21-464-C",NA,NA,0,NA,3,NA,NA,2
"Y-21-464-C-E-30","Y:464@21:C","Y-21-464-C",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-C-E-40","Y:464@21:C","Y-21-464-C",NA,NA,0,NA,8,NA,NA,2
"Y-21-464-C-E-50","Y:464@21:C","Y-21-464-C",NA,NA,0,NA,15,NA,NA,2
"Y-21-464-C-N-10","Y:464@21:C","Y-21-464-C",NA,NA,5,NA,5,NA,NA,2
"Y-21-464-C-N-20","Y:464@21:C","Y-21-464-C",NA,NA,2,NA,13,NA,NA,2
"Y-21-464-C-N-30","Y:464@21:C","Y-21-464-C",NA,NA,0,NA,20,NA,NA,2
"Y-21-464-C-N-40","Y:464@21:C","Y-21-464-C",NA,NA,0,NA,17,NA,NA,2
"Y-21-464-C-N-50","Y:464@21:C","Y-21-464-C",NA,NA,0,NA,15,NA,NA,2
"Y-21-464-C-S-10","Y:464@21:C","Y-21-464-C",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-C-S-20","Y:464@21:C","Y-21-464-C",NA,NA,4,NA,0,NA,NA,2
"Y-21-464-C-S-30","Y:464@21:C","Y-21-464-C",NA,NA,14,NA,5,NA,NA,2
"Y-21-464-C-S-40","Y:464@21:C","Y-21-464-C",NA,NA,NA,NA,4,NA,NA,1
"Y-21-464-C-S-50","Y:464@21:C","Y-21-464-C",NA,NA,NA,NA,8,NA,NA,1
"Y-21-464-C-W-10","Y:464@21:C","Y-21-464-C",NA,NA,0,NA,8,NA,NA,2
"Y-21-464-C-W-20","Y:464@21:C","Y-21-464-C",NA,NA,0,NA,10,NA,NA,2
"Y-21-464-C-W-30","Y:464@21:C","Y-21-464-C",NA,NA,0,NA,7,NA,NA,2
"Y-21-464-C-W-40","Y:464@21:C","Y-21-464-C",NA,NA,0,NA,5,NA,NA,2
"Y-21-464-C-W-50","Y:464@21:C","Y-21-464-C",NA,NA,3,NA,11,NA,NA,2
"Y-21-464-D-C-0","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-D-E-10","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,5,NA,NA,2
"Y-21-464-D-E-20","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,6,NA,NA,2
"Y-21-464-D-E-30","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,4,NA,NA,2
"Y-21-464-D-E-40","Y:464@21:D","Y-21-464-D",NA,NA,15,NA,8,NA,NA,2
"Y-21-464-D-E-50","Y:464@21:D","Y-21-464-D",NA,NA,15,NA,5,NA,NA,2
"Y-21-464-D-N-10","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,5,NA,NA,2
"Y-21-464-D-N-20","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,6,NA,NA,2
"Y-21-464-D-N-30","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,7,NA,NA,2
"Y-21-464-D-N-40","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,8,NA,NA,2
"Y-21-464-D-N-50","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,30,NA,NA,2
"Y-21-464-D-S-10","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-D-S-20","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-D-S-30","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-D-S-40","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-D-S-50","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-D-W-10","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-D-W-20","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-D-W-30","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-D-W-40","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-D-W-50","Y:464@21:D","Y-21-464-D",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-E-C-0","Y:464@21:E","Y-21-464-E",NA,NA,0,NA,16,NA,NA,2
"Y-21-464-E-E-10","Y:464@21:E","Y-21-464-E",NA,NA,5,NA,6,NA,NA,2
"Y-21-464-E-E-20","Y:464@21:E","Y-21-464-E",NA,NA,0,NA,5,NA,NA,2
"Y-21-464-E-E-30","Y:464@21:E","Y-21-464-E",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-E-E-40","Y:464@21:E","Y-21-464-E",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-E-E-50","Y:464@21:E","Y-21-464-E",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-E-N-10","Y:464@21:E","Y-21-464-E",NA,NA,0,NA,18,NA,NA,2
"Y-21-464-E-N-20","Y:464@21:E","Y-21-464-E",NA,NA,5,NA,2,NA,NA,2
"Y-21-464-E-N-30","Y:464@21:E","Y-21-464-E",NA,NA,0,NA,6,NA,NA,2
"Y-21-464-E-N-40","Y:464@21:E","Y-21-464-E",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-E-N-50","Y:464@21:E","Y-21-464-E",NA,NA,0,NA,18,NA,NA,2
"Y-21-464-E-S-10","Y:464@21:E","Y-21-464-E",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-E-S-20","Y:464@21:E","Y-21-464-E",NA,NA,0,NA,5,NA,NA,2
"Y-21-464-E-S-30","Y:464@21:E","Y-21-464-E",NA,NA,2,NA,5,NA,NA,2
"Y-21-464-E-S-40","Y:464@21:E","Y-21-464-E",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-E-S-50","Y:464@21:E","Y-21-464-E",NA,NA,0,NA,10,NA,NA,2
"Y-21-464-E-W-10","Y:464@21:E","Y-21-464-E",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-E-W-20","Y:464@21:E","Y-21-464-E",NA,NA,16,NA,8,NA,NA,2
"Y-21-464-E-W-30","Y:464@21:E","Y-21-464-E",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-E-W-40","Y:464@21:E","Y-21-464-E",NA,NA,0,NA,0,NA,NA,2
"Y-21-464-E-W-50","Y:464@21:E","Y-21-464-E",NA,NA,0,NA,0,NA,NA,2
"Y-22-287-CT-C-0","Y:287@22:CT","Y-22-287-CT",2,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-E-10","Y:287@22:CT","Y-22-287-CT",3,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-E-20","Y:287@22:CT","Y-22-287-CT",9,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-E-30","Y:287@22:CT","Y-22-287-CT",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-E-40","Y:287@22:CT","Y-22-287-CT",10,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-E-50","Y:287@22:CT","Y-22-287-CT",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-N-10","Y:287@22:CT","Y-22-287-CT",7,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-N-20","Y:287@22:CT","Y-22-287-CT",4,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-N-30","Y:287@22:CT","Y-22-287-CT",7,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-N-40","Y:287@22:CT","Y-22-287-CT",1,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-N-50","Y:287@22:CT","Y-22-287-CT",5,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-S-10","Y:287@22:CT","Y-22-287-CT",NA,NA,0,NA,NA,NA,NA,1
"Y-22-287-CT-S-20","Y:287@22:CT","Y-22-287-CT",3,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-S-30","Y:287@22:CT","Y-22-287-CT",4,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-S-40","Y:287@22:CT","Y-22-287-CT",9,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-S-50","Y:287@22:CT","Y-22-287-CT",1,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-W-10","Y:287@22:CT","Y-22-287-CT",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-W-20","Y:287@22:CT","Y-22-287-CT",4,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-W-30","Y:287@22:CT","Y-22-287-CT",3,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-W-40","Y:287@22:CT","Y-22-287-CT",10,NA,0,NA,NA,NA,NA,2
"Y-22-287-CT-W-50","Y:287@22:CT","Y-22-287-CT",3,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-C-0","Y:287@22:NE","Y-22-287-NE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-E-10","Y:287@22:NE","Y-22-287-NE",0,NA,2,NA,NA,NA,NA,2
"Y-22-287-NE-E-20","Y:287@22:NE","Y-22-287-NE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-E-30","Y:287@22:NE","Y-22-287-NE",17,NA,3,NA,NA,NA,NA,2
"Y-22-287-NE-E-40","Y:287@22:NE","Y-22-287-NE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-E-50","Y:287@22:NE","Y-22-287-NE",10,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-N-10","Y:287@22:NE","Y-22-287-NE",6,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-N-20","Y:287@22:NE","Y-22-287-NE",3,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-N-30","Y:287@22:NE","Y-22-287-NE",6,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-N-40","Y:287@22:NE","Y-22-287-NE",0,NA,4,NA,NA,NA,NA,2
"Y-22-287-NE-N-50","Y:287@22:NE","Y-22-287-NE",7,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-S-10","Y:287@22:NE","Y-22-287-NE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-S-20","Y:287@22:NE","Y-22-287-NE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-S-30","Y:287@22:NE","Y-22-287-NE",10,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-S-40","Y:287@22:NE","Y-22-287-NE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-S-50","Y:287@22:NE","Y-22-287-NE",7,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-W-10","Y:287@22:NE","Y-22-287-NE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-W-20","Y:287@22:NE","Y-22-287-NE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-W-30","Y:287@22:NE","Y-22-287-NE",5,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-W-40","Y:287@22:NE","Y-22-287-NE",5,NA,0,NA,NA,NA,NA,2
"Y-22-287-NE-W-50","Y:287@22:NE","Y-22-287-NE",7,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-C-0","Y:287@22:NW","Y-22-287-NW",2,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-E-10","Y:287@22:NW","Y-22-287-NW",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-E-20","Y:287@22:NW","Y-22-287-NW",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-E-30","Y:287@22:NW","Y-22-287-NW",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-E-40","Y:287@22:NW","Y-22-287-NW",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-E-50","Y:287@22:NW","Y-22-287-NW",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-N-10","Y:287@22:NW","Y-22-287-NW",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-N-20","Y:287@22:NW","Y-22-287-NW",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-N-30","Y:287@22:NW","Y-22-287-NW",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-N-40","Y:287@22:NW","Y-22-287-NW",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-N-50","Y:287@22:NW","Y-22-287-NW",8,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-S-10","Y:287@22:NW","Y-22-287-NW",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-S-20","Y:287@22:NW","Y-22-287-NW",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-S-30","Y:287@22:NW","Y-22-287-NW",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-S-40","Y:287@22:NW","Y-22-287-NW",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-S-50","Y:287@22:NW","Y-22-287-NW",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-W-10","Y:287@22:NW","Y-22-287-NW",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-W-20","Y:287@22:NW","Y-22-287-NW",1,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-W-30","Y:287@22:NW","Y-22-287-NW",10,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-W-40","Y:287@22:NW","Y-22-287-NW",5,NA,0,NA,NA,NA,NA,2
"Y-22-287-NW-W-50","Y:287@22:NW","Y-22-287-NW",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-SE-C-0","Y:287@22:SE","Y-22-287-SE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-SE-E-10","Y:287@22:SE","Y-22-287-SE",2,NA,0,NA,NA,NA,NA,2
"Y-22-287-SE-E-20","Y:287@22:SE","Y-22-287-SE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-SE-E-30","Y:287@22:SE","Y-22-287-SE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-SE-E-40","Y:287@22:SE","Y-22-287-SE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-SE-E-50","Y:287@22:SE","Y-22-287-SE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-SE-N-10","Y:287@22:SE","Y-22-287-SE",0,NA,1,NA,NA,NA,NA,2
"Y-22-287-SE-N-20","Y:287@22:SE","Y-22-287-SE",10,NA,1,NA,NA,NA,NA,2
"Y-22-287-SE-N-30","Y:287@22:SE","Y-22-287-SE",NA,NA,0,NA,NA,NA,NA,1
"Y-22-287-SE-S-10","Y:287@22:SE","Y-22-287-SE",0,NA,2,NA,NA,NA,NA,2
"Y-22-287-SE-S-20","Y:287@22:SE","Y-22-287-SE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-SE-S-30","Y:287@22:SE","Y-22-287-SE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-SE-S-40","Y:287@22:SE","Y-22-287-SE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-SE-S-50","Y:287@22:SE","Y-22-287-SE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-SE-W-10","Y:287@22:SE","Y-22-287-SE",0,NA,2,NA,NA,NA,NA,2
"Y-22-287-SE-W-20","Y:287@22:SE","Y-22-287-SE",0,NA,2,NA,NA,NA,NA,2
"Y-22-287-SE-W-30","Y:287@22:SE","Y-22-287-SE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-SE-W-40","Y:287@22:SE","Y-22-287-SE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-SE-W-50","Y:287@22:SE","Y-22-287-SE",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-SW-C-0","Y:287@22:SW","Y-22-287-SW",23,NA,0,NA,NA,NA,NA,2
"Y-22-287-SW-E-10","Y:287@22:SW","Y-22-287-SW",0,NA,6,NA,NA,NA,NA,2
"Y-22-287-SW-E-20","Y:287@22:SW","Y-22-287-SW",0,NA,12,NA,NA,NA,NA,2
"Y-22-287-SW-E-30","Y:287@22:SW","Y-22-287-SW",0,NA,15,NA,NA,NA,NA,2
"Y-22-287-SW-E-40","Y:287@22:SW","Y-22-287-SW",0,NA,20,NA,NA,NA,NA,2
"Y-22-287-SW-E-50","Y:287@22:SW","Y-22-287-SW",11,NA,11,NA,NA,NA,NA,2
"Y-22-287-SW-N-10","Y:287@22:SW","Y-22-287-SW",0,NA,20,NA,NA,NA,NA,2
"Y-22-287-SW-N-20","Y:287@22:SW","Y-22-287-SW",0,NA,7,NA,NA,NA,NA,2
"Y-22-287-SW-N-30","Y:287@22:SW","Y-22-287-SW",10,NA,0,NA,NA,NA,NA,2
"Y-22-287-SW-N-40","Y:287@22:SW","Y-22-287-SW",0,NA,11,NA,NA,NA,NA,2
"Y-22-287-SW-N-50","Y:287@22:SW","Y-22-287-SW",0,NA,5,NA,NA,NA,NA,2
"Y-22-287-SW-S-10","Y:287@22:SW","Y-22-287-SW",0,NA,18,NA,NA,NA,NA,2
"Y-22-287-SW-S-20","Y:287@22:SW","Y-22-287-SW",8,NA,18,NA,NA,NA,NA,2
"Y-22-287-SW-S-30","Y:287@22:SW","Y-22-287-SW",13,NA,0,NA,NA,NA,NA,2
"Y-22-287-SW-S-40","Y:287@22:SW","Y-22-287-SW",0,NA,22,NA,NA,NA,NA,2
"Y-22-287-SW-S-50","Y:287@22:SW","Y-22-287-SW",22,NA,8,NA,NA,NA,NA,2
"Y-22-287-SW-W-10","Y:287@22:SW","Y-22-287-SW",0,NA,13,NA,NA,NA,NA,2
"Y-22-287-SW-W-20","Y:287@22:SW","Y-22-287-SW",0,NA,18,NA,NA,NA,NA,2
"Y-22-287-SW-W-30","Y:287@22:SW","Y-22-287-SW",31,NA,18,NA,NA,NA,NA,2
"Y-22-287-SW-W-40","Y:287@22:SW","Y-22-287-SW",0,NA,0,NA,NA,NA,NA,2
"Y-22-287-SW-W-50","Y:287@22:SW","Y-22-287-SW",0,NA,0,NA,NA,NA,NA,2
"Y-23-265-A-C-0","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,NA,0,2
"Y-23-265-A-E-10","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-E-20","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-E-30","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-E-40","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-E-50","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-N-10","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-N-20","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-N-30","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-N-40","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-N-50","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-S-10","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-S-20","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-S-30","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-S-40","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-S-50","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-W-10","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-W-20","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-W-30","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-W-40","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-A-W-50","Y:265@23:A","Y-23-265-A",NA,NA,0,NA,NA,0,0,3
"Y-23-265-B-C-0","Y:265@23:B","Y-23-265-B",NA,NA,5,NA,NA,NA,1,2
"Y-23-265-B-E-10","Y:265@23:B","Y-23-265-B",NA,NA,11,NA,NA,0,1,3
"Y-23-265-B-E-20","Y:265@23:B","Y-23-265-B",NA,NA,18,NA,NA,20,1,3
"Y-23-265-B-E-30","Y:265@23:B","Y-23-265-B",NA,NA,3,NA,NA,0,0,3
"Y-23-265-B-E-40","Y:265@23:B","Y-23-265-B",NA,NA,2,NA,NA,0,0,3
"Y-23-265-B-E-50","Y:265@23:B","Y-23-265-B",NA,NA,0,NA,NA,8,0,3
"Y-23-265-B-N-10","Y:265@23:B","Y-23-265-B",NA,NA,6,NA,NA,0,10,3
"Y-23-265-B-N-20","Y:265@23:B","Y-23-265-B",NA,NA,14,NA,NA,23,0,3
"Y-23-265-B-N-30","Y:265@23:B","Y-23-265-B",NA,NA,3,NA,NA,16,0,3
"Y-23-265-B-N-40","Y:265@23:B","Y-23-265-B",NA,NA,5,NA,NA,10,4,3
"Y-23-265-B-N-50","Y:265@23:B","Y-23-265-B",NA,NA,7,NA,NA,8,1,3
"Y-23-265-B-S-10","Y:265@23:B","Y-23-265-B",NA,NA,4,NA,NA,0,2,3
"Y-23-265-B-S-20","Y:265@23:B","Y-23-265-B",NA,NA,5,NA,NA,0,0,3
"Y-23-265-B-S-30","Y:265@23:B","Y-23-265-B",NA,NA,1,NA,NA,0,0,3
"Y-23-265-B-S-40","Y:265@23:B","Y-23-265-B",NA,NA,1,NA,NA,6,0,3
"Y-23-265-B-S-50","Y:265@23:B","Y-23-265-B",NA,NA,0,NA,NA,12,2,3
"Y-23-265-B-W-10","Y:265@23:B","Y-23-265-B",NA,NA,0,NA,NA,25,0,3
"Y-23-265-B-W-20","Y:265@23:B","Y-23-265-B",NA,NA,0,NA,NA,17,7,3
"Y-23-265-B-W-30","Y:265@23:B","Y-23-265-B",NA,NA,0,NA,NA,0,8,3
"Y-23-265-B-W-40","Y:265@23:B","Y-23-265-B",NA,NA,0,NA,NA,0,0,3
"Y-23-265-B-W-50","Y:265@23:B","Y-23-265-B",NA,NA,0,NA,NA,6,0,3
"Y-23-265-C-C-0","Y:265@23:C","Y-23-265-C",NA,NA,2,NA,NA,NA,0,2
"Y-23-265-C-E-10","Y:265@23:C","Y-23-265-C",NA,NA,1,NA,NA,3,0,3
"Y-23-265-C-E-20","Y:265@23:C","Y-23-265-C",NA,NA,0,NA,NA,0,1,3
"Y-23-265-C-E-30","Y:265@23:C","Y-23-265-C",NA,NA,1,NA,NA,2,0,3
"Y-23-265-C-E-40","Y:265@23:C","Y-23-265-C",NA,NA,1,NA,NA,0,0,3
"Y-23-265-C-E-50","Y:265@23:C","Y-23-265-C",NA,NA,2,NA,NA,0,0,3
"Y-23-265-C-N-10","Y:265@23:C","Y-23-265-C",NA,NA,4,NA,NA,2,0,3
"Y-23-265-C-N-20","Y:265@23:C","Y-23-265-C",NA,NA,2,NA,NA,0,2,3
"Y-23-265-C-N-30","Y:265@23:C","Y-23-265-C",NA,NA,1,NA,NA,5,0,3
"Y-23-265-C-N-40","Y:265@23:C","Y-23-265-C",NA,NA,4,NA,NA,10,0,3
"Y-23-265-C-N-50","Y:265@23:C","Y-23-265-C",NA,NA,1,NA,NA,10,0,3
"Y-23-265-C-S-10","Y:265@23:C","Y-23-265-C",NA,NA,1,NA,NA,2,0,3
"Y-23-265-C-S-20","Y:265@23:C","Y-23-265-C",NA,NA,0,NA,NA,0,0,3
"Y-23-265-C-S-30","Y:265@23:C","Y-23-265-C",NA,NA,0,NA,NA,2,0,3
"Y-23-265-C-S-40","Y:265@23:C","Y-23-265-C",NA,NA,2,NA,NA,2,0,3
"Y-23-265-C-S-50","Y:265@23:C","Y-23-265-C",NA,NA,1,NA,NA,0,0,3
"Y-23-265-C-W-10","Y:265@23:C","Y-23-265-C",NA,NA,1,NA,NA,4,0,3
"Y-23-265-C-W-20","Y:265@23:C","Y-23-265-C",NA,NA,3,NA,NA,2,0,3
"Y-23-265-C-W-30","Y:265@23:C","Y-23-265-C",NA,NA,4,NA,NA,0,0,3
"Y-23-265-C-W-40","Y:265@23:C","Y-23-265-C",NA,NA,7,NA,NA,0,0,3
"Y-23-265-C-W-50","Y:265@23:C","Y-23-265-C",NA,NA,2,NA,NA,0,0,3
"Y-23-265-D-C-0","Y:265@23:D","Y-23-265-D",NA,NA,2,NA,NA,NA,1,2
"Y-23-265-D-E-10","Y:265@23:D","Y-23-265-D",NA,NA,5,NA,NA,20,0,3
"Y-23-265-D-E-20","Y:265@23:D","Y-23-265-D",NA,NA,1,NA,NA,20,7,3
"Y-23-265-D-E-30","Y:265@23:D","Y-23-265-D",NA,NA,3,NA,NA,10,0,3
"Y-23-265-D-E-40","Y:265@23:D","Y-23-265-D",NA,NA,2,NA,NA,20,0,3
"Y-23-265-D-E-50","Y:265@23:D","Y-23-265-D",NA,NA,6,NA,NA,20,0,3
"Y-23-265-D-N-10","Y:265@23:D","Y-23-265-D",NA,NA,10,NA,NA,20,0,3
"Y-23-265-D-N-20","Y:265@23:D","Y-23-265-D",NA,NA,0,NA,NA,30,0,3
"Y-23-265-D-N-30","Y:265@23:D","Y-23-265-D",NA,NA,1,NA,NA,30,0,3
"Y-23-265-D-N-40","Y:265@23:D","Y-23-265-D",NA,NA,2,NA,NA,20,0,3
"Y-23-265-D-N-50","Y:265@23:D","Y-23-265-D",NA,NA,0,NA,NA,10,0,3
"Y-23-265-D-S-10","Y:265@23:D","Y-23-265-D",NA,NA,11,NA,NA,10,0,3
"Y-23-265-D-S-20","Y:265@23:D","Y-23-265-D",NA,NA,1,NA,NA,10,0,3
"Y-23-265-D-S-30","Y:265@23:D","Y-23-265-D",NA,NA,3,NA,NA,10,24,3
"Y-23-265-D-S-40","Y:265@23:D","Y-23-265-D",NA,NA,0,NA,NA,5,1,3
"Y-23-265-D-S-50","Y:265@23:D","Y-23-265-D",NA,NA,0,NA,NA,5,0,3
"Y-23-265-D-W-10","Y:265@23:D","Y-23-265-D",NA,NA,1,NA,NA,40,0,3
"Y-23-265-D-W-20","Y:265@23:D","Y-23-265-D",NA,NA,3,NA,NA,40,0,3
"Y-23-265-D-W-30","Y:265@23:D","Y-23-265-D",NA,NA,4,NA,NA,30,0,3
"Y-23-265-D-W-40","Y:265@23:D","Y-23-265-D",NA,NA,0,NA,NA,40,0,3
"Y-23-265-D-W-50","Y:265@23:D","Y-23-265-D",NA,NA,1,NA,NA,20,0,3
"Y-23-266-A-C-0","Y:266@23:A","Y-23-266-A",NA,NA,7,NA,NA,NA,0,2
"Y-23-266-A-E-10","Y:266@23:A","Y-23-266-A",NA,NA,2,NA,NA,0,0,3
"Y-23-266-A-E-20","Y:266@23:A","Y-23-266-A",NA,NA,10,NA,NA,0,0,3
"Y-23-266-A-E-30","Y:266@23:A","Y-23-266-A",NA,NA,8,NA,NA,0,0,3
"Y-23-266-A-E-40","Y:266@23:A","Y-23-266-A",NA,NA,4,NA,NA,0,0,3
"Y-23-266-A-E-50","Y:266@23:A","Y-23-266-A",NA,NA,12,NA,NA,0,4,3
"Y-23-266-A-N-10","Y:266@23:A","Y-23-266-A",NA,NA,6,NA,NA,0,0,3
"Y-23-266-A-N-20","Y:266@23:A","Y-23-266-A",NA,NA,5,NA,NA,0,0,3
"Y-23-266-A-N-30","Y:266@23:A","Y-23-266-A",NA,NA,6,NA,NA,0,0,3
