"SDD","WTStation","Station","x2013","x2014","x2015","x2016","x2017","x2018","x2019","NYears"
"AM-401-CT-C-0","AM:401:CT","AM-401-CT",NA,0,NA,NA,0,NA,NA,2
"AM-401-CT-E-10","AM:401:CT","AM-401-CT",NA,NA,NA,NA,10,NA,NA,1
"AM-401-CT-E-20","AM:401:CT","AM-401-CT",NA,NA,NA,NA,11,NA,NA,1
"AM-401-CT-E-30","AM:401:CT","AM-401-CT",NA,NA,NA,NA,13,NA,NA,1
"AM-401-CT-N-10","AM:401:CT","AM-401-CT",NA,NA,NA,NA,9,NA,NA,1
"AM-401-CT-N-20","AM:401:CT","AM-401-CT",NA,NA,NA,NA,13,NA,NA,1
"AM-401-CT-N-30","AM:401:CT","AM-401-CT",NA,NA,NA,NA,12,NA,NA,1
"AM-401-CT-N-40","AM:401:CT","AM-401-CT",NA,NA,NA,NA,8,NA,NA,1
"AM-401-CT-N-50","AM:401:CT","AM-401-CT",NA,NA,NA,NA,13,NA,NA,1
"AM-401-CT-S-10","AM:401:CT","AM-401-CT",NA,16,NA,NA,14,NA,NA,2
"AM-401-CT-S-20","AM:401:CT","AM-401-CT",NA,25,NA,NA,8,NA,NA,2
"AM-401-CT-S-30","AM:401:CT","AM-401-CT",NA,22,NA,NA,7,NA,NA,2
"AM-401-CT-S-40","AM:401:CT","AM-401-CT",NA,23,NA,NA,8,NA,NA,2
"AM-401-CT-S-50","AM:401:CT","AM-401-CT",NA,15,NA,NA,9,NA,NA,2
"AM-401-CT-W-10","AM:401:CT","AM-401-CT",NA,19,NA,NA,11,NA,NA,2
"AM-401-CT-W-20","AM:401:CT","AM-401-CT",NA,17,NA,NA,6,NA,NA,2
"AM-401-CT-W-30","AM:401:CT","AM-401-CT",NA,24,NA,NA,14,NA,NA,2
"AM-401-CT-W-40","AM:401:CT","AM-401-CT",NA,28,NA,NA,4,NA,NA,2
"AM-401-CT-W-50","AM:401:CT","AM-401-CT",NA,14,NA,NA,0,NA,NA,2
"AM-401-NE-C-0","AM:401:NE","AM-401-NE",NA,5,NA,NA,0,NA,NA,2
"AM-401-NE-E-10","AM:401:NE","AM-401-NE",NA,9,NA,NA,15,NA,NA,2
"AM-401-NE-E-20","AM:401:NE","AM-401-NE",NA,0,NA,NA,10,NA,NA,2
"AM-401-NE-E-30","AM:401:NE","AM-401-NE",NA,0,NA,NA,5,NA,NA,2
"AM-401-NE-E-40","AM:401:NE","AM-401-NE",NA,0,NA,NA,5,NA,NA,2
"AM-401-NE-E-50","AM:401:NE","AM-401-NE",NA,0,NA,NA,9,NA,NA,2
"AM-401-NE-N-10","AM:401:NE","AM-401-NE",NA,7,NA,NA,0,NA,NA,2
"AM-401-NE-N-20","AM:401:NE","AM-401-NE",NA,0,NA,NA,14,NA,NA,2
"AM-401-NE-N-30","AM:401:NE","AM-401-NE",NA,11,NA,NA,11,NA,NA,2
"AM-401-NE-N-40","AM:401:NE","AM-401-NE",NA,12,NA,NA,0,NA,NA,2
"AM-401-NE-N-50","AM:401:NE","AM-401-NE",NA,9,NA,NA,11,NA,NA,2
"AM-401-NE-S-10","AM:401:NE","AM-401-NE",NA,7,NA,NA,4,NA,NA,2
"AM-401-NE-S-20","AM:401:NE","AM-401-NE",NA,7,NA,NA,5,NA,NA,2
"AM-401-NE-S-30","AM:401:NE","AM-401-NE",NA,8,NA,NA,11,NA,NA,2
"AM-401-NE-S-40","AM:401:NE","AM-401-NE",NA,12,NA,NA,13,NA,NA,2
"AM-401-NE-S-50","AM:401:NE","AM-401-NE",NA,9,NA,NA,16,NA,NA,2
"AM-401-NE-W-10","AM:401:NE","AM-401-NE",NA,6,NA,NA,0,NA,NA,2
"AM-401-NE-W-20","AM:401:NE","AM-401-NE",NA,9,NA,NA,11,NA,NA,2
"AM-401-NE-W-30","AM:401:NE","AM-401-NE",NA,8,NA,NA,8,NA,NA,2
"AM-401-NE-W-40","AM:401:NE","AM-401-NE",NA,13,NA,NA,13,NA,NA,2
"AM-401-NE-W-50","AM:401:NE","AM-401-NE",NA,10,NA,NA,11,NA,NA,2
"AM-401-NW-C-0","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-E-10","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-E-20","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-E-30","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-E-40","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-E-50","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-N-10","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-N-20","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-N-30","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-N-40","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-N-50","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-S-10","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-S-20","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-S-30","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-S-40","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-S-50","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-W-10","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-W-20","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-W-30","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-W-40","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-NW-W-50","AM:401:NW","AM-401-NW",NA,0,NA,NA,0,NA,NA,2
"AM-401-SE-C-0","AM:401:SE","AM-401-SE",NA,11,NA,NA,20,NA,NA,2
"AM-401-SE-E-10","AM:401:SE","AM-401-SE",NA,NA,11,NA,25,NA,NA,2
"AM-401-SE-E-20","AM:401:SE","AM-401-SE",NA,NA,9,NA,30,NA,NA,2
"AM-401-SE-E-30","AM:401:SE","AM-401-SE",NA,NA,12,NA,26,NA,NA,2
"AM-401-SE-E-40","AM:401:SE","AM-401-SE",NA,NA,12,NA,15,NA,NA,2
"AM-401-SE-E-50","AM:401:SE","AM-401-SE",NA,NA,10,NA,19,NA,NA,2
"AM-401-SE-N-10","AM:401:SE","AM-401-SE",NA,20,14,NA,20,NA,NA,3
"AM-401-SE-N-20","AM:401:SE","AM-401-SE",NA,18,NA,NA,21,NA,NA,2
"AM-401-SE-N-30","AM:401:SE","AM-401-SE",NA,12,NA,NA,17,NA,NA,2
"AM-401-SE-N-40","AM:401:SE","AM-401-SE",NA,19,NA,NA,19,NA,NA,2
"AM-401-SE-N-50","AM:401:SE","AM-401-SE",NA,15,NA,NA,20,NA,NA,2
"AM-401-SE-S-10","AM:401:SE","AM-401-SE",NA,10,11.5,NA,18,NA,NA,3
"AM-401-SE-S-20","AM:401:SE","AM-401-SE",NA,11,9,NA,15,NA,NA,3
"AM-401-SE-S-30","AM:401:SE","AM-401-SE",NA,5,10,NA,12,NA,NA,3
"AM-401-SE-S-40","AM:401:SE","AM-401-SE",NA,5,7,NA,17,NA,NA,3
"AM-401-SE-S-50","AM:401:SE","AM-401-SE",NA,13,8,NA,16,NA,NA,3
"AM-401-SE-W-10","AM:401:SE","AM-401-SE",NA,23,8,NA,25,NA,NA,3
"AM-401-SE-W-20","AM:401:SE","AM-401-SE",NA,0,8,NA,21,NA,NA,3
"AM-401-SE-W-30","AM:401:SE","AM-401-SE",NA,0,11,NA,22,NA,NA,3
"AM-401-SE-W-40","AM:401:SE","AM-401-SE",NA,8,12,NA,19,NA,NA,3
"AM-401-SE-W-50","AM:401:SE","AM-401-SE",NA,11,9,NA,17,NA,NA,3
"AM-401-SW-C-0","AM:401:SW","AM-401-SW",NA,0,NA,NA,20,NA,NA,2
"AM-401-SW-E-10","AM:401:SW","AM-401-SW",NA,0,NA,NA,0,NA,NA,2
"AM-401-SW-E-20","AM:401:SW","AM-401-SW",NA,14,NA,NA,2,NA,NA,2
"AM-401-SW-E-30","AM:401:SW","AM-401-SW",NA,5,NA,NA,0,NA,NA,2
"AM-401-SW-E-40","AM:401:SW","AM-401-SW",NA,10,NA,NA,0,NA,NA,2
"AM-401-SW-E-50","AM:401:SW","AM-401-SW",NA,8,NA,NA,5,NA,NA,2
"AM-401-SW-N-10","AM:401:SW","AM-401-SW",NA,0,NA,NA,7,NA,NA,2
"AM-401-SW-N-20","AM:401:SW","AM-401-SW",NA,9,NA,NA,10,NA,NA,2
"AM-401-SW-N-30","AM:401:SW","AM-401-SW",NA,6,NA,NA,12,NA,NA,2
"AM-401-SW-N-40","AM:401:SW","AM-401-SW",NA,0,NA,NA,9,NA,NA,2
"AM-401-SW-N-50","AM:401:SW","AM-401-SW",NA,14,NA,NA,8,NA,NA,2
"AM-401-SW-S-10","AM:401:SW","AM-401-SW",NA,0,NA,NA,0,NA,NA,2
"AM-401-SW-S-20","AM:401:SW","AM-401-SW",NA,0,NA,NA,4,NA,NA,2
"AM-401-SW-S-30","AM:401:SW","AM-401-SW",NA,6,NA,NA,2,NA,NA,2
"AM-401-SW-S-40","AM:401:SW","AM-401-SW",NA,0,NA,NA,0,NA,NA,2
"AM-401-SW-S-50","AM:401:SW","AM-401-SW",NA,0,NA,NA,7,NA,NA,2
"AM-401-SW-W-10","AM:401:SW","AM-401-SW",NA,5,NA,NA,0,NA,NA,2
"AM-401-SW-W-20","AM:401:SW","AM-401-SW",NA,12,NA,NA,10,NA,NA,2
"AM-401-SW-W-30","AM:401:SW","AM-401-SW",NA,8,NA,NA,7,NA,NA,2
"AM-401-SW-W-40","AM:401:SW","AM-401-SW",NA,11,NA,NA,6,NA,NA,2
"AM-401-SW-W-50","AM:401:SW","AM-401-SW",NA,13,NA,NA,1,NA,NA,2
"AM-403-CT-E-10","AM:403:CT","AM-403-CT",NA,0,23,NA,NA,NA,NA,2
"AM-403-CT-E-20","AM:403:CT","AM-403-CT",NA,15,8,NA,NA,NA,NA,2
"AM-403-CT-E-30","AM:403:CT","AM-403-CT",NA,35,11,NA,NA,NA,NA,2
"AM-403-CT-E-40","AM:403:CT","AM-403-CT",NA,22,14,NA,NA,NA,NA,2
"AM-403-CT-E-50","AM:403:CT","AM-403-CT",NA,31,21,NA,NA,NA,NA,2
"AM-403-CT-N-10","AM:403:CT","AM-403-CT",NA,18,0,NA,NA,NA,NA,2
"AM-403-CT-N-20","AM:403:CT","AM-403-CT",NA,18,0,NA,NA,NA,NA,2
"AM-403-CT-N-30","AM:403:CT","AM-403-CT",NA,29,0,NA,NA,NA,NA,2
"AM-403-CT-N-40","AM:403:CT","AM-403-CT",NA,24,0,NA,NA,NA,NA,2
"AM-403-CT-N-50","AM:403:CT","AM-403-CT",NA,8,0,NA,NA,NA,NA,2
"AM-403-CT-S-10","AM:403:CT","AM-403-CT",NA,NA,0,NA,NA,NA,NA,1
"AM-403-CT-S-20","AM:403:CT","AM-403-CT",NA,NA,0,NA,NA,NA,NA,1
"AM-403-CT-S-30","AM:403:CT","AM-403-CT",NA,NA,0,NA,NA,NA,NA,1
"AM-403-CT-S-40","AM:403:CT","AM-403-CT",NA,NA,0,NA,NA,NA,NA,1
"AM-403-CT-S-50","AM:403:CT","AM-403-CT",NA,NA,0,NA,NA,NA,NA,1
"AM-403-CT-W-10","AM:403:CT","AM-403-CT",NA,NA,0,NA,NA,NA,NA,1
"AM-403-CT-W-20","AM:403:CT","AM-403-CT",NA,NA,0,NA,NA,NA,NA,1
"AM-403-CT-W-30","AM:403:CT","AM-403-CT",NA,NA,0,NA,NA,NA,NA,1
"AM-403-CT-W-40","AM:403:CT","AM-403-CT",NA,NA,0,NA,NA,NA,NA,1
"AM-403-CT-W-50","AM:403:CT","AM-403-CT",NA,NA,0,NA,NA,NA,NA,1
"AM-403-NE-C-0","AM:403:NE","AM-403-NE",NA,0,NA,NA,0,NA,NA,2
"AM-403-NE-E-10","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-E-20","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-E-30","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-E-40","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-E-50","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-N-10","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-N-20","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-N-30","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-N-40","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-N-50","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-S-10","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-S-20","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-S-30","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-S-40","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-S-50","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-W-10","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-W-20","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-W-30","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-W-40","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NE-W-50","AM:403:NE","AM-403-NE",NA,0,0,NA,0,NA,NA,3
"AM-403-NW-C-0","AM:403:NW","AM-403-NW",NA,11.5,NA,NA,NA,NA,NA,1
"AM-403-NW-E-10","AM:403:NW","AM-403-NW",NA,13,0,NA,NA,NA,NA,2
"AM-403-NW-E-20","AM:403:NW","AM-403-NW",NA,13,0,NA,NA,NA,NA,2
"AM-403-NW-E-30","AM:403:NW","AM-403-NW",NA,7,0,NA,NA,NA,NA,2
"AM-403-NW-E-40","AM:403:NW","AM-403-NW",NA,2,0,NA,NA,NA,NA,2
"AM-403-NW-E-50","AM:403:NW","AM-403-NW",NA,2,2,NA,NA,NA,NA,2
"AM-403-NW-N-10","AM:403:NW","AM-403-NW",NA,0,0,NA,NA,NA,NA,2
"AM-403-NW-N-20","AM:403:NW","AM-403-NW",NA,0,8,NA,NA,NA,NA,2
"AM-403-NW-N-30","AM:403:NW","AM-403-NW",NA,3,10,NA,NA,NA,NA,2
"AM-403-NW-N-40","AM:403:NW","AM-403-NW",NA,9,11,NA,NA,NA,NA,2
"AM-403-NW-N-50","AM:403:NW","AM-403-NW",NA,2,24,NA,NA,NA,NA,2
"AM-403-NW-S-10","AM:403:NW","AM-403-NW",NA,14,0,NA,NA,NA,NA,2
"AM-403-NW-S-20","AM:403:NW","AM-403-NW",NA,21,0,NA,NA,NA,NA,2
"AM-403-NW-S-30","AM:403:NW","AM-403-NW",NA,13,0,NA,NA,NA,NA,2
"AM-403-NW-S-40","AM:403:NW","AM-403-NW",NA,23,0,NA,NA,NA,NA,2
"AM-403-NW-S-50","AM:403:NW","AM-403-NW",NA,29,0,NA,NA,NA,NA,2
"AM-403-NW-W-10","AM:403:NW","AM-403-NW",NA,9,0,NA,NA,NA,NA,2
"AM-403-NW-W-20","AM:403:NW","AM-403-NW",NA,9,0,NA,NA,NA,NA,2
"AM-403-NW-W-30","AM:403:NW","AM-403-NW",NA,16,0,NA,NA,NA,NA,2
"AM-403-NW-W-40","AM:403:NW","AM-403-NW",NA,16,0,NA,NA,NA,NA,2
"AM-403-NW-W-50","AM:403:NW","AM-403-NW",NA,13,0,NA,NA,NA,NA,2
"AM-403-SE-C-0","AM:403:SE","AM-403-SE",NA,0,NA,NA,NA,NA,NA,1
"AM-403-SE-E-10","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SE-E-20","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SE-E-30","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SE-E-40","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SE-E-50","AM:403:SE","AM-403-SE",NA,6,0,NA,NA,NA,NA,2
"AM-403-SE-N-10","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SE-N-20","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SE-N-30","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SE-N-40","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SE-N-50","AM:403:SE","AM-403-SE",NA,0,5,NA,NA,NA,NA,2
"AM-403-SE-S-10","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SE-S-20","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SE-S-30","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SE-S-40","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SE-S-50","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SE-W-10","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SE-W-20","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SE-W-30","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SE-W-40","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SE-W-50","AM:403:SE","AM-403-SE",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-C-0","AM:403:SW","AM-403-SW",NA,0,NA,NA,NA,NA,NA,1
"AM-403-SW-E-10","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-E-20","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-E-30","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-E-40","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-E-50","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-N-10","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-N-20","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-N-30","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-N-40","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-N-50","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-S-10","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-S-20","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-S-30","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-S-40","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-S-50","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-W-10","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-W-20","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-W-30","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-W-40","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-403-SW-W-50","AM:403:SW","AM-403-SW",NA,0,0,NA,NA,NA,NA,2
"AM-412-CT-C-0","AM:412:CT","AM-412-CT",NA,NA,NA,NA,NA,0,NA,1
"AM-412-CT-N-10","AM:412:CT","AM-412-CT",NA,NA,NA,NA,NA,0,NA,1
"AM-412-CT-N-20","AM:412:CT","AM-412-CT",NA,NA,NA,NA,NA,0,NA,1
"AM-412-CT-N-30","AM:412:CT","AM-412-CT",NA,NA,NA,NA,NA,0,NA,1
"AM-412-CT-N-40","AM:412:CT","AM-412-CT",NA,NA,NA,NA,NA,0,NA,1
"AM-412-CT-N-50","AM:412:CT","AM-412-CT",NA,NA,NA,NA,NA,0,NA,1
"AM-412-CT-S-10","AM:412:CT","AM-412-CT",NA,NA,NA,NA,NA,0,0,2
"AM-412-CT-S-20","AM:412:CT","AM-412-CT",NA,NA,NA,NA,NA,0,0,2
"AM-412-CT-S-30","AM:412:CT","AM-412-CT",NA,NA,NA,NA,NA,0,0,2
"AM-412-CT-S-40","AM:412:CT","AM-412-CT",NA,NA,NA,NA,NA,0,0,2
"AM-412-CT-S-50","AM:412:CT","AM-412-CT",NA,NA,NA,NA,NA,0,0,2
"AM-412-CT-W-10","AM:412:CT","AM-412-CT",NA,NA,NA,NA,NA,0,0,2
"AM-412-CT-W-20","AM:412:CT","AM-412-CT",NA,NA,NA,NA,NA,0,0,2
"AM-412-CT-W-30","AM:412:CT","AM-412-CT",NA,NA,NA,NA,NA,0,0,2
"AM-412-CT-W-40","AM:412:CT","AM-412-CT",NA,NA,NA,NA,NA,0,0,2
"AM-412-CT-W-50","AM:412:CT","AM-412-CT",NA,NA,NA,NA,NA,0,0,2
"AM-412-NW-C-0","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-E-10","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-E-20","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-E-30","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-E-40","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-E-50","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-N-10","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-N-20","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-N-30","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-N-40","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-N-50","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-S-10","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-S-20","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-S-30","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-S-40","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-S-50","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-W-10","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-W-20","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-W-30","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-W-40","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-NW-W-50","AM:412:NW","AM-412-NW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-C-0","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-E-10","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-E-20","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-E-30","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-E-40","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-E-50","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-N-10","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-N-20","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-N-30","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-N-40","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-N-50","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-S-10","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-S-20","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-S-30","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-S-40","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-S-50","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-W-10","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-W-20","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-W-30","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-W-40","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-412-SW-W-50","AM:412:SW","AM-412-SW",NA,NA,NA,NA,NA,0,NA,1
"AM-414-CT-C-0","AM:414:CT","AM-414-CT",NA,NA,NA,NA,0,0,0,3
"AM-414-CT-N-10","AM:414:CT","AM-414-CT",NA,NA,NA,NA,0,0,0,3
"AM-414-CT-N-20","AM:414:CT","AM-414-CT",NA,NA,NA,NA,0,0,0,3
"AM-414-CT-N-30","AM:414:CT","AM-414-CT",NA,NA,NA,NA,0,0,0,3
"AM-414-CT-N-40","AM:414:CT","AM-414-CT",NA,NA,NA,NA,0,0,0,3
"AM-414-CT-N-50","AM:414:CT","AM-414-CT",NA,NA,NA,NA,0,0,0,3
"AM-414-CT-S-10","AM:414:CT","AM-414-CT",NA,NA,NA,NA,NA,0,0,2
"AM-414-CT-S-20","AM:414:CT","AM-414-CT",NA,NA,NA,NA,NA,0,0,2
"AM-414-CT-S-30","AM:414:CT","AM-414-CT",NA,NA,NA,NA,NA,0,24,2
"AM-414-CT-S-40","AM:414:CT","AM-414-CT",NA,NA,NA,NA,NA,0,NA,1
"AM-414-CT-S-50","AM:414:CT","AM-414-CT",NA,NA,NA,NA,NA,0,NA,1
"AM-414-CT-W-10","AM:414:CT","AM-414-CT",NA,NA,NA,NA,NA,0,0,2
"AM-414-CT-W-20","AM:414:CT","AM-414-CT",NA,NA,NA,NA,NA,0,0,2
