"WTStation","Station","VegDate","Plot","Distance","Depth","year","SDD"
"Y:372@16:C","Y-16-372-C",2017-06-10,"C",0,1,2017,"Y-16-372-C-C-0"
"Y:372@16:C","Y-16-372-C",2017-06-10,"N",10,6,2017,"Y-16-372-C-N-10"
"Y:372@16:C","Y-16-372-C",2017-06-10,"N",20,12,2017,"Y-16-372-C-N-20"
"Y:372@16:C","Y-16-372-C",2017-06-10,"N",30,10,2017,"Y-16-372-C-N-30"
"Y:372@16:C","Y-16-372-C",2017-06-10,"N",40,12,2017,"Y-16-372-C-N-40"
"Y:372@16:C","Y-16-372-C",2017-06-10,"N",50,20,2017,"Y-16-372-C-N-50"
"Y:372@16:C","Y-16-372-C",2017-06-10,"E",10,23,2017,"Y-16-372-C-E-10"
"Y:372@16:C","Y-16-372-C",2017-06-10,"E",20,23,2017,"Y-16-372-C-E-20"
"Y:372@16:C","Y-16-372-C",2017-06-10,"E",30,35,2017,"Y-16-372-C-E-30"
"Y:372@16:C","Y-16-372-C",2017-06-10,"E",40,30,2017,"Y-16-372-C-E-40"
"Y:372@16:C","Y-16-372-C",2017-06-10,"E",50,40,2017,"Y-16-372-C-E-50"
"Y:372@16:C","Y-16-372-C",2017-06-10,"S",10,0,2017,"Y-16-372-C-S-10"
"Y:372@16:C","Y-16-372-C",2017-06-10,"S",20,13,2017,"Y-16-372-C-S-20"
"Y:372@16:C","Y-16-372-C",2017-06-10,"S",30,19,2017,"Y-16-372-C-S-30"
"Y:372@16:C","Y-16-372-C",2017-06-10,"S",40,18,2017,"Y-16-372-C-S-40"
"Y:372@16:C","Y-16-372-C",2017-06-10,"S",50,6,2017,"Y-16-372-C-S-50"
"Y:372@16:C","Y-16-372-C",2017-06-10,"W",10,15,2017,"Y-16-372-C-W-10"
"Y:372@16:C","Y-16-372-C",2017-06-10,"W",20,15,2017,"Y-16-372-C-W-20"
"Y:372@16:C","Y-16-372-C",2017-06-10,"W",30,3,2017,"Y-16-372-C-W-30"
"Y:372@16:C","Y-16-372-C",2017-06-10,"W",40,0,2017,"Y-16-372-C-W-40"
"Y:372@16:C","Y-16-372-C",2017-06-10,"W",50,0,2017,"Y-16-372-C-W-50"
"Y:372@16:C","Y-16-372-C",2017-06-26,"C",0,5,2017,"Y-16-372-C-C-0"
"Y:372@16:C","Y-16-372-C",2017-06-26,"N",10,14,2017,"Y-16-372-C-N-10"
"Y:372@16:C","Y-16-372-C",2017-06-26,"N",20,20,2017,"Y-16-372-C-N-20"
"Y:372@16:C","Y-16-372-C",2017-06-26,"N",30,14,2017,"Y-16-372-C-N-30"
"Y:372@16:C","Y-16-372-C",2017-06-26,"N",40,20,2017,"Y-16-372-C-N-40"
"Y:372@16:C","Y-16-372-C",2017-06-26,"N",50,12,2017,"Y-16-372-C-N-50"
"Y:372@16:C","Y-16-372-C",2017-06-26,"E",10,10,2017,"Y-16-372-C-E-10"
"Y:372@16:C","Y-16-372-C",2017-06-26,"E",20,25,2017,"Y-16-372-C-E-20"
"Y:372@16:C","Y-16-372-C",2017-06-26,"E",30,33,2017,"Y-16-372-C-E-30"
"Y:372@16:C","Y-16-372-C",2017-06-26,"E",40,39,2017,"Y-16-372-C-E-40"
"Y:372@16:C","Y-16-372-C",2017-06-26,"E",50,100,2017,"Y-16-372-C-E-50"
"Y:372@16:C","Y-16-372-C",2017-06-26,"S",10,15,2017,"Y-16-372-C-S-10"
"Y:372@16:C","Y-16-372-C",2017-06-26,"S",20,14,2017,"Y-16-372-C-S-20"
"Y:372@16:C","Y-16-372-C",2017-06-26,"S",30,20,2017,"Y-16-372-C-S-30"
"Y:372@16:C","Y-16-372-C",2017-06-26,"S",40,10,2017,"Y-16-372-C-S-40"
"Y:372@16:C","Y-16-372-C",2017-06-26,"S",50,10,2017,"Y-16-372-C-S-50"
"Y:372@16:C","Y-16-372-C",2017-06-26,"W",10,10,2017,"Y-16-372-C-W-10"
"Y:372@16:C","Y-16-372-C",2017-06-26,"W",20,8,2017,"Y-16-372-C-W-20"
"Y:372@16:C","Y-16-372-C",2017-06-26,"W",30,0,2017,"Y-16-372-C-W-30"
"Y:372@16:C","Y-16-372-C",2017-06-26,"W",40,0,2017,"Y-16-372-C-W-40"
"Y:372@16:C","Y-16-372-C",2017-06-26,"W",50,0,2017,"Y-16-372-C-W-50"
"Y:372@16:D","Y-16-372-D",2015-06-20,"N",10,3,2015,"Y-16-372-D-N-10"
"Y:372@16:D","Y-16-372-D",2015-06-20,"N",20,4,2015,"Y-16-372-D-N-20"
"Y:372@16:D","Y-16-372-D",2015-06-20,"N",30,1,2015,"Y-16-372-D-N-30"
"Y:372@16:D","Y-16-372-D",2015-06-20,"N",40,0,2015,"Y-16-372-D-N-40"
"Y:372@16:D","Y-16-372-D",2015-06-20,"N",50,0,2015,"Y-16-372-D-N-50"
"Y:372@16:D","Y-16-372-D",2015-06-20,"E",10,5,2015,"Y-16-372-D-E-10"
"Y:372@16:D","Y-16-372-D",2015-06-20,"E",20,9,2015,"Y-16-372-D-E-20"
"Y:372@16:D","Y-16-372-D",2015-06-20,"S",10,3,2015,"Y-16-372-D-S-10"
"Y:372@16:D","Y-16-372-D",2015-06-20,"S",20,3.5,2015,"Y-16-372-D-S-20"
"Y:372@16:D","Y-16-372-D",2015-06-20,"S",30,1,2015,"Y-16-372-D-S-30"
"Y:372@16:D","Y-16-372-D",2015-06-20,"S",40,0,2015,"Y-16-372-D-S-40"
"Y:372@16:D","Y-16-372-D",2015-06-20,"S",50,0.5,2015,"Y-16-372-D-S-50"
"Y:372@16:D","Y-16-372-D",2015-06-20,"W",10,5,2015,"Y-16-372-D-W-10"
"Y:372@16:D","Y-16-372-D",2015-06-20,"W",20,0,2015,"Y-16-372-D-W-20"
"Y:372@16:D","Y-16-372-D",2015-06-20,"W",30,0,2015,"Y-16-372-D-W-30"
"Y:372@16:D","Y-16-372-D",2015-06-20,"W",40,0,2015,"Y-16-372-D-W-40"
"Y:372@16:D","Y-16-372-D",2015-06-20,"W",50,0,2015,"Y-16-372-D-W-50"
"Y:372@16:D","Y-16-372-D",2017-06-10,"C",0,0,2017,"Y-16-372-D-C-0"
"Y:372@16:D","Y-16-372-D",2017-06-10,"N",10,17,2017,"Y-16-372-D-N-10"
"Y:372@16:D","Y-16-372-D",2017-06-10,"N",20,13,2017,"Y-16-372-D-N-20"
"Y:372@16:D","Y-16-372-D",2017-06-10,"N",30,13,2017,"Y-16-372-D-N-30"
"Y:372@16:D","Y-16-372-D",2017-06-10,"N",40,11,2017,"Y-16-372-D-N-40"
"Y:372@16:D","Y-16-372-D",2017-06-10,"N",50,15,2017,"Y-16-372-D-N-50"
"Y:372@16:D","Y-16-372-D",2017-06-10,"E",10,2,2017,"Y-16-372-D-E-10"
"Y:372@16:D","Y-16-372-D",2017-06-10,"E",20,0,2017,"Y-16-372-D-E-20"
"Y:372@16:D","Y-16-372-D",2017-06-10,"E",30,0,2017,"Y-16-372-D-E-30"
"Y:372@16:D","Y-16-372-D",2017-06-10,"E",40,10,2017,"Y-16-372-D-E-40"
"Y:372@16:D","Y-16-372-D",2017-06-10,"E",50,11,2017,"Y-16-372-D-E-50"
"Y:372@16:D","Y-16-372-D",2017-06-10,"S",10,10,2017,"Y-16-372-D-S-10"
"Y:372@16:D","Y-16-372-D",2017-06-10,"S",20,20,2017,"Y-16-372-D-S-20"
"Y:372@16:D","Y-16-372-D",2017-06-10,"S",30,24,2017,"Y-16-372-D-S-30"
"Y:372@16:D","Y-16-372-D",2017-06-10,"S",40,13,2017,"Y-16-372-D-S-40"
"Y:372@16:D","Y-16-372-D",2017-06-10,"S",50,27,2017,"Y-16-372-D-S-50"
"Y:372@16:D","Y-16-372-D",2017-06-10,"W",10,17,2017,"Y-16-372-D-W-10"
"Y:372@16:D","Y-16-372-D",2017-06-10,"W",20,8,2017,"Y-16-372-D-W-20"
"Y:372@16:D","Y-16-372-D",2017-06-10,"W",30,4,2017,"Y-16-372-D-W-30"
"Y:372@16:D","Y-16-372-D",2017-06-10,"W",40,0,2017,"Y-16-372-D-W-40"
"Y:372@16:D","Y-16-372-D",2017-06-10,"W",50,0,2017,"Y-16-372-D-W-50"
"Y:372@16:D","Y-16-372-D",2017-06-26,"C",0,0,2017,"Y-16-372-D-C-0"
"Y:372@16:D","Y-16-372-D",2017-06-26,"N",10,7,2017,"Y-16-372-D-N-10"
"Y:372@16:D","Y-16-372-D",2017-06-26,"N",20,3,2017,"Y-16-372-D-N-20"
"Y:372@16:D","Y-16-372-D",2017-06-26,"N",30,12,2017,"Y-16-372-D-N-30"
"Y:372@16:D","Y-16-372-D",2017-06-26,"N",40,3,2017,"Y-16-372-D-N-40"
"Y:372@16:D","Y-16-372-D",2017-06-26,"N",50,0,2017,"Y-16-372-D-N-50"
"Y:372@16:D","Y-16-372-D",2017-06-26,"E",10,15,2017,"Y-16-372-D-E-10"
"Y:372@16:D","Y-16-372-D",2017-06-26,"E",20,12,2017,"Y-16-372-D-E-20"
"Y:372@16:D","Y-16-372-D",2017-06-26,"E",30,8,2017,"Y-16-372-D-E-30"
"Y:372@16:D","Y-16-372-D",2017-06-26,"E",40,2,2017,"Y-16-372-D-E-40"
"Y:372@16:D","Y-16-372-D",2017-06-26,"E",50,17,2017,"Y-16-372-D-E-50"
"Y:372@16:D","Y-16-372-D",2017-06-26,"S",10,11,2017,"Y-16-372-D-S-10"
"Y:372@16:D","Y-16-372-D",2017-06-26,"S",20,8,2017,"Y-16-372-D-S-20"
"Y:372@16:D","Y-16-372-D",2017-06-26,"S",30,2,2017,"Y-16-372-D-S-30"
"Y:372@16:D","Y-16-372-D",2017-06-26,"S",40,20,2017,"Y-16-372-D-S-40"
"Y:372@16:D","Y-16-372-D",2017-06-26,"S",50,100,2017,"Y-16-372-D-S-50"
"Y:372@16:D","Y-16-372-D",2017-06-26,"W",10,11,2017,"Y-16-372-D-W-10"
"Y:372@16:D","Y-16-372-D",2017-06-26,"W",20,10,2017,"Y-16-372-D-W-20"
"Y:372@16:D","Y-16-372-D",2017-06-26,"W",30,12,2017,"Y-16-372-D-W-30"
"Y:372@16:D","Y-16-372-D",2017-06-26,"W",40,5,2017,"Y-16-372-D-W-40"
"Y:372@16:D","Y-16-372-D",2017-06-26,"W",50,13,2017,"Y-16-372-D-W-50"
"Y:372@16:E","Y-16-372-E",2015-06-20,"N",10,0,2015,"Y-16-372-E-N-10"
"Y:372@16:E","Y-16-372-E",2015-06-20,"N",20,0,2015,"Y-16-372-E-N-20"
"Y:372@16:E","Y-16-372-E",2015-06-20,"N",30,0,2015,"Y-16-372-E-N-30"
"Y:372@16:E","Y-16-372-E",2015-06-20,"N",40,0,2015,"Y-16-372-E-N-40"
"Y:372@16:E","Y-16-372-E",2015-06-20,"N",50,0,2015,"Y-16-372-E-N-50"
"Y:372@16:E","Y-16-372-E",2015-06-20,"E",10,0,2015,"Y-16-372-E-E-10"
"Y:372@16:E","Y-16-372-E",2015-06-20,"E",20,0,2015,"Y-16-372-E-E-20"
"Y:372@16:E","Y-16-372-E",2015-06-20,"E",30,0,2015,"Y-16-372-E-E-30"
"Y:372@16:E","Y-16-372-E",2015-06-20,"E",40,0,2015,"Y-16-372-E-E-40"
"Y:372@16:E","Y-16-372-E",2015-06-20,"E",50,0,2015,"Y-16-372-E-E-50"
"Y:372@16:E","Y-16-372-E",2015-06-20,"S",10,3,2015,"Y-16-372-E-S-10"
"Y:372@16:E","Y-16-372-E",2015-06-20,"S",20,8,2015,"Y-16-372-E-S-20"
"Y:372@16:E","Y-16-372-E",2015-06-20,"S",30,17,2015,"Y-16-372-E-S-30"
"Y:372@16:E","Y-16-372-E",2015-06-20,"S",40,9,2015,"Y-16-372-E-S-40"
"Y:372@16:E","Y-16-372-E",2015-06-20,"S",50,20,2015,"Y-16-372-E-S-50"
"Y:372@16:E","Y-16-372-E",2015-06-20,"W",10,0,2015,"Y-16-372-E-W-10"
"Y:372@16:E","Y-16-372-E",2015-06-20,"W",20,0.5,2015,"Y-16-372-E-W-20"
"Y:372@16:E","Y-16-372-E",2015-06-20,"W",30,0,2015,"Y-16-372-E-W-30"
"Y:372@16:E","Y-16-372-E",2015-06-20,"W",40,5,2015,"Y-16-372-E-W-40"
"Y:372@16:E","Y-16-372-E",2015-06-20,"W",50,0,2015,"Y-16-372-E-W-50"
"Y:372@16:E","Y-16-372-E",2017-06-10,"C",0,0,2017,"Y-16-372-E-C-0"
"Y:372@16:E","Y-16-372-E",2017-06-10,"N",10,5,2017,"Y-16-372-E-N-10"
"Y:372@16:E","Y-16-372-E",2017-06-10,"N",20,25,2017,"Y-16-372-E-N-20"
"Y:372@16:E","Y-16-372-E",2017-06-10,"N",30,30,2017,"Y-16-372-E-N-30"
"Y:372@16:E","Y-16-372-E",2017-06-10,"N",40,100,2017,"Y-16-372-E-N-40"
"Y:372@16:E","Y-16-372-E",2017-06-10,"N",50,0,2017,"Y-16-372-E-N-50"
"Y:372@16:E","Y-16-372-E",2017-06-10,"E",10,0,2017,"Y-16-372-E-E-10"
"Y:372@16:E","Y-16-372-E",2017-06-10,"E",20,0,2017,"Y-16-372-E-E-20"
"Y:372@16:E","Y-16-372-E",2017-06-10,"E",30,0,2017,"Y-16-372-E-E-30"
"Y:372@16:E","Y-16-372-E",2017-06-10,"E",40,0,2017,"Y-16-372-E-E-40"
"Y:372@16:E","Y-16-372-E",2017-06-10,"E",50,0,2017,"Y-16-372-E-E-50"
"Y:372@16:E","Y-16-372-E",2017-06-10,"S",10,0,2017,"Y-16-372-E-S-10"
"Y:372@16:E","Y-16-372-E",2017-06-10,"S",20,0,2017,"Y-16-372-E-S-20"
"Y:372@16:E","Y-16-372-E",2017-06-10,"S",30,0,2017,"Y-16-372-E-S-30"
"Y:372@16:E","Y-16-372-E",2017-06-10,"S",40,0,2017,"Y-16-372-E-S-40"
"Y:372@16:E","Y-16-372-E",2017-06-10,"S",50,0,2017,"Y-16-372-E-S-50"
"Y:372@16:E","Y-16-372-E",2017-06-10,"W",10,10,2017,"Y-16-372-E-W-10"
"Y:372@16:E","Y-16-372-E",2017-06-10,"W",20,45,2017,"Y-16-372-E-W-20"
"Y:372@16:E","Y-16-372-E",2017-06-10,"W",30,32,2017,"Y-16-372-E-W-30"
"Y:372@16:E","Y-16-372-E",2017-06-10,"W",40,31,2017,"Y-16-372-E-W-40"
"Y:372@16:E","Y-16-372-E",2017-06-10,"W",50,100,2017,"Y-16-372-E-W-50"
"Y:372@16:E","Y-16-372-E",2017-06-26,"N",10,0,2017,"Y-16-372-E-N-10"
"Y:372@16:E","Y-16-372-E",2017-06-26,"N",20,0,2017,"Y-16-372-E-N-20"
"Y:372@16:E","Y-16-372-E",2017-06-26,"N",30,0,2017,"Y-16-372-E-N-30"
"Y:372@16:E","Y-16-372-E",2017-06-26,"N",40,0,2017,"Y-16-372-E-N-40"
"Y:372@16:E","Y-16-372-E",2017-06-26,"E",10,0,2017,"Y-16-372-E-E-10"
"Y:372@16:E","Y-16-372-E",2017-06-26,"E",20,0,2017,"Y-16-372-E-E-20"
"Y:372@16:E","Y-16-372-E",2017-06-26,"E",30,0,2017,"Y-16-372-E-E-30"
"Y:372@16:E","Y-16-372-E",2017-06-26,"E",40,0,2017,"Y-16-372-E-E-40"
"Y:372@16:E","Y-16-372-E",2017-06-26,"E",50,0,2017,"Y-16-372-E-E-50"
"Y:372@16:E","Y-16-372-E",2017-06-26,"S",10,0,2017,"Y-16-372-E-S-10"
"Y:372@16:E","Y-16-372-E",2017-06-26,"S",20,0,2017,"Y-16-372-E-S-20"
"Y:372@16:E","Y-16-372-E",2017-06-26,"S",30,2,2017,"Y-16-372-E-S-30"
"Y:372@16:E","Y-16-372-E",2017-06-26,"S",40,7,2017,"Y-16-372-E-S-40"
"Y:372@16:E","Y-16-372-E",2017-06-26,"S",50,12,2017,"Y-16-372-E-S-50"
"Y:372@16:E","Y-16-372-E",2017-06-26,"W",10,7,2017,"Y-16-372-E-W-10"
"Y:372@16:E","Y-16-372-E",2017-06-26,"W",20,11,2017,"Y-16-372-E-W-20"
"Y:372@16:E","Y-16-372-E",2017-06-26,"W",30,25,2017,"Y-16-372-E-W-30"
"Y:372@16:E","Y-16-372-E",2017-06-26,"W",40,100,2017,"Y-16-372-E-W-40"
"Y:372@16:E","Y-16-372-E",2017-06-26,"W",50,100,2017,"Y-16-372-E-W-50"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"C",0,37,2013,"Y-19-273-CT-C-0"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"N",10,16,2013,"Y-19-273-CT-N-10"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"N",20,14,2013,"Y-19-273-CT-N-20"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"N",30,19,2013,"Y-19-273-CT-N-30"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"N",40,15,2013,"Y-19-273-CT-N-40"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"N",50,12,2013,"Y-19-273-CT-N-50"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"E",10,15,2013,"Y-19-273-CT-E-10"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"E",20,14,2013,"Y-19-273-CT-E-20"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"E",30,25,2013,"Y-19-273-CT-E-30"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"E",40,24,2013,"Y-19-273-CT-E-40"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"E",50,16,2013,"Y-19-273-CT-E-50"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"S",10,35,2013,"Y-19-273-CT-S-10"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"S",20,25,2013,"Y-19-273-CT-S-20"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"S",30,12,2013,"Y-19-273-CT-S-30"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"S",40,31,2013,"Y-19-273-CT-S-40"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"S",50,20,2013,"Y-19-273-CT-S-50"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"W",10,15,2013,"Y-19-273-CT-W-10"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"W",20,25,2013,"Y-19-273-CT-W-20"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"W",30,20,2013,"Y-19-273-CT-W-30"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"W",40,25,2013,"Y-19-273-CT-W-40"
"Y:273@19:CT","Y-19-273-CT",2013-07-13,"W",50,25,2013,"Y-19-273-CT-W-50"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"C",0,4,2015,"Y-19-273-CT-C-0"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"N",10,0,2015,"Y-19-273-CT-N-10"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"N",20,0,2015,"Y-19-273-CT-N-20"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"N",30,0,2015,"Y-19-273-CT-N-30"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"N",40,0,2015,"Y-19-273-CT-N-40"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"N",50,0,2015,"Y-19-273-CT-N-50"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"E",10,0,2015,"Y-19-273-CT-E-10"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"E",20,0,2015,"Y-19-273-CT-E-20"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"E",30,0,2015,"Y-19-273-CT-E-30"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"E",40,0,2015,"Y-19-273-CT-E-40"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"E",50,0,2015,"Y-19-273-CT-E-50"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"S",10,0,2015,"Y-19-273-CT-S-10"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"S",20,0,2015,"Y-19-273-CT-S-20"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"S",30,0,2015,"Y-19-273-CT-S-30"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"S",40,0.5,2015,"Y-19-273-CT-S-40"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"S",50,0.5,2015,"Y-19-273-CT-S-50"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"W",10,0,2015,"Y-19-273-CT-W-10"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"W",20,0,2015,"Y-19-273-CT-W-20"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"W",30,0,2015,"Y-19-273-CT-W-30"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"W",40,0,2015,"Y-19-273-CT-W-40"
"Y:273@19:CT","Y-19-273-CT",2015-06-17,"W",50,0,2015,"Y-19-273-CT-W-50"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"C",0,7,2013,"Y-19-273-NE-C-0"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"N",10,8,2013,"Y-19-273-NE-N-10"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"N",20,8,2013,"Y-19-273-NE-N-20"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"N",30,0,2013,"Y-19-273-NE-N-30"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"N",40,0,2013,"Y-19-273-NE-N-40"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"N",50,0,2013,"Y-19-273-NE-N-50"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"E",10,17,2013,"Y-19-273-NE-E-10"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"E",20,0,2013,"Y-19-273-NE-E-20"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"E",30,13,2013,"Y-19-273-NE-E-30"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"E",40,0,2013,"Y-19-273-NE-E-40"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"E",50,11,2013,"Y-19-273-NE-E-50"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"S",10,4,2013,"Y-19-273-NE-S-10"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"S",20,15,2013,"Y-19-273-NE-S-20"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"S",30,15,2013,"Y-19-273-NE-S-30"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"S",40,0,2013,"Y-19-273-NE-S-40"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"S",50,13,2013,"Y-19-273-NE-S-50"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"W",10,7,2013,"Y-19-273-NE-W-10"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"W",20,16,2013,"Y-19-273-NE-W-20"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"W",30,16,2013,"Y-19-273-NE-W-30"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"W",40,18,2013,"Y-19-273-NE-W-40"
"Y:273@19:NE","Y-19-273-NE",2013-07-13,"W",50,20,2013,"Y-19-273-NE-W-50"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"C",0,0,2015,"Y-19-273-NE-C-0"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"N",10,0,2015,"Y-19-273-NE-N-10"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"N",20,0,2015,"Y-19-273-NE-N-20"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"N",30,0,2015,"Y-19-273-NE-N-30"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"N",40,0,2015,"Y-19-273-NE-N-40"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"N",50,0,2015,"Y-19-273-NE-N-50"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"E",10,0,2015,"Y-19-273-NE-E-10"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"E",20,0,2015,"Y-19-273-NE-E-20"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"E",30,0,2015,"Y-19-273-NE-E-30"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"E",40,0,2015,"Y-19-273-NE-E-40"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"E",50,0,2015,"Y-19-273-NE-E-50"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"S",10,0,2015,"Y-19-273-NE-S-10"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"S",20,0,2015,"Y-19-273-NE-S-20"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"S",30,0,2015,"Y-19-273-NE-S-30"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"S",40,2,2015,"Y-19-273-NE-S-40"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"S",50,0,2015,"Y-19-273-NE-S-50"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"W",10,0,2015,"Y-19-273-NE-W-10"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"W",20,0,2015,"Y-19-273-NE-W-20"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"W",30,0,2015,"Y-19-273-NE-W-30"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"W",40,0,2015,"Y-19-273-NE-W-40"
"Y:273@19:NE","Y-19-273-NE",2015-06-17,"W",50,0,2015,"Y-19-273-NE-W-50"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"C",0,16,2013,"Y-19-273-NW-C-0"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"N",10,15,2013,"Y-19-273-NW-N-10"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"N",20,19,2013,"Y-19-273-NW-N-20"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"N",30,20,2013,"Y-19-273-NW-N-30"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"N",40,5,2013,"Y-19-273-NW-N-40"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"N",50,10,2013,"Y-19-273-NW-N-50"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"E",10,17,2013,"Y-19-273-NW-E-10"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"E",20,13,2013,"Y-19-273-NW-E-20"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"E",30,14,2013,"Y-19-273-NW-E-30"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"E",40,24,2013,"Y-19-273-NW-E-40"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"E",50,0,2013,"Y-19-273-NW-E-50"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"S",10,14,2013,"Y-19-273-NW-S-10"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"S",20,18,2013,"Y-19-273-NW-S-20"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"S",30,13,2013,"Y-19-273-NW-S-30"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"S",40,17,2013,"Y-19-273-NW-S-40"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"S",50,23,2013,"Y-19-273-NW-S-50"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"W",10,10,2013,"Y-19-273-NW-W-10"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"W",20,19,2013,"Y-19-273-NW-W-20"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"W",30,22,2013,"Y-19-273-NW-W-30"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"W",40,13,2013,"Y-19-273-NW-W-40"
"Y:273@19:NW","Y-19-273-NW",2013-07-13,"W",50,11,2013,"Y-19-273-NW-W-50"
"Y:273@19:NW","Y-19-273-NW",2015-06-17,"C",0,2,2015,"Y-19-273-NW-C-0"
