richardSS(mess),embSS,year,sample,occupied,region,wetland
Y:298:24:SW,Y-298-24-SW,2014,1,0,west,NA
Y:298:24:SW,Y-298-24-SW,2015,1,0,west,NA
Y:298:24:SW,Y-298-24-SW,2016,1,0,west,NA
Y:298:24:SW,Y-298-24-SW,2017,1,0,west,NA
Y:298:24:SW,Y-298-24-SW,2018,1,0,west,NA
Y:24:298:SW,Y-298-24-SW,2021,1,0,west,
Y:299:24:CT,Y-299-24-CT,2013,1,0,west,NA
Y:299:24:CT,Y-299-24-CT,2014,1,0,west,NA
Y:299:24:CT,Y-299-24-CT,2015,1,0,west,NA
Y:299:24:CT,Y-299-24-CT,2017,1,0,west,NA
Y:299:24:CT,Y-299-24-CT,2018,1,0,west,NA
Y:299:24:CT,Y-299-24-CT,2019,1,0,west,NA
Y:299:24:NE,Y-299-24-NE,2013,1,0,west,NA
Y:299:24:NE,Y-299-24-NE,2014,1,0,west,NA
Y:299:24:NE,Y-299-24-NE,2015,1,0,west,NA
Y:299:24:NE,Y-299-24-NE,2017,1,0,west,NA
Y:299:24:NE,Y-299-24-NE,2018,1,0,west,NA
Y:299:24:NE,Y-299-24-NE,2019,1,0,west,NA
Y:299:24:NW,Y-299-24-NW,2013,1,0,west,NA
Y:299:24:NW,Y-299-24-NW,2014,1,0,west,NA
Y:299:24:NW,Y-299-24-NW,2015,1,0,west,NA
Y:299:24:NW,Y-299-24-NW,2017,1,0,west,NA
Y:299:24:NW,Y-299-24-NW,2018,1,0,west,NA
Y:299:24:NW,Y-299-24-NW,2019,1,0,west,NA
Y:299:24:SE,Y-299-24-SE,2013,1,0,west,NA
Y:299:24:SE,Y-299-24-SE,2014,1,0,west,NA
Y:299:24:SE,Y-299-24-SE,2015,1,0,west,NA
Y:299:24:SE,Y-299-24-SE,2017,1,0,west,NA
Y:299:24:SE,Y-299-24-SE,2018,1,0,west,NA
Y:299:24:SE,Y-299-24-SE,2019,1,0,west,NA
Y:24:299:SE,Y-299-24-SE,2021,1,0,west,
Y:299:24:SW,Y-299-24-SW,2013,1,0,west,NA
Y:299:24:SW,Y-299-24-SW,2014,1,0,west,NA
Y:299:24:SW,Y-299-24-SW,2015,1,0,west,NA
Y:299:24:SW,Y-299-24-SW,2017,1,0,west,NA
Y:299:24:SW,Y-299-24-SW,2018,1,0,west,NA
Y:299:24:SW,Y-299-24-SW,2019,1,0,west,NA
Y:24:299:SW,Y-299-24-SW,2021,1,0,west,
Y:300:25:CT,Y-300-25-CT,2017,1,0,east,NA
Y:300:25:CT,Y-300-25-CT,2018,1,0,east,NA
Y:300:25:CT,Y-300-25-CT,2019,1,0,east,NA
Y:300:25:NE,Y-300-25-NE,2017,1,0,east,NA
Y:300:25:NE,Y-300-25-NE,2018,1,0,east,NA
Y:300:25:NE,Y-300-25-NE,2019,1,0,east,NA
Y:300:25:NW,Y-300-25-NW,2017,1,1,east,NA
Y:300:25:NW,Y-300-25-NW,2018,1,0,east,NA
Y:300:25:NW,Y-300-25-NW,2019,1,0,east,NA
Y:300:25:SE,Y-300-25-SE,2017,1,0,east,NA
Y:300:25:SE,Y-300-25-SE,2018,1,0,east,NA
Y:300:25:SE,Y-300-25-SE,2019,1,0,east,NA
Y:300:25:SW,Y-300-25-SW,2017,1,0,east,NA
Y:300:25:SW,Y-300-25-SW,2018,1,0,east,NA
Y:300:25:SW,Y-300-25-SW,2019,1,0,east,NA
Y:301:25:CT,Y-301-25-CT,2013,1,0,east,NA
Y:301:25:CT,Y-301-25-CT,2014,1,0,east,NA
Y:301:25:CT,Y-301-25-CT,2015,1,0,east,NA
Y:301:25:CT,Y-301-25-CT,2016,1,0,east,NA
Y:301:25:CT,Y-301-25-CT,2017,1,0,east,NA
Y:301:25:NE,Y-301-25-NE,2013,1,0,east,NA
Y:301:25:NE,Y-301-25-NE,2014,1,0,east,NA
Y:301:25:NE,Y-301-25-NE,2015,1,0,east,NA
Y:301:25:NE,Y-301-25-NE,2016,1,0,east,NA
Y:301:25:NE,Y-301-25-NE,2017,1,0,east,NA
Y:301:25:NE,Y-301-25-NE,2018,1,0,east,NA
Y:301:25:NE,Y-301-25-NE,2019,1,0,east,NA
Y:301:25:NW,Y-301-25-NW,2013,1,0,east,NA
Y:301:25:NW,Y-301-25-NW,2014,1,0,east,NA
Y:301:25:NW,Y-301-25-NW,2015,1,0,east,NA
Y:301:25:NW,Y-301-25-NW,2016,1,0,east,NA
Y:301:25:NW,Y-301-25-NW,2017,1,0,east,NA
Y:301:25:NW,Y-301-25-NW,2018,1,0,east,NA
Y:301:25:NW,Y-301-25-NW,2019,1,0,east,NA
Y:301:25:SE,Y-301-25-SE,2013,1,0,east,NA
Y:301:25:SE,Y-301-25-SE,2014,1,0,east,NA
Y:301:25:SE,Y-301-25-SE,2015,1,0,east,NA
Y:301:25:SE,Y-301-25-SE,2016,1,0,east,NA
Y:301:25:SE,Y-301-25-SE,2017,1,0,east,NA
Y:301:25:SE,Y-301-25-SE,2019,1,0,east,NA
Y:301:25:SW,Y-301-25-SW,2013,1,1,east,NA
Y:301:25:SW,Y-301-25-SW,2014,1,0,east,NA
Y:301:25:SW,Y-301-25-SW,2015,1,0,east,NA
Y:301:25:SW,Y-301-25-SW,2016,1,0,east,NA
Y:301:25:SW,Y-301-25-SW,2017,1,0,east,NA
Y:301:25:SW,Y-301-25-SW,2019,1,0,east,NA
Y:25:301:SW,Y-301-25-SW,2021,1,0,east,
Y:302:25:CT,Y-302-25-CT,2013,1,0,east,NA
Y:302:25:CT,Y-302-25-CT,2015,1,0,east,NA
Y:302:25:CT,Y-302-25-CT,2016,1,0,east,NA
Y:302:25:CT,Y-302-25-CT,2017,1,0,east,NA
Y:302:25:CT,Y-302-25-CT,2018,1,0,east,NA
Y:302:25:F,Y-302-25-F,2016,1,0,east,NA
Y:302:25:F,Y-302-25-F,2017,1,0,east,NA
Y:302:25:F,Y-302-25-F,2018,1,0,east,NA
Y:302:25:NE,Y-302-25-NE,2013,1,0,east,NA
Y:302:25:NE,Y-302-25-NE,2014,1,0,east,NA
Y:302:25:NE,Y-302-25-NE,2015,1,0,east,NA
Y:302:25:NE,Y-302-25-NE,2016,1,0,east,NA
Y:302:25:NE,Y-302-25-NE,2017,1,0,east,NA
Y:302:25:NE,Y-302-25-NE,2018,1,0,east,NA
Y:302:25:NW,Y-302-25-NW,2013,1,0,east,NA
Y:302:25:NW,Y-302-25-NW,2014,1,0,east,NA
Y:302:25:NW,Y-302-25-NW,2015,1,0,east,NA
Y:302:25:NW,Y-302-25-NW,2016,1,0,east,NA
Y:302:25:NW,Y-302-25-NW,2017,1,0,east,NA
Y:302:25:NW,Y-302-25-NW,2018,1,0,east,NA
Y:25:302:NW,Y-302-25-NW,2021,1,0,east,
Y:302:25:SE,Y-302-25-SE,2013,1,0,east,NA
Y:302:25:SE,Y-302-25-SE,2014,1,1,east,NA
Y:302:25:SE,Y-302-25-SE,2015,1,0,east,NA
Y:302:25:SE,Y-302-25-SE,2016,1,0,east,NA
Y:302:25:SE,Y-302-25-SE,2017,1,0,east,NA
Y:302:25:SE,Y-302-25-SE,2018,1,0,east,NA
Y:302:25:SW,Y-302-25-SW,2013,1,0,east,NA
Y:302:25:SW,Y-302-25-SW,2014,1,1,east,NA
Y:302:25:SW,Y-302-25-SW,2015,1,0,east,NA
Y:302:25:SW,Y-302-25-SW,2017,1,0,east,NA
Y:302:25:SW,Y-302-25-SW,2018,1,0,east,NA
Y:25:302:SW,Y-302-25-SW,2021,1,0,east,
Y:303:25:CT,Y-303-25-CT,2013,1,0,east,NA
Y:303:25:CT,Y-303-25-CT,2016,1,0,east,NA
Y:303:25:CT,Y-303-25-CT,2018,1,0,east,NA
Y:303:25:CT,Y-303-25-CT,2019,1,0,east,NA
Y:303:25:NE,Y-303-25-NE,2013,1,0,east,NA
Y:303:25:NE,Y-303-25-NE,2016,1,0,east,NA
Y:303:25:NW,Y-303-25-NW,2013,1,0,east,NA
Y:303:25:NW,Y-303-25-NW,2016,1,0,east,NA
Y:303:25:NW,Y-303-25-NW,2019,1,0,east,NA
Y:303:25:SE,Y-303-25-SE,2013,1,0,east,NA
Y:303:25:SE,Y-303-25-SE,2016,1,0,east,NA
Y:303:25:SW,Y-303-25-SW,2016,1,0,east,NA
Y:304:25:A,Y-304-25-A,2016,1,0,east,NA
Y:304:25:A,Y-304-25-A,2017,1,0,east,NA
Y:304:25:CT,Y-304-25-CT,2014,1,0,east,NA
Y:304:25:CT,Y-304-25-CT,2015,1,0,east,NA
Y:304:25:CT,Y-304-25-CT,2016,1,0,east,NA
Y:304:25:CT,Y-304-25-CT,2017,1,0,east,NA
Y:304:25:CT,Y-304-25-CT,2018,1,0,east,NA
Y:304:25:CT,Y-304-25-CT,2019,1,0,east,NA
Y:25:304:CT,Y-304-25-CT,2021,1,0,east,
Y:304:25:NE,Y-304-25-NE,2013,1,1,east,NA
Y:304:25:NE,Y-304-25-NE,2014,1,0,east,NA
Y:304:25:NE,Y-304-25-NE,2015,1,0,east,NA
Y:304:25:NE,Y-304-25-NE,2016,1,0,east,NA
Y:304:25:NE,Y-304-25-NE,2017,1,0,east,NA
Y:304:25:NE,Y-304-25-NE,2018,1,0,east,NA
Y:304:25:NE,Y-304-25-NE,2019,1,0,east,NA
Y:25:304:NE,Y-304-25-NE,2021,1,0,east,
Y:304:25:NW,Y-304-25-NW,2013,1,0,east,NA
Y:304:25:NW,Y-304-25-NW,2014,1,0,east,NA
Y:304:25:NW,Y-304-25-NW,2015,1,0,east,NA
Y:304:25:NW,Y-304-25-NW,2016,1,0,east,NA
Y:304:25:NW,Y-304-25-NW,2017,1,0,east,NA
Y:304:25:NW,Y-304-25-NW,2018,1,0,east,NA
Y:304:25:NW,Y-304-25-NW,2019,1,0,east,NA
Y:25:304:NW,Y-304-25-NW,2021,1,0,east,
Y:304:25:SE,Y-304-25-SE,2013,1,1,east,NA
Y:304:25:SE,Y-304-25-SE,2014,1,0,east,NA
Y:304:25:SE,Y-304-25-SE,2015,1,0,east,NA
Y:304:25:SE,Y-304-25-SE,2017,1,0,east,NA
Y:304:25:SE,Y-304-25-SE,2018,1,0,east,NA
Y:304:25:SE,Y-304-25-SE,2019,1,0,east,NA
Y:304:25:SW,Y-304-25-SW,2013,1,0,east,NA
Y:304:25:SW,Y-304-25-SW,2014,1,0,east,NA
Y:304:25:SW,Y-304-25-SW,2015,1,0,east,NA
Y:304:25:SW,Y-304-25-SW,2016,1,1,east,NA
Y:304:25:SW,Y-304-25-SW,2017,1,0,east,NA
Y:304:25:SW,Y-304-25-SW,2018,1,0,east,NA
Y:304:25:SW,Y-304-25-SW,2019,1,0,east,NA
Y:25:304:SW,Y-304-25-SW,2021,1,0,east,
Y:305:25:CT,Y-305-25-CT,2018,1,1,east,NA
Y:305:25:NE,Y-305-25-NE,2018,1,1,east,NA
Y:305:25:NW,Y-305-25-NW,2013,1,0,east,NA
Y:305:25:NW,Y-305-25-NW,2018,1,1,east,NA
Y:308:26:CT,Y-308-26-CT,2013,1,0,unmineable,NA
Y:308:26:CT,Y-308-26-CT,2014,1,0,unmineable,NA
Y:308:26:NE,Y-308-26-NE,2013,1,0,unmineable,NA
Y:308:26:NE,Y-308-26-NE,2014,1,0,unmineable,NA
Y:308:26:NW,Y-308-26-NW,2013,1,0,unmineable,NA
Y:308:26:NW,Y-308-26-NW,2014,1,0,unmineable,NA
Y:308:26:SE,Y-308-26-SE,2013,1,0,unmineable,NA
Y:308:26:SE,Y-308-26-SE,2014,1,0,unmineable,NA
Y:308:26:SW,Y-308-26-SW,2013,1,0,unmineable,NA
Y:308:26:SW,Y-308-26-SW,2014,1,0,unmineable,NA
Y:313:27:CT,Y-313-27-CT,2017,1,0,unmineable,NA
Y:313:27:NE,Y-313-27-NE,2017,1,0,unmineable,NA
Y:313:27:NW,Y-313-27-NW,2017,1,0,unmineable,NA
Y:313:27:SE,Y-313-27-SE,2017,1,0,unmineable,NA
Y:313:27:SW,Y-313-27-SW,2017,1,0,unmineable,NA
Y:27:314:CT,Y-314-27-CT,2021,1,0,unmineable,
Y:27:314:NE,Y-314-27-NE,2021,1,0,unmineable,
Y:27:314:NW,Y-314-27-NW,2021,1,0,unmineable,
Y:27:314:SW,Y-314-27-SW,2021,1,0,unmineable,
Y:27:315:NE,Y-315-27-NE,2021,1,0,unmineable,
Y:317:27:CT,Y-317-27-CT,2017,1,0,unmineable,NA
Y:317:27:NE,Y-317-27-NE,2017,1,0,unmineable,NA
Y:317:27:NW,Y-317-27-NW,2017,1,0,unmineable,NA
Y:317:27:SE,Y-317-27-SE,2017,1,0,unmineable,NA
Y:317:27:SW,Y-317-27-SW,2017,1,0,unmineable,NA
Y:318:27:CT,Y-318-27-CT,2017,1,0,unmineable,NA
Y:318:27:NE,Y-318-27-NE,2017,1,0,unmineable,NA
Y:318:27:NW,Y-318-27-NW,2017,1,0,unmineable,NA
Y:318:27:SE,Y-318-27-SE,2017,1,0,unmineable,NA
Y:318:27:SW,Y-318-27-SW,2017,1,0,unmineable,NA
Y:319:27:CT,Y-319-27-CT,2017,1,0,unmineable,NA
Y:319:27:NE,Y-319-27-NE,2017,1,0,unmineable,NA
Y:319:27:NW,Y-319-27-NW,2017,1,0,unmineable,NA
Y:319:27:SE,Y-319-27-SE,2017,1,0,unmineable,NA
Y:319:27:SW,Y-319-27-SW,2017,1,0,unmineable,NA
Y:322:25:SW,Y-322-25-SW,2015,1,0,east,NA
Y:322:25:SW,Y-322-25-SW,2018,1,0,east,NA
Y:323:25:CT,Y-323-25-CT,2015,1,0,east,NA
Y:323:25:CT,Y-323-25-CT,2017,1,0,east,NA
Y:323:25:CT,Y-323-25-CT,2018,1,0,east,NA
Y:323:25:NE,Y-323-25-NE,2015,1,0,east,NA
Y:323:25:NE,Y-323-25-NE,2017,1,0,east,NA
Y:323:25:NE,Y-323-25-NE,2018,1,0,east,NA
Y:323:25:NW,Y-323-25-NW,2017,1,0,east,NA
Y:323:25:NW,Y-323-25-NW,2018,1,0,east,NA
Y:323:25:SE,Y-323-25-SE,2015,1,0,east,NA
Y:323:25:SE,Y-323-25-SE,2017,1,0,east,NA
Y:323:25:SE,Y-323-25-SE,2018,1,0,east,NA
Y:323:25:SW,Y-323-25-SW,2015,1,0,east,NA
Y:323:25:SW,Y-323-25-SW,2017,1,0,east,NA
Y:323:25:SW,Y-323-25-SW,2018,1,0,east,NA
Y:324:25:CT,Y-324-25-CT,2015,1,0,east,NA
Y:324:25:CT,Y-324-25-CT,2017,1,0,east,NA
Y:324:25:CT,Y-324-25-CT,2018,1,0,east,NA
Y:324:25:NE,Y-324-25-NE,2015,1,0,east,NA
Y:324:25:NE,Y-324-25-NE,2017,1,0,east,NA
Y:324:25:NW,Y-324-25-NW,2015,1,0,east,NA
Y:324:25:NW,Y-324-25-NW,2017,1,0,east,NA
Y:324:25:NW,Y-324-25-NW,2018,1,0,east,NA
Y:324:25:SE,Y-324-25-SE,2015,1,0,east,NA
Y:324:25:SE,Y-324-25-SE,2017,1,0,east,NA
Y:324:25:SW,Y-324-25-SW,2015,1,0,east,NA
Y:324:25:SW,Y-324-25-SW,2017,1,0,east,NA
Y:328:30:CT,Y-328-30-CT,2013,1,0,unmineable,NA
Y:328:30:CT,Y-328-30-CT,2017,1,0,unmineable,NA
Y:328:30:NE,Y-328-30-NE,2013,1,0,unmineable,NA
Y:328:30:NE,Y-328-30-NE,2015,1,0,unmineable,NA
Y:328:30:NE,Y-328-30-NE,2016,1,0,unmineable,NA
Y:328:30:NE,Y-328-30-NE,2017,1,0,unmineable,NA
Y:328:30:NW,Y-328-30-NW,2013,1,0,unmineable,NA
Y:328:30:NW,Y-328-30-NW,2015,1,0,unmineable,NA
Y:328:30:NW,Y-328-30-NW,2016,1,0,unmineable,NA
Y:328:30:NW,Y-328-30-NW,2017,1,0,unmineable,NA
Y:328:30:SE,Y-328-30-SE,2013,1,0,unmineable,NA
Y:328:30:SE,Y-328-30-SE,2016,1,0,unmineable,NA
Y:328:30:SE,Y-328-30-SE,2017,1,0,unmineable,NA
Y:328:30:SW,Y-328-30-SW,2013,1,0,unmineable,NA
Y:328:30:SW,Y-328-30-SW,2015,1,0,unmineable,NA
Y:328:30:SW,Y-328-30-SW,2016,1,0,unmineable,NA
Y:328:30:SW,Y-328-30-SW,2017,1,0,unmineable,NA
Y:329:30:CT,Y-329-30-CT,2013,1,0,unmineable,NA
Y:329:30:CT,Y-329-30-CT,2014,1,0,unmineable,NA
Y:329:30:CT,Y-329-30-CT,2015,1,0,unmineable,NA
Y:329:30:CT,Y-329-30-CT,2016,1,0,unmineable,NA
Y:329:30:CT,Y-329-30-CT,2017,1,0,unmineable,NA
Y:329:30:NE,Y-329-30-NE,2013,1,0,unmineable,NA
Y:329:30:NE,Y-329-30-NE,2014,1,0,unmineable,NA
Y:329:30:NE,Y-329-30-NE,2015,1,0,unmineable,NA
Y:329:30:NE,Y-329-30-NE,2016,1,0,unmineable,NA
Y:329:30:NE,Y-329-30-NE,2017,1,0,unmineable,NA
Y:329:30:NW,Y-329-30-NW,2013,1,0,unmineable,NA
Y:329:30:NW,Y-329-30-NW,2014,1,0,unmineable,NA
Y:329:30:NW,Y-329-30-NW,2016,1,0,unmineable,NA
Y:329:30:NW,Y-329-30-NW,2017,1,0,unmineable,NA
Y:329:30:SE,Y-329-30-SE,2013,1,0,unmineable,NA
Y:329:30:SE,Y-329-30-SE,2014,1,0,unmineable,NA
Y:329:30:SE,Y-329-30-SE,2015,1,0,unmineable,NA
Y:329:30:SE,Y-329-30-SE,2016,1,0,unmineable,NA
Y:329:30:SE,Y-329-30-SE,2017,1,0,unmineable,NA
Y:329:30:SW,Y-329-30-SW,2013,1,0,unmineable,NA
Y:329:30:SW,Y-329-30-SW,2014,1,0,unmineable,NA
Y:329:30:SW,Y-329-30-SW,2015,1,0,unmineable,NA
Y:329:30:SW,Y-329-30-SW,2016,1,0,unmineable,NA
Y:329:30:SW,Y-329-30-SW,2017,1,0,unmineable,NA
Y:330:31:CT,Y-330-31-CT,2013,1,0,unmineable,NA
Y:330:31:CT,Y-330-31-CT,2015,1,0,unmineable,NA
Y:330:31:CT,Y-330-31-CT,2016,1,0,unmineable,NA
Y:330:31:CT,Y-330-31-CT,2017,1,0,unmineable,NA
Y:330:31:NE,Y-330-31-NE,2013,1,0,unmineable,NA
Y:330:31:NE,Y-330-31-NE,2015,1,0,unmineable,NA
Y:330:31:NE,Y-330-31-NE,2016,1,0,unmineable,NA
Y:330:31:NE,Y-330-31-NE,2017,1,0,unmineable,NA
Y:330:31:NW,Y-330-31-NW,2013,1,0,unmineable,NA
Y:330:31:NW,Y-330-31-NW,2015,1,0,unmineable,NA
Y:330:31:NW,Y-330-31-NW,2016,1,0,unmineable,NA
Y:330:31:NW,Y-330-31-NW,2017,1,0,unmineable,NA
Y:330:31:SE,Y-330-31-SE,2013,1,0,unmineable,NA
Y:330:31:SE,Y-330-31-SE,2015,1,0,unmineable,NA
Y:330:31:SE,Y-330-31-SE,2016,1,0,unmineable,NA
Y:330:31:SE,Y-330-31-SE,2017,1,0,unmineable,NA
Y:330:31:SW,Y-330-31-SW,2013,1,0,unmineable,NA
Y:330:31:SW,Y-330-31-SW,2015,1,0,unmineable,NA
Y:330:31:SW,Y-330-31-SW,2016,1,0,unmineable,NA
Y:330:31:SW,Y-330-31-SW,2017,1,0,unmineable,NA
Y:331:31:CT,Y-331-31-CT,2013,1,0,unmineable,NA
Y:331:31:CT,Y-331-31-CT,2015,1,0,unmineable,NA
Y:331:31:CT,Y-331-31-CT,2016,1,0,unmineable,NA
Y:331:31:CT,Y-331-31-CT,2017,1,0,unmineable,NA
Y:331:31:NE,Y-331-31-NE,2013,1,0,unmineable,NA
Y:331:31:NE,Y-331-31-NE,2015,1,0,unmineable,NA
Y:331:31:NE,Y-331-31-NE,2016,1,0,unmineable,NA
Y:331:31:NE,Y-331-31-NE,2017,1,0,unmineable,NA
Y:331:31:NW,Y-331-31-NW,2013,1,0,unmineable,NA
Y:331:31:NW,Y-331-31-NW,2015,1,0,unmineable,NA
Y:331:31:NW,Y-331-31-NW,2016,1,0,unmineable,NA
Y:331:31:NW,Y-331-31-NW,2017,1,0,unmineable,NA
Y:331:31:SE,Y-331-31-SE,2013,1,0,unmineable,NA
Y:331:31:SE,Y-331-31-SE,2015,1,0,unmineable,NA
Y:331:31:SE,Y-331-31-SE,2016,1,0,unmineable,NA
Y:331:31:SE,Y-331-31-SE,2017,1,0,unmineable,NA
Y:331:31:SW,Y-331-31-SW,2013,1,0,unmineable,NA
Y:331:31:SW,Y-331-31-SW,2015,1,0,unmineable,NA
Y:331:31:SW,Y-331-31-SW,2016,1,0,unmineable,NA
Y:331:31:SW,Y-331-31-SW,2017,1,0,unmineable,NA
Y:333:31:CT,Y-333-31-CT,2013,1,1,unmineable,NA
Y:333:31:CT,Y-333-31-CT,2014,1,0,unmineable,NA
Y:333:31:CT,Y-333-31-CT,2015,1,0,unmineable,NA
Y:333:31:CT,Y-333-31-CT,2016,1,0,unmineable,NA
Y:333:31:CT,Y-333-31-CT,2017,1,0,unmineable,NA
Y:333:31:NE,Y-333-31-NE,2013,1,1,unmineable,NA
Y:333:31:NE,Y-333-31-NE,2014,1,0,unmineable,NA
Y:333:31:NE,Y-333-31-NE,2015,1,0,unmineable,NA
Y:333:31:NE,Y-333-31-NE,2016,1,0,unmineable,NA
Y:333:31:NE,Y-333-31-NE,2017,1,0,unmineable,NA
Y:333:31:NW,Y-333-31-NW,2013,1,0,unmineable,NA
Y:333:31:NW,Y-333-31-NW,2014,1,0,unmineable,NA
Y:333:31:NW,Y-333-31-NW,2015,1,0,unmineable,NA
Y:333:31:NW,Y-333-31-NW,2017,1,0,unmineable,NA
Y:333:31:SE,Y-333-31-SE,2013,1,1,unmineable,NA
Y:333:31:SE,Y-333-31-SE,2014,1,0,unmineable,NA
Y:333:31:SE,Y-333-31-SE,2015,1,0,unmineable,NA
Y:333:31:SE,Y-333-31-SE,2016,1,0,unmineable,NA
Y:333:31:SE,Y-333-31-SE,2017,1,0,unmineable,NA
Y:333:31:SW,Y-333-31-SW,2013,1,0,unmineable,NA
Y:333:31:SW,Y-333-31-SW,2014,1,0,unmineable,NA
Y:333:31:SW,Y-333-31-SW,2015,1,0,unmineable,NA
Y:333:31:SW,Y-333-31-SW,2016,1,0,unmineable,NA
Y:333:31:SW,Y-333-31-SW,2017,1,0,unmineable,NA
Y:341:25:CT,Y-341-25-CT,2014,1,0,east,NA
Y:341:25:CT,Y-341-25-CT,2015,1,0,east,NA
Y:341:25:CT,Y-341-25-CT,2018,1,0,east,NA
Y:341:25:CT,Y-341-25-CT,2019,1,0,east,NA
Y:341:25:NE,Y-341-25-NE,2014,1,0,east,NA
Y:341:25:NE,Y-341-25-NE,2015,1,0,east,NA
Y:341:25:NE,Y-341-25-NE,2018,1,0,east,NA
Y:341:25:NW,Y-341-25-NW,2014,1,0,east,NA
Y:341:25:NW,Y-341-25-NW,2015,1,0,east,NA
Y:341:25:NW,Y-341-25-NW,2018,1,0,east,NA
Y:341:25:NW,Y-341-25-NW,2019,1,0,east,NA
Y:341:25:SE,Y-341-25-SE,2014,1,0,east,NA
Y:341:25:SE,Y-341-25-SE,2015,1,0,east,NA
Y:341:25:SE,Y-341-25-SE,2018,1,0,east,NA
Y:341:25:SW,Y-341-25-SW,2014,1,0,east,NA
Y:341:25:SW,Y-341-25-SW,2015,1,0,east,NA
Y:341:25:SW,Y-341-25-SW,2018,1,0,east,NA
Y:342:25:A,Y-342-25-A,2015,1,0,east,NA
Y:342:25:A,Y-342-25-A,2016,1,0,east,NA
Y:342:25:A,Y-342-25-A,2017,1,0,east,NA
Y:342:25:A,Y-342-25-A,2019,1,0,east,NA
Y:342:25:CT,Y-342-25-CT,2014,1,0,east,NA
Y:342:25:CT,Y-342-25-CT,2015,1,0,east,NA
Y:342:25:CT,Y-342-25-CT,2016,1,0,east,NA
Y:342:25:CT,Y-342-25-CT,2019,1,0,east,NA
Y:342:25:NE,Y-342-25-NE,2014,1,1,east,NA
Y:342:25:NE,Y-342-25-NE,2015,1,0,east,NA
Y:342:25:NE,Y-342-25-NE,2016,1,0,east,NA
Y:342:25:NE,Y-342-25-NE,2017,1,0,east,NA
Y:342:25:NW,Y-342-25-NW,2014,1,0,east,NA
Y:342:25:NW,Y-342-25-NW,2015,1,0,east,NA
Y:342:25:SE,Y-342-25-SE,2014,1,0,east,NA
Y:342:25:SE,Y-342-25-SE,2015,1,0,east,NA
Y:343:25:A,Y-343-25-A,2016,1,0,east,NA
Y:343:25:A,Y-343-25-A,2017,1,0,east,NA
Y:343:25:CT,Y-343-25-CT,2014,1,1,east,NA
Y:343:25:CT,Y-343-25-CT,2015,1,0,east,NA
Y:343:25:CT,Y-343-25-CT,2017,1,0,east,NA
Y:343:25:NE,Y-343-25-NE,2014,1,0,east,NA
Y:343:25:NE,Y-343-25-NE,2015,1,0,east,NA
Y:343:25:NE,Y-343-25-NE,2016,1,0,east,NA
Y:343:25:NW,Y-343-25-NW,2014,1,1,east,NA
Y:343:25:NW,Y-343-25-NW,2015,1,0,east,NA
Y:343:25:SW,Y-343-25-SW,2014,1,0,east,NA
Y:343:25:SW,Y-343-25-SW,2015,1,0,east,NA
Y:343:25:SW,Y-343-25-SW,2017,1,0,east,NA
Y:344:25:CT,Y-344-25-CT,2014,1,0,east,NA
Y:344:25:CT,Y-344-25-CT,2018,1,0,east,NA
Y:344:25:NE,Y-344-25-NE,2014,1,0,east,NA
Y:344:25:NE,Y-344-25-NE,2018,1,0,east,NA
Y:344:25:NW,Y-344-25-NW,2014,1,0,east,NA
Y:344:25:NW,Y-344-25-NW,2018,1,0,east,NA
Y:344:25:SE,Y-344-25-SE,2014,1,0,east,NA
Y:344:25:SE,Y-344-25-SE,2018,1,0,east,NA
Y:344:25:SW,Y-344-25-SW,2014,1,0,east,NA
Y:344:25:SW,Y-344-25-SW,2018,1,0,east,NA
Y:346:25:NW,Y-346-25-NW,2014,1,0,east,NA
Y:346:25:NW,Y-346-25-NW,2018,1,0,east,NA
Y:346:25:SW,Y-346-25-SW,2014,1,0,east,NA
Y:346:25:SW,Y-346-25-SW,2018,1,0,east,NA
Y:346:25:SW,Y-346-25-SW,2019,1,0,east,NA
Y:350:24:CT,Y-350-24-CT,2014,1,0,west,NA
Y:350:24:CT,Y-350-24-CT,2015,1,0,west,NA
Y:350:24:CT,Y-350-24-CT,2016,1,0,west,NA
Y:350:24:CT,Y-350-24-CT,2017,1,0,west,NA
Y:350:24:NE,Y-350-24-NE,2014,1,0,west,NA
Y:350:24:NE,Y-350-24-NE,2015,1,0,west,NA
Y:350:24:NE,Y-350-24-NE,2016,1,0,west,NA
Y:350:24:NE,Y-350-24-NE,2017,1,0,west,NA
Y:350:24:NE,Y-350-24-NE,2018,1,0,west,NA
Y:350:24:NW,Y-350-24-NW,2014,1,0,west,NA
Y:350:24:NW,Y-350-24-NW,2015,1,0,west,NA
Y:350:24:NW,Y-350-24-NW,2016,1,0,west,NA
Y:350:24:NW,Y-350-24-NW,2017,1,0,west,NA
Y:350:24:SE,Y-350-24-SE,2014,1,0,west,NA
Y:350:24:SE,Y-350-24-SE,2015,1,0,west,NA
Y:350:24:SE,Y-350-24-SE,2016,1,0,west,NA
Y:350:24:SE,Y-350-24-SE,2017,1,0,west,NA
Y:350:24:SW,Y-350-24-SW,2014,1,0,west,NA
Y:350:24:SW,Y-350-24-SW,2015,1,0,west,NA
Y:350:24:SW,Y-350-24-SW,2016,1,0,west,NA
Y:350:24:SW,Y-350-24-SW,2017,1,0,west,NA
Y:350:24:SW,Y-350-24-SW,2018,1,0,west,NA
Y:352:23:CT,Y-352-23-CT,2014,1,0,east,NA
