"UID","ss","year","sample","occupied","region_x","wetland_x","data_set","site","station","latit","longit","mineable","lapr","mclelland","B2","B3","B4","B5","B6","B7","NBR","NDVI","NDWI","TCB","TCwet","presence"
"Y:276@20:CT-2017","Y:276@20:CT",2017,1,0,"unmineable",NA,"Y",0,"CT",55.721518,-111.00011,0,1,NA,500.374671938441,722.158450087053,737.190934368965,2468.46306671343,2684.20208683819,1569.25863710497,0.226084360043644,0.536680953942605,-0.0367862023905125,3740.06391968593,-1585.35564882655,"absent"
"Y:276@20:CT-2018","Y:276@20:CT",2018,3,NA,"unmineable",NA,"Y",0,"CT",55.721518,-111.00011,0,1,NA,506.732162728651,735.826083402161,857.089276738016,2163.23380422063,2793.64736555745,1732.19416620771,0.1238113364165,0.432017180186158,-0.116437600787905,3718.78489020685,-1767.1738733735,NA
"Y:276@20:CT-2019","Y:276@20:CT",2019,3,NA,"unmineable",NA,"Y",0,"CT",55.721518,-111.00011,0,1,NA,628.207350762281,847.168221571808,966.43927223103,2284.38296823928,3064.67715361021,1957.95958312808,0.0996768856428238,0.423678216841239,-0.126269696880919,4114.97049454191,-1942.49282607457,NA
"Y:276@20:NE-2013","Y:276@20:NE",2013,4,0,"unmineable",NA,"Y",0,"NE",55.724007,-110.994,0,1,NA,216.71583924955,465.157084101444,292.952071073283,2406.8815379122,1243.59395583622,581.851970712063,0.636166344797945,0.795972772130667,0.351742035224746,2493.48692362569,-314.487023522413,"absent"
"Y:276@20:NE-2014","Y:276@20:NE",2014,4,NA,"unmineable",NA,"Y",0,"NE",55.724007,-110.994,0,1,NA,204.100354411215,434.956440174724,278.788292026603,2395.85975524843,1187.31881484966,539.649872245962,0.633966872436662,0.789896089566019,0.34080808829171,2360.5736511917,-313.946514855599,NA
"Y:276@20:NE-2015","Y:276@20:NE",2015,2,0,"unmineable",NA,"Y",0,"NE",55.724007,-110.994,0,1,NA,294.48827139451,537.086144557515,444.477828928407,2362.84559270708,1620.03455760214,816.82155814492,0.512550402820126,0.685784743432743,0.222384368364382,2785.07459784089,-636.608106742195,"absent"
"Y:276@20:NE-2016","Y:276@20:NE",2016,3,NA,"unmineable",NA,"Y",0,"NE",55.724007,-110.994,0,1,NA,350.657666386515,578.179967059843,548.207991195145,2325.43620814215,1926.96936700665,1060.26267194018,0.400997487443744,0.627156488239924,0.125355329112957,2995.6259009915,-966.612474139656,NA
"Y:276@20:NE-2017","Y:276@20:NE",2017,4,0,"unmineable",NA,"Y",0,"NE",55.724007,-110.994,0,1,NA,297.159758899429,547.860192944609,424.204482416703,2536.64925509154,1688.04468963312,864.632162584185,0.520116945533782,0.721142791109854,0.23266915890512,2886.33928869482,-699.412110074781,"absent"
"Y:276@20:NE-2018","Y:276@20:NE",2018,1,NA,"unmineable",NA,"Y",0,"NE",55.724007,-110.994,0,1,NA,372.697855226474,615.478154293056,587.24652483212,2440.31055984137,2061.98486595395,1152.05262368402,0.399441694237459,0.631231527692226,0.124863418630543,3191.78861985062,-1045.73540755641,NA
"Y:276@20:NE-2019","Y:276@20:NE",2019,2,NA,"unmineable",NA,"Y",0,"NE",55.724007,-110.994,0,1,NA,419.455315061083,671.743444603286,628.074446217814,2343.51379678195,2136.44183205603,1206.38281062549,0.38262696059811,0.610483965608237,0.115123294197649,3288.76052757133,-1073.82730831363,NA
"Y:276@20:NW-2013","Y:276@20:NW",2013,1,0,"unmineable",NA,"Y",0,"NW",55.723297,-111.00244,0,1,NA,281.508320867614,533.197667352281,447.132491118175,2436.10051654824,1510.73941192969,797.683725224383,0.508747180669569,0.672033680366073,0.239012492172021,2813.34292083723,-535.062350133227,"absent"
"Y:276@20:NW-2014","Y:276@20:NW",2014,2,NA,"unmineable",NA,"Y",0,"NW",55.723297,-111.00244,0,1,NA,265.367849778164,514.770171462914,448.844987701425,2080.41683860483,1287.45145883923,699.530415788634,0.517032116709172,0.659397675846196,0.255974979754697,2408.05404106929,-445.649981698597,NA
"Y:276@20:NW-2015","Y:276@20:NW",2015,4,0,"unmineable",NA,"Y",0,"NW",55.723297,-111.00244,0,1,NA,532.510967030143,778.713810015213,924.249890905928,2495.86369630328,3028.30291045149,1718.31964005139,0.213313778507648,0.479672389460166,-0.063085971546452,4094.38352042546,-1789.94887559424,"absent"
"Y:276@20:NW-2016","Y:276@20:NW",2016,3,NA,"unmineable",NA,"Y",0,"NW",55.723297,-111.00244,0,1,NA,515.444912080454,729.52920589573,875.348338963415,2113.76740959748,2803.28491082412,1696.01802579121,0.110040325859582,0.394372376522518,-0.152271938956527,3734.09389573069,-1769.1675930389,NA
"Y:276@20:NW-2017","Y:276@20:NW",2017,2,0,"unmineable",NA,"Y",0,"NW",55.723297,-111.00244,0,1,NA,512.297550488048,725.006319263708,744.310206777068,2408.15718465513,2755.45919984351,1620.2470740505,0.196085438384567,0.522350890883556,-0.0642150273192682,3758.77429724144,-1670.47864999241,"absent"
"Y:276@20:NW-2018","Y:276@20:NW",2018,1,NA,"unmineable",NA,"Y",0,"NW",55.723297,-111.00244,0,1,NA,522.690571902681,744.158506088298,868.667025030967,2165.52933133896,2970.54846098114,1856.71295019515,0.084454389240553,0.426229475028584,-0.150976428128274,3845.88079204431,-1941.64199015939,NA
"Y:276@20:NW-2019","Y:276@20:NW",2019,2,NA,"unmineable",NA,"Y",0,"NW",55.723297,-111.00244,0,1,NA,619.273244670905,828.911380422588,951.809262808527,2212.87937079282,3088.75096998878,1990.40266221017,0.0678545773086939,0.410707560548992,-0.152248736706054,4070.16321961013,-2004.77793238827,NA
"Y:276@20:SE-2013","Y:276@20:SE",2013,3,0,"unmineable",NA,"Y",0,"SE",55.719604,-110.99273,0,1,NA,248.635549437712,496.273821389647,342.890943287379,2605.08851625484,1393.22713875796,674.439011398345,0.59834419523086,0.772569802779522,0.314920784508003,2694.36936893397,-406.436030197656,"absent"
"Y:276@20:SE-2014","Y:276@20:SE",2014,4,NA,"unmineable",NA,"Y",0,"SE",55.719604,-110.99273,0,1,NA,212.204146150787,433.395372440373,295.644141487567,2397.95800359342,1278.88141021245,593.228552618946,0.607574291820038,0.781530936311612,0.309766896098378,2428.22688626202,-396.562838919368,NA
"Y:276@20:SE-2015","Y:276@20:SE",2015,3,0,"unmineable",NA,"Y",0,"SE",55.719604,-110.99273,0,1,NA,358.517196403182,600.831373960853,569.927163775716,2427.75972793388,1944.39522881438,1039.9394703701,0.442785568651775,0.649648542831754,0.157766460796179,3100.36614507623,-900.23980172138,"absent"
"Y:276@20:SE-2016","Y:276@20:SE",2016,4,NA,"unmineable",NA,"Y",0,"SE",55.719604,-110.99273,0,1,NA,364.371284418378,588.566798706683,580.068365429179,2256.39927845033,1910.71635330553,1079.59081745654,0.386149335963544,0.609806659920212,0.118027502983033,2986.42074654362,-955.25957915006,NA
"Y:276@20:SE-2017","Y:276@20:SE",2017,1,0,"unmineable",NA,"Y",0,"SE",55.719604,-110.99273,0,1,NA,282.77183129682,511.515034735921,396.938647642563,2412.44050058573,1554.88735764904,786.680559747181,0.526150053385555,0.721943235696341,0.237789868417923,2703.90555305479,-619.738081307357,"absent"
"Y:276@20:SE-2018","Y:276@20:SE",2018,4,NA,"unmineable",NA,"Y",0,"SE",55.719604,-110.99273,0,1,NA,315.137304806307,529.67916636699,500.294511641311,2134.75901537525,1756.58791223078,957.654120117835,0.417343720045731,0.63818225586326,0.132544463797164,2746.6841811434,-865.928914581779,NA
"Y:276@20:SE-2019","Y:276@20:SE",2019,3,NA,"unmineable",NA,"Y",0,"SE",55.719604,-110.99273,0,1,NA,388.121911831654,625.52878883755,586.850514949379,2237.34951393434,1997.07554938675,1123.41562461344,0.399723170756212,0.624943652314406,0.128883963795902,3116.63109081313,-974.779521259217,NA
"Y:276@20:SW-2013","Y:276@20:SW",2013,2,0,"unmineable",NA,"Y",0,"SW",55.719604,-111.00307,0,1,NA,336.371332820118,615.244388754265,539.66492295882,2766.79766020116,1629.29019152191,950.976657349624,0.492740313038062,0.683419607206312,0.218525791494706,2975.52583747835,-624.649053481588,"absent"
"Y:276@20:SW-2014","Y:276@20:SW",2014,4,NA,"unmineable",NA,"Y",0,"SW",55.719604,-111.00307,0,1,NA,278.991801738909,572.70746239611,464.965712530082,2639.23994685306,1516.76804913175,773.605885928619,0.549757396685481,0.699431408221316,0.27805580509535,2874.72480620259,-492.461766981262,NA
"Y:276@20:SW-2015","Y:276@20:SW",2015,3,0,"unmineable",NA,"Y",0,"SW",55.719604,-111.00307,0,1,NA,430.733563622495,708.16179897212,760.862856775311,2647.24208216753,2513.08453895874,1383.66323678805,0.358875769308412,0.583257134680301,0.0784365772501975,3713.96044963362,-1302.16439756128,"absent"
"Y:276@20:SW-2016","Y:276@20:SW",2016,2,NA,"unmineable",NA,"Y",0,"SW",55.719604,-111.00307,0,1,NA,407.548355433028,659.988528787731,669.206618778117,2462.9635535655,2177.35819738181,1250.77405511723,0.341003156486592,0.571914760427007,0.0724506236612914,3358.25422982344,-1133.04841269893,NA
"Y:276@20:SW-2017","Y:276@20:SW",2017,1,0,"unmineable",NA,"Y",0,"SW",55.719604,-111.00307,0,1,NA,379.060545281727,612.36276749848,559.453574076283,2500.40812225123,2096.29093997992,1148.01390653283,0.393853201180199,0.637383203550908,0.112488533482303,3230.10869783984,-1060.93350318144,"absent"
"Y:276@20:SW-2018","Y:276@20:SW",2018,4,NA,"unmineable",NA,"Y",0,"SW",55.719604,-111.00307,0,1,NA,382.152377163677,629.331786163867,618.176199500895,2430.89581657669,2184.39512254516,1248.21342675643,0.337948219570359,0.592193703435756,0.0697663713211351,3288.06542933494,-1164.90914521028,NA
"Y:276@20:SW-2019","Y:276@20:SW",2019,2,NA,"unmineable",NA,"Y",0,"SW",55.719604,-111.00307,0,1,NA,453.382468188281,687.43224512396,694.360744856351,2306.13302755773,2307.13056329314,1381.13334213645,0.316975007789976,0.573425739478478,0.057212939568107,3380.58774844304,-1264.53168999498,NA
"Y:277@20:CT-2013","Y:277@20:CT",2013,1,0,"unmineable",NA,"Y",0,"CT",55.724678,-110.97403,0,1,NA,200.081097186893,508.800930946137,313.623118010415,2516.79586100343,1158.96827773133,538.622809429168,0.660825461442128,0.784718956705935,0.388241635137255,2491.71141038486,-209.75436992462,"absent"
"Y:277@20:CT-2014","Y:277@20:CT",2014,2,NA,"unmineable",NA,"Y",0,"CT",55.724678,-110.97403,0,1,NA,208.636439823881,436.408904274948,261.232941701689,2611.64694493663,1243.88693561415,529.825687961752,0.662965884317718,0.818309853742641,0.355325824821917,2501.76010620951,-302.614335419833,NA
"Y:277@20:CT-2015","Y:277@20:CT",2015,3,0,"unmineable",NA,"Y",0,"CT",55.724678,-110.97403,0,1,NA,291.696908551895,534.82702004678,416.48972318765,2439.70492685457,1619.5673457313,794.491161762804,0.52015913961835,0.714414246859088,0.21630118912036,2803.27527521088,-622.278639716125,"absent"
"Y:277@20:CT-2016","Y:277@20:CT",2016,4,NA,"unmineable",NA,"Y",0,"CT",55.724678,-110.97403,0,1,NA,270.542122428081,523.339759300336,387.878321686037,2406.8675271967,1436.78150133221,727.866548469911,0.536821325188525,0.722103372814388,0.251032418256938,2637.40800964175,-509.01851162711,NA
"Y:277@20:CT-2017","Y:277@20:CT",2017,2,NA,"unmineable",NA,"Y",0,"CT",55.724678,-110.97403,0,1,NA,199.075501455867,479.917547183192,288.699614289272,2599.92152376454,1157.78509019232,510.707988955968,0.67144145728081,0.799168933781118,0.384195426480848,2469.73560696149,-220.085949601538,NA
"Y:277@20:CT-2018","Y:277@20:CT",2018,4,NA,"unmineable",NA,"Y",0,"CT",55.724678,-110.97403,0,1,NA,267.813887318012,501.428986313522,399.480874779738,2291.38955982866,1487.14394411863,741.546423973781,0.511740020596226,0.70365765644831,0.213814716032712,2587.12886881705,-583.275396571069,NA
"Y:277@20:CT-2019","Y:277@20:CT",2019,2,NA,"unmineable",NA,"Y",0,"CT",55.724678,-110.97403,0,1,NA,250.384494930366,513.422779501474,377.841798256634,2308.15666773192,1430.70270272396,682.616106846095,0.573725428187372,0.726312605765114,0.282089668010226,2586.58647100262,-459.008127405272,NA
"Y:277@20:NE-2013","Y:277@20:NE",2013,1,0,"unmineable",NA,"Y",0,"NE",55.727373,-110.96925,0,1,NA,203.750673253347,493.995280913636,335.005594703911,2506.12166542398,1149.76446641739,564.52884936904,0.634742939814681,0.763172275648291,0.375191835160061,2487.05247500476,-230.148595731746,"absent"
"Y:277@20:NE-2014","Y:277@20:NE",2014,2,NA,"unmineable",NA,"Y",0,"NE",55.727373,-110.96925,0,1,NA,204.698022378835,443.194862097259,284.901593133229,2629.49406918135,1251.68106585225,545.352033681892,0.657254661570707,0.807015177458507,0.355231138184861,2530.51865508163,-302.53144486279,NA
"Y:277@20:NE-2015","Y:277@20:NE",2015,3,0,"unmineable",NA,"Y",0,"NE",55.727373,-110.96925,0,1,NA,250.131970128527,455.778273746263,338.826375604019,2031.71649024359,1247.53096260398,615.214059998016,0.553654165500741,0.718457648688205,0.262563929348172,2249.92390756919,-448.409949855461,"absent"
"Y:277@20:NE-2016","Y:277@20:NE",2016,1,NA,"unmineable",NA,"Y",0,"NE",55.727373,-110.96925,0,1,NA,287.918820924216,581.577182843004,448.519290095372,2405.88972036796,1411.58806883538,760.841992716458,0.521825659169879,0.689195861740423,0.262266881085794,2668.85845767866,-476.353199260232,NA
"Y:277@20:NE-2017","Y:277@20:NE",2017,2,NA,"unmineable",NA,"Y",0,"NE",55.727373,-110.96925,0,1,NA,198.550863463014,477.01367435558,298.531036847922,2604.047928604,1145.17289203992,514.522689637913,0.669331537468117,0.794623494451593,0.387864129586236,2470.40471784041,-209.177536734465,NA
"Y:277@20:NE-2018","Y:277@20:NE",2018,1,NA,"unmineable",NA,"Y",0,"NE",55.727373,-110.96925,0,1,NA,267.01025946237,514.435602034888,406.993963355014,2468.29359208718,1486.49049866089,738.464495741756,0.539278659060272,0.719726463575328,0.247798017698215,2692.2047183062,-534.149111736032,NA
"Y:277@20:NE-2019","Y:277@20:NE",2019,4,NA,"unmineable",NA,"Y",0,"NE",55.727373,-110.96925,0,1,NA,258.302406155677,530.346752823478,408.308740381754,2372.69015431705,1435.67451713925,710.579588771274,0.561514024278803,0.719953140877281,0.276060746599628,2637.24370064759,-467.102525599768,NA
"Y:277@20:NW-2013","Y:277@20:NW",2013,4,0,"unmineable",NA,"Y",0,"NW",55.727312,-110.97881,0,1,NA,207.8584226627,510.831691417803,295.340934726197,2755.14708865823,1249.32992307278,554.603862383212,0.682775966017269,0.812849542226372,0.396612490107954,2629.65636217278,-226.31993702772,"absent"
"Y:277@20:NW-2014","Y:277@20:NW",2014,3,NA,"unmineable",NA,"Y",0,"NW",55.727312,-110.97881,0,1,NA,242.3073254316,516.101017461813,333.614254839126,2897.97189653921,1415.67438341146,629.45749338981,0.64661373606183,0.798052414177266,0.345102439655536,2834.65175356135,-358.203118642757,NA
"Y:277@20:NW-2015","Y:277@20:NW",2015,4,0,"unmineable",NA,"Y",0,"NW",55.727312,-110.97881,0,1,NA,303.954302034988,562.734135130311,418.907778471974,2609.76039807212,1732.33483577294,825.741677079614,0.546190324353479,0.735917199908442,0.243649060881814,3012.27571221216,-622.971371813638,"absent"
"Y:277@20:NW-2016","Y:277@20:NW",2016,2,NA,"unmineable",NA,"Y",0,"NW",55.727312,-110.97881,0,1,NA,282.380834969654,539.767728043556,421.002967690111,2467.99581622635,1485.32355631917,783.533659853624,0.512287137456709,0.703947953037952,0.236898088193658,2719.60639810336,-543.931737477686,NA
"Y:277@20:NW-2017","Y:277@20:NW",2017,4,NA,"unmineable",NA,"Y",0,"NW",55.727312,-110.97881,0,1,NA,213.312428514979,498.444291937543,305.597135519186,2723.89809214473,1235.91649784262,545.391877919209,0.666467864974508,0.798867974254948,0.377989075727406,2606.40156440625,-249.443974973177,NA
"Y:277@20:NW-2018","Y:277@20:NW",2018,2,NA,"unmineable",NA,"Y",0,"NW",55.727312,-110.97881,0,1,NA,273.382876651196,510.463963762942,420.044983934309,2381.81787754373,1565.16886826134,782.245113352374,0.504211276756338,0.69908092527656,0.205843301008827,2698.95212447117,-626.372678605855,NA
"Y:277@20:NW-2019","Y:277@20:NW",2019,4,NA,"unmineable",NA,"Y",0,"NW",55.727312,-110.97881,0,1,NA,264.559188921807,535.608470706253,414.916511918728,2450.56365727945,1527.05827690919,733.592435813001,0.561013944433376,0.718522765380049,0.27163883356068,2722.36470334674,-500.661546269907,NA
"Y:277@20:SE-2013","Y:277@20:SE",2013,3,0,"unmineable",NA,"Y",0,"SE",55.721981,-110.96926,0,1,NA,193.050590408791,468.815836618243,299.584722154842,2289.2767560511,1105.0621822858,527.259841189216,0.640948032052265,0.772253447292652,0.368083628586911,2315.33934759945,-230.418317744721,"absent"
"Y:277@20:SE-2014","Y:277@20:SE",2014,3,NA,"unmineable",NA,"Y",0,"SE",55.721981,-110.96926,0,1,NA,201.959417902824,452.535312574925,282.23491332131,2499.79823619552,1195.8681420634,522.667081904325,0.655401576015065,0.796504172042811,0.354928663655611,2425.81295658768,-283.288801242586,NA
"Y:277@20:SE-2015","Y:277@20:SE",2015,4,0,"unmineable",NA,"Y",0,"SE",55.721981,-110.96926,0,1,NA,247.203032477717,493.400063156033,376.692332078687,2325.24171154276,1434.4314845245,700.164890392014,0.549777385708172,0.727038498245192,0.251332703267445,2570.19743745048,-511.574339841502,"absent"
"Y:277@20:SE-2016","Y:277@20:SE",2016,2,NA,"unmineable",NA,"Y",0,"SE",55.721981,-110.96926,0,1,NA,237.628270009681,494.681399639403,367.965813931712,2252.40755812918,1298.005571977,642.900652183582,0.557727843355451,0.715620964279378,0.277639162767394,2465.81547284578,-420.3735423487,NA
"Y:277@20:SE-2017","Y:277@20:SE",2017,1,NA,"unmineable",NA,"Y",0,"SE",55.721981,-110.96926,0,1,NA,184.103150219675,445.981916636084,276.3716675452,2271.89355328678,1035.55833919722,467.228662981319,0.657725669412224,0.781922077737291,0.372682603941528,2196.38415893306,-204.567710487163,NA
"Y:277@20:SE-2018","Y:277@20:SE",2018,4,NA,"unmineable",NA,"Y",0,"SE",55.721981,-110.96926,0,1,NA,234.536060023856,476.664773022019,356.801799351613,2227.32896748993,1318.69389850244,644.94448084385,0.554862352764334,0.725677279999418,0.260691736033022,2410.4256661291,-458.261968812122,NA
"Y:277@20:SE-2019","Y:277@20:SE",2019,2,NA,"unmineable",NA,"Y",0,"SE",55.721981,-110.96926,0,1,NA,233.17809782498,492.054683311222,350.824766397647,2144.09564569378,1305.49869198082,622.345501665556,0.580846866327259,0.729979278410292,0.292526977779077,2410.20563749499,-400.400902373379,NA
"Y:277@20:SW-2013","Y:277@20:SW",2013,3,0,"unmineable",NA,"Y",0,"SW",55.722114,-110.97875,0,1,NA,187.868936719825,497.57441147713,285.853194665722,2515.77327826402,1158.0751579087,513.24436631209,0.683447131295886,0.80613176470133,0.401985800002887,2501.2496449189,-188.944935063641,"absent"
"Y:277@20:SW-2014","Y:277@20:SW",2014,2,NA,"unmineable",NA,"Y",0,"SW",55.722114,-110.97875,0,1,NA,216.067651324929,468.061611342473,291.103669406245,2673.23864594401,1279.07900907694,558.3210783064,0.656242352318579,0.80560613656361,0.354047795685982,2584.66438357041,-309.201014007322,NA
"Y:277@20:SW-2015","Y:277@20:SW",2015,1,0,"unmineable",NA,"Y",0,"SW",55.722114,-110.97875,0,1,NA,275.593182977437,549.838892583331,411.809171620327,2478.70043456586,1608.51408505826,776.788720046784,0.537876867636262,0.727929360667517,0.233615594954195,2868.3792663319,-576.700439427154,"absent"
"Y:277@20:SW-2016","Y:277@20:SW",2016,1,NA,"unmineable",NA,"Y",0,"SW",55.722114,-110.97875,0,1,NA,263.058902120185,524.348056025867,394.427637550844,2439.30553843974,1454.04856954003,721.267775167965,0.54550740066961,0.722063615286191,0.251092445453883,2663.00738388728,-514.015230333249,NA
"Y:277@20:SW-2017","Y:277@20:SW",2017,4,NA,"unmineable",NA,"Y",0,"SW",55.722114,-110.97875,0,1,NA,214.906681676413,500.892190274854,318.361710371,2613.63940478438,1211.96190707869,547.660410055161,0.652133384822589,0.780379390036624,0.366717026361995,2529.73861351756,-263.256008708527,NA
"Y:277@20:SW-2018","Y:277@20:SW",2018,3,NA,"unmineable",NA,"Y",0,"SW",55.722114,-110.97875,0,1,NA,276.170525068231,517.529176180065,425.644827086863,2325.01059874535,1517.03979983313,759.680553997144,0.508281879977602,0.691472724384111,0.211211865347227,2643.93522944817,-591.95976289285,NA
"Y:277@20:SW-2019","Y:277@20:SW",2019,1,NA,"unmineable",NA,"Y",0,"SW",55.722114,-110.97875,0,1,NA,268.174122389098,534.103019293387,424.284654221763,2333.02725430381,1502.03164956066,741.349214844809,0.53998016225186,0.704368226285551,0.251779826831856,2672.47320109621,-523.32757151693,NA
"Y:280@21:CT-2013","Y:280@21:CT",2013,1,0,"unmineable","Northwest of Janvier","Y",0,"CT",56.01044,-110.7979,0,1,NA,214.679473233475,508.878537602281,327.683755949612,2693.22772062527,1331.08900585364,617.938280127798,0.643598242553378,0.793414258806095,0.378512334822245,2776.93283801473,-278.043168623104,"absent"
"Y:280@21:CT-2014","Y:280@21:CT",2014,3,NA,"unmineable","Northwest of Janvier","Y",0,"CT",56.01044,-110.7979,0,1,NA,262.935269929947,555.306864725134,373.727152651176,3237.17121110024,1619.96003869957,730.260911643168,0.631533322026939,0.792611228920354,0.332768757627876,3183.37335053802,-444.591434198405,NA
"Y:280@21:CT-2015","Y:280@21:CT",2015,1,NA,"unmineable","Northwest of Janvier","Y",0,"CT",56.01044,-110.7979,0,1,NA,406.63966276201,708.111792064727,709.287658842324,2818.88256806385,2198.52133669293,1248.4537328842,0.420944165818001,0.628099979145801,0.14536735411974,3575.75420343468,-1020.46922238476,NA
"Y:280@21:CT-2016","Y:280@21:CT",2016,3,NA,"unmineable","Northwest of Janvier","Y",0,"CT",56.01044,-110.7979,0,1,NA,304.262200993831,595.855728324637,494.789627791598,2894.00354881645,1772.35663740482,908.014286536621,0.52438480072364,0.707706300764636,0.244313814880177,3200.2384312475,-657.358334990355,NA
"Y:280@21:CT-2017","Y:280@21:CT",2017,2,0,"unmineable","Northwest of Janvier","Y",0,"CT",56.01044,-110.7979,0,1,NA,254.383867217813,550.62196057499,386.454771776514,3036.46179650674,1509.29043639858,707.169414762922,0.622303489714792,0.774140587543277,0.33650255267224,3018.99391427555,-401.452304693777,"absent"
"Y:280@21:CT-2018","Y:280@21:CT",2018,3,NA,"unmineable","Northwest of Janvier","Y",0,"CT",56.01044,-110.7979,0,1,NA,304.126411586805,602.782767154261,513.630324914085,2960.07258717569,1752.54822392189,901.924821889901,0.533598618963716,0.704676157744188,0.257658678517711,3219.63586775043,-623.160591098472,NA
"Y:280@21:CT-2019","Y:280@21:CT",2019,2,NA,"unmineable","Northwest of Janvier","Y",0,"CT",56.01044,-110.7979,0,1,NA,344.840723152624,660.436626330691,591.555236976323,2769.2394108922,1849.28059707749,993.465083400776,0.502054266870872,0.66291614261469,0.240053821683625,3345.69370416043,-677.553462864498,NA
"Y:280@21:NE-2013","Y:280@21:NE",2013,2,NA,"unmineable","Northwest of Janvier","Y",0,"NE",56.013065,-110.79298,0,1,NA,213.855379026697,510.09089215838,345.480441947686,2745.17989918289,1306.63750313791,616.817534879384,0.652490661204463,0.78868309626609,0.388809697314543,2835.06142643707,-255.577092198268,NA
"Y:280@21:NE-2014","Y:280@21:NE",2014,3,NA,"unmineable","Northwest of Janvier","Y",0,"NE",56.013065,-110.79298,0,1,NA,267.273912688587,569.538465066936,410.231052192741,3145.71118683251,1596.13135660651,744.502088983758,0.615921853548395,0.768108649548954,0.326327539491192,3145.28225524523,-440.911760020429,NA
"Y:280@21:NE-2015","Y:280@21:NE",2015,4,NA,"unmineable","Northwest of Janvier","Y",0,"NE",56.013065,-110.79298,0,1,NA,388.146546081465,698.305098138537,655.244517837606,2863.76429584667,2012.76721512081,1120.66354117823,0.476050652108573,0.664543601230496,0.198305867820502,3438.36330014152,-843.388863856186,NA
"Y:280@21:NE-2016","Y:280@21:NE",2016,4,0,"unmineable","Northwest of Janvier","Y",0,"NE",56.013065,-110.79298,0,1,NA,301.198458796221,602.674594249056,503.096429326771,3004.64128546369,1765.56061600396,907.968557684499,0.535314911302981,0.712785213444695,0.260584681690455,3252.98957700457,-627.190709074274,"absent"
"Y:280@21:NE-2017","Y:280@21:NE",2017,1,NA,"unmineable","Northwest of Janvier","Y",0,"NE",56.013065,-110.79298,0,1,NA,265.93426561641,559.683067841692,416.553007105524,2960.05661075765,1537.09625988299,739.664111755231,0.598843717922351,0.75130841798784,0.318669932842488,3005.85815313476,-435.633930609553,NA
"Y:280@21:NE-2018","Y:280@21:NE",2018,1,NA,"unmineable","Northwest of Janvier","Y",0,"NE",56.013065,-110.79298,0,1,NA,314.364792153819,623.682450352935,530.380094377051,2958.96683089422,1746.79148872749,906.308127345189,0.531624465844403,0.696779122896905,0.258018020669654,3233.76441121064,-610.518459472782,NA
"Y:280@21:NE-2019","Y:280@21:NE",2019,3,NA,"unmineable","Northwest of Janvier","Y",0,"NE",56.013065,-110.79298,0,1,NA,316.102640360516,614.931944430442,542.699569517396,2685.44017602403,1698.20065328508,897.082487322439,0.513414918582273,0.665931719439816,0.252249735950404,3138.34648110312,-595.696261508101,NA
"Y:280@21:NW-2013","Y:280@21:NW",2013,2,0,"unmineable","Northwest of Janvier","Y",0,"NW",56.01309,-110.80259,0,1,NA,218.175857195878,506.063822194308,302.059261426899,2767.90003425929,1357.82377879921,611.909170068804,0.658391072413193,0.814138437411112,0.374000300272981,2732.47908376824,-298.868700753704,"absent"
"Y:280@21:NW-2014","Y:280@21:NW",2014,2,NA,"unmineable","Northwest of Janvier","Y",0,"NW",56.01309,-110.80259,0,1,NA,249.054757758301,543.751106289434,344.243769092414,3190.37523910126,1607.99875810089,703.779056156679,0.638762988297528,0.804408710840363,0.330211497523563,3124.76022504925,-449.129262981414,NA
"Y:280@21:NW-2015","Y:280@21:NW",2015,3,NA,"unmineable","Northwest of Janvier","Y",0,"NW",56.01309,-110.80259,0,1,NA,323.989308247923,594.485554001199,528.555028977646,2727.77895623376,1873.55047534759,972.609401318982,0.481779234632575,0.681148307896819,0.191503473744318,3172.33226910384,-790.568994404316,NA
"Y:280@21:NW-2016","Y:280@21:NW",2016,4,0,"unmineable","Northwest of Janvier","Y",0,"NW",56.01309,-110.80259,0,1,NA,285.246017358038,575.168748394096,433.30409398464,2935.70138750107,1689.63319724784,828.710773117881,0.564387905321845,0.74397220223709,0.274088123601041,3098.24224731921,-580.918825830788,"absent"
"Y:280@21:NW-2017","Y:280@21:NW",2017,2,0,"unmineable","Northwest of Janvier","Y",0,"NW",56.01309,-110.80259,0,1,NA,242.227292511929,533.545823652527,358.85198710649,2949.85951269367,1481.46816420947,675.542301816814,0.628345812988636,0.78345085811068,0.33336738127843,2928.64192163841,-398.985480391112,"absent"
"Y:280@21:NW-2018","Y:280@21:NW",2018,3,NA,"unmineable","Northwest of Janvier","Y",0,"NW",56.01309,-110.80259,0,1,NA,290.832826775533,586.254954384074,447.402702569258,2944.98495381139,1687.35526793538,846.877872781433,0.554569181927814,0.737555829398743,0.270916011906703,3127.7886821826,-582.075911645202,NA
"Y:280@21:NW-2019","Y:280@21:NW",2019,3,NA,"unmineable","Northwest of Janvier","Y",0,"NW",56.01309,-110.80259,0,1,NA,306.673880149599,595.572008736118,501.960494761184,2547.56881834014,1697.85335598253,876.064014902789,0.523155555505547,0.683171983366162,0.254382472956988,3075.48810886388,-598.064154139663,NA
