"UID","ss","year","sample","occupied","region_x","wetland_x","data_set","site","station","latit","longit","mineable","lapr","mclelland","B2","B3","B4","B5","B6","B7","NBR","NDVI","NDWI","TCB","TCwet","presence"
"Y:237@10:NE-2016","Y:237@10:NE",2016,2,NA,"mineable",NA,"Y",0,"NE",57.655505,-111.22126,1,1,NA,327.567582443429,544.435492537987,416.239827285991,2119.93772643796,1547.44427364802,916.099514600916,0.399879890212078,0.636450444248189,0.179450001293378,2603.44661446154,-670.923347077828,NA
"Y:237@10:NE-2017","Y:237@10:NE",2017,2,NA,"mineable",NA,"Y",0,"NE",57.655505,-111.22126,1,1,NA,270.340753656398,494.378730033051,347.093499213044,2175.63577340935,1545.18793068614,805.849314247036,0.468324136336852,0.724657983136232,0.178098889922056,2557.3322451664,-689.136541729324,NA
"Y:237@10:NE-2018","Y:237@10:NE",2018,2,NA,"mineable",NA,"Y",0,"NE",57.655505,-111.22126,1,1,NA,275.504470368832,521.047990426969,360.118481852575,2399.16178541574,1658.7920840264,880.225471214781,0.469074504323202,0.739332499933087,0.189142053421876,2749.79362221959,-751.133073602571,NA
"Y:237@10:NE-2019","Y:237@10:NE",2019,4,NA,"mineable",NA,"Y",0,"NE",57.655505,-111.22126,1,1,NA,235.585839120799,496.290911095894,338.19464698003,1787.01495593275,1426.8784891939,732.695166348182,0.50484252355455,0.733315954960614,0.219056361014599,2417.35203472495,-583.224860344327,NA
"Y:237@10:NW-2013","Y:237@10:NW",2013,3,0,"mineable",NA,"Y",0,"NW",57.655487,-111.23132,1,1,NA,297.32274963856,503.380094742387,342.759712455024,2223.25161215387,1554.52484554143,881.252634844928,0.439312390744253,0.733180930409983,0.185022553620215,2611.08838067972,-720.24763254985,"absent"
"Y:237@10:NW-2014","Y:237@10:NW",2014,3,NA,"mineable",NA,"Y",0,"NW",57.655487,-111.23132,1,1,NA,280.48504023152,556.527919994946,411.560142385113,2322.26620211348,1732.06174208825,927.850643695744,0.462822476097492,0.713905381637178,0.177259552189621,2739.31805615962,-776.092168847429,NA
"Y:237@10:NW-2015","Y:237@10:NW",2015,3,0,"mineable",NA,"Y",0,"NW",57.655487,-111.23132,1,1,NA,323.635035916221,531.971892424261,550.864387571585,1788.13468014609,1865.31387655988,1200.96598586551,0.208468615971853,0.528849462885358,-0.0108105347048798,2680.53742550629,-1119.51842501265,"absent"
"Y:237@10:NW-2016","Y:237@10:NW",2016,2,NA,"mineable",NA,"Y",0,"NW",57.655487,-111.23132,1,1,NA,339.20159992407,624.331657783447,473.742987186387,2368.46537221514,1790.7636030223,1038.96558170516,0.396187143020609,0.664601430824987,0.166871805865441,3025.92672982073,-809.372650096849,NA
"Y:237@10:NW-2017","Y:237@10:NW",2017,3,NA,"mineable",NA,"Y",0,"NW",57.655487,-111.23132,1,1,NA,299.032478948508,542.869724946111,385.850704133766,2374.7199312679,1719.22367365815,905.889961968151,0.454549410649781,0.723547339259627,0.170275601291597,2824.05946579413,-792.790447806686,NA
"Y:237@10:NW-2018","Y:237@10:NW",2018,4,NA,"mineable",NA,"Y",0,"NW",57.655487,-111.23132,1,1,NA,335.412392104787,595.503259491761,415.919001629746,2647.77705679966,1877.09553932516,1006.21148669041,0.455568570441333,0.729641528915192,0.177186970087727,3088.77578352206,-863.375936383775,NA
"Y:237@10:NW-2019","Y:237@10:NW",2019,3,NA,"mineable",NA,"Y",0,"NW",57.655487,-111.23132,1,1,NA,211.964794938971,494.232334085888,334.005589829649,1984.91314032525,1421.85665044852,716.407894577986,0.523025773585899,0.741782980612054,0.23330064461824,2467.5904973403,-561.887400216712,NA
"Y:237@10:SE-2013","Y:237@10:SE",2013,2,0,"mineable",NA,"Y",0,"SE",57.650115,-111.22123,1,1,NA,222.704569941708,457.574998439,296.346963568677,2268.70365315726,1308.66099165356,674.907198457005,0.536028552858168,0.764383083537183,0.262535813250971,2387.89669157096,-487.072625193818,"absent"
"Y:237@10:SE-2014","Y:237@10:SE",2014,1,NA,"mineable",NA,"Y",0,"SE",57.650115,-111.22123,1,1,NA,228.229046714521,492.801420111814,351.165906412843,2260.07172879584,1421.63446609676,723.617985553282,0.553657634271814,0.754590439377866,0.258229711554345,2430.55094088169,-520.514939309596,NA
"Y:237@10:SE-2015","Y:237@10:SE",2015,2,0,"mineable",NA,"Y",0,"SE",57.650115,-111.22123,1,1,NA,228.647702193285,466.079167679997,418.317977187587,1903.89682499404,1416.60231459113,823.541557372707,0.399626203825521,0.639315501716768,0.150619475387794,2336.88973137951,-669.859156374269,"absent"
"Y:237@10:SE-2016","Y:237@10:SE",2016,4,NA,"mineable",NA,"Y",0,"SE",57.650115,-111.22123,1,1,NA,350.922253841249,539.957380023232,410.529084997396,2179.46659807349,1387.29429584226,788.90679292139,0.456571187797903,0.623014345884887,0.232514837511193,2497.38099199144,-522.917580545712,NA
"Y:237@10:SE-2017","Y:237@10:SE",2017,1,NA,"mineable",NA,"Y",0,"SE",57.650115,-111.22123,1,1,NA,211.244660358432,475.323284785808,315.610661293327,2242.40352224511,1364.23790969361,682.566800224574,0.538972267036305,0.753536943498631,0.250232363576655,2437.84771549722,-514.439071157294,NA
"Y:237@10:SE-2018","Y:237@10:SE",2018,4,NA,"mineable",NA,"Y",0,"SE",57.650115,-111.22123,1,1,NA,253.997421669739,540.878519469825,376.491206227207,2432.02381769342,1535.91475824478,812.014920983491,0.504357888923279,0.733818719909077,0.231430158687497,2699.7618883784,-618.93868899504,NA
"Y:237@10:SE-2019","Y:237@10:SE",2019,4,NA,"mineable",NA,"Y",0,"SE",57.650115,-111.22123,1,1,NA,178.319412735189,461.663037106206,291.843685292545,1774.32502747889,1243.09307897449,622.60548090076,0.554775646111463,0.760937743406091,0.272345455417762,2244.86821534982,-445.743813139888,NA
"Y:237@10:SW-2013","Y:237@10:SW",2013,3,0,"mineable",NA,"Y",0,"SW",57.650097,-111.23128,1,1,NA,340.915311128324,529.479537825975,374.386844823135,2339.91782855667,1795.92667183062,1053.99922540666,0.378758261227928,0.725785777900005,0.131283818241791,2838.60524253163,-937.244264659179,"absent"
"Y:237@10:SW-2014","Y:237@10:SW",2014,2,NA,"mineable",NA,"Y",0,"SW",57.650097,-111.23128,1,1,NA,309.086527225221,573.547789947915,452.103971247628,2413.80159481334,1909.85605712473,1048.0935625309,0.422731795611036,0.700901701071736,0.137145548943696,2914.45147140255,-940.835344992954,NA
"Y:237@10:SW-2015","Y:237@10:SW",2015,3,0,"mineable",NA,"Y",0,"SW",57.650097,-111.23128,1,1,NA,339.481361873796,526.211069720667,567.709600971856,1876.24363412816,2097.72525378727,1346.67484198739,0.164582743968762,0.535266766655755,-0.0554934477042687,2886.37903276806,-1323.31294021062,"absent"
"Y:237@10:SW-2016","Y:237@10:SW",2016,2,NA,"mineable",NA,"Y",0,"SW",57.650097,-111.23128,1,1,NA,374.461262908618,614.525900250709,500.121028265532,2357.9959340068,1940.45725307537,1188.52126836141,0.326396074991184,0.646299995365538,0.117339023043122,3113.20145939331,-927.649739000241,NA
"Y:237@10:SW-2017","Y:237@10:SW",2017,3,NA,"mineable",NA,"Y",0,"SW",57.650097,-111.23128,1,1,NA,375.457841718253,603.191426204986,491.146540547746,2429.54131965403,2121.34706768075,1186.81359933833,0.37194678168835,0.679419133869664,0.0919389960598691,3184.6159068696,-1040.21395951325,NA
"Y:237@10:SW-2018","Y:237@10:SW",2018,2,NA,"mineable",NA,"Y",0,"SW",57.650097,-111.23128,1,1,NA,382.629417376869,635.775262077079,502.903162335758,2605.58568797672,2204.01886332848,1218.57317980315,0.363627522789675,0.678838953489469,0.0843723649211994,3337.67541379982,-1160.08492005086,NA
"Y:237@10:SW-2019","Y:237@10:SW",2019,2,NA,"mineable",NA,"Y",0,"SW",57.650097,-111.23128,1,1,NA,287.383449897515,573.735577401888,440.349819923173,2056.51364543309,1883.5267791786,995.556293813358,0.408977862707929,0.686540935758038,0.115896608969878,2927.93515301034,-930.145403233688,NA
"Y:238@24:A-2013","Y:238@24:A",2013,2,NA,"west",NA,"Y",0,"A",57.433172,-111.46314,1,1,"west",243.663429619708,489.161357327277,397.19281540582,2417.62319705705,1386.60486673267,724.431085357095,0.534221345993065,0.711437629097804,0.266924547360096,2591.71336602605,-480.173779532837,NA
"Y:238@24:A-2014","Y:238@24:A",2014,1,NA,"west",NA,"Y",0,"A",57.433172,-111.46314,1,1,"west",231.187617688739,501.367125774076,377.502722613709,2529.55375342147,1398.12005221983,686.088443693825,0.575029355488768,0.741143143813079,0.277482124531139,2646.78232681022,-449.950638256848,NA
"Y:238@24:A-2015","Y:238@24:A",2015,3,0,"west",NA,"Y",0,"A",57.433172,-111.46314,1,1,"west",362.933681789063,625.892153436997,666.744448003417,2319.94676101178,1916.68344883816,1119.00394560596,0.345812056444672,0.549563024734779,0.0929207767743914,3081.96723551919,-929.626532955759,"absent"
"Y:238@24:A-2016","Y:238@24:A",2016,3,0,"west",NA,"Y",0,"A",57.433172,-111.46314,1,1,"west",271.011385475511,544.433099411799,434.783753615592,2552.99662221187,1533.38516490983,822.488808650244,0.508671639063692,0.704814171979334,0.245953753364953,2801.90393827286,-570.386792184012,"absent"
"Y:238@24:A-2017","Y:238@24:A",2017,1,0,"west",NA,"Y",0,"A",57.433172,-111.46314,1,1,"west",260.459039465766,502.52363481063,415.760822510823,2283.39177003863,1554.0268621513,796.941738007882,0.498572185755035,0.700298633115246,0.213464816405334,2665.05152568478,-629.26251473366,"absent"
"Y:238@24:A-2018","Y:238@24:A",2018,4,0,"west",NA,"Y",0,"A",57.433172,-111.46314,1,1,"west",293.558310523557,544.847640401452,454.073190262652,2428.60931221245,1628.54857026382,884.856715780483,0.4691254358179,0.684888311161325,0.201594700393366,2808.35241062062,-686.668956658513,"absent"
"Y:238@24:A-2019","Y:238@24:A",2019,2,0,"west",NA,"Y",0,"A",57.433172,-111.46314,1,1,"west",324.611864966125,580.233314891387,540.062115388349,1918.90728068643,1648.22173529012,981.241259487896,0.33263897337927,0.562792719629475,0.0868875340227777,2651.84324511434,-809.27539885854,"absent"
"Y:238@24:B-2013","Y:238@24:B",2013,2,NA,"west",NA,"Y",0,"B",57.4277,-111.46349,1,1,"west",243.582434470947,499.978903671442,359.794333480781,2675.04155182778,1399.21337915547,695.014024521647,0.579006649372681,0.756260638257037,0.305637566605628,2722.02868687037,-424.167012491635,NA
"Y:238@24:B-2014","Y:238@24:B",2014,2,NA,"west",NA,"Y",0,"B",57.4277,-111.46349,1,1,"west",219.422034321231,507.173091973187,332.567116948518,2650.27451881089,1367.82315945875,629.544228566243,0.640573253575967,0.791006191192429,0.341985158062755,2700.17917713203,-356.127248514183,NA
"Y:238@24:B-2015","Y:238@24:B",2015,2,0,"west",NA,"Y",0,"B",57.4277,-111.46349,1,1,"west",308.4897127043,573.925692152393,541.861779350551,2462.89730851679,1671.63347964658,936.620056256876,0.439127370429006,0.627988089641838,0.184870218694457,2913.30169720871,-696.299152758401,"absent"
"Y:238@24:B-2016","Y:238@24:B",2016,4,NA,"west",NA,"Y",0,"B",57.4277,-111.46349,1,1,"west",243.942211938707,553.919777240918,355.128171538104,3184.83969625824,1437.31446572981,693.481529370399,0.635376118610536,0.795203301963022,0.370374422728409,3038.83416527726,-319.766904941191,NA
"Y:238@24:B-2017","Y:238@24:B",2017,3,0,"west",NA,"Y",0,"B",57.4277,-111.46349,1,1,"west",227.15525083081,508.346240656935,344.860361586535,2897.48347454263,1450.4409472932,670.434278131274,0.615730251573338,0.782876760294507,0.326005384006551,2857.95232574546,-406.857090282646,"absent"
"Y:238@24:B-2018","Y:238@24:B",2018,1,0,"west",NA,"Y",0,"B",57.4277,-111.46349,1,1,"west",255.519542459197,543.833747320426,355.079287034832,3077.19739811948,1503.27315208638,724.83355450452,0.612683122831146,0.788922887840502,0.338282965265538,3019.24240383817,-406.940126251319,"absent"
"Y:238@24:B-2019","Y:238@24:B",2019,4,0,"west",NA,"Y",0,"B",57.4277,-111.46349,1,1,"west",286.425442625926,572.449090929713,513.909212063471,1972.07685982284,1459.23486111584,847.889635577937,0.404542751542759,0.585437491659349,0.159088228270995,2516.006702155,-618.987418444543,"absent"
"Y:239@24:A-2013","Y:239@24:A",2013,3,NA,"west",NA,"Y",0,"A",57.438473,-111.46054,1,1,"west",179.746803594449,423.612978109249,324.85780806124,2549.17373641596,1161.6020270547,520.176004383592,0.67402301262869,0.78057679316196,0.399337851903821,2580.41764987663,-200.150686435469,NA
"Y:239@24:A-2014","Y:239@24:A",2014,4,NA,"west",NA,"Y",0,"A",57.438473,-111.46054,1,1,"west",219.969100672454,472.539919845598,367.342519362123,2418.24363619306,1337.11514456845,671.744175162895,0.558687999446984,0.737598646798793,0.283799599260477,2562.44556741672,-405.75316897889,NA
"Y:239@24:A-2015","Y:239@24:A",2015,3,0,"west",NA,"Y",0,"A",57.438473,-111.46054,1,1,"west",435.444058447654,677.38855106852,788.075843290564,2472.66014923597,2268.52399926114,1387.22271906658,0.27612817546017,0.509078148799756,0.0392403171035272,3490.15345445205,-1205.5399671977,"absent"
"Y:239@24:A-2016","Y:239@24:A",2016,2,NA,"west",NA,"Y",0,"A",57.438473,-111.46054,1,1,"west",268.946912689639,533.835809106507,449.467842364108,2734.84498300287,1498.22824906765,806.904997267358,0.543720848503213,0.717108652195946,0.291547894171261,2886.31607805982,-491.872901683474,NA
"Y:239@24:A-2017","Y:239@24:A",2017,1,1,"west",NA,"Y",0,"A",57.438473,-111.46054,1,1,"west",255.181659087903,494.581018661907,416.753137549432,2544.34580389376,1552.79944862674,783.787732980001,0.552951546966624,0.731002536223188,0.267496867000296,2838.39725718248,-540.232914755092,"present"
"Y:239@24:A-2018","Y:239@24:A",2018,4,0,"west",NA,"Y",0,"A",57.438473,-111.46054,1,1,"west",341.045390503938,598.721068187451,562.035876561553,2521.70829676976,1867.90798431934,1061.40935534287,0.418341218461457,0.641154005034594,0.161473228492161,3095.61548147305,-862.779426877156,"absent"
"Y:239@24:A-2019","Y:239@24:A",2019,4,NA,"west",NA,"Y",0,"A",57.438473,-111.46054,1,1,"west",383.499577231441,640.783916268487,650.981039420611,2066.01423450835,1933.56998431047,1197.79512345951,0.275149263645314,0.527310536452448,0.0427647487634126,2969.76669151912,-1018.75034457275,NA
"Y:239@24:B-2013","Y:239@24:B",2013,3,NA,"west",NA,"Y",0,"B",57.44237,-111.46819,1,1,"west",200.463392523258,420.891237095878,364.161875191225,2256.5438485161,1239.70029576076,625.998016929754,0.594383195172124,0.741985870993292,0.321274727680911,2338.47659393294,-363.301009960678,NA
"Y:239@24:B-2014","Y:239@24:B",2014,3,NA,"west",NA,"Y",0,"B",57.44237,-111.46819,1,1,"west",205.393407141319,434.554489104445,332.806865955783,2170.90943034891,1312.24544177139,626.22380364205,0.531909828042668,0.721033284215993,0.251762574692228,2415.88951853831,-427.756740736229,NA
"Y:239@24:B-2015","Y:239@24:B",2015,4,0,"west",NA,"Y",0,"B",57.44237,-111.46819,1,1,"west",326.441907373622,489.61419085068,527.042522691989,2035.73230818045,1859.83874805942,1102.74769113964,0.277327148458381,0.564904723437375,0.0296828395483896,2775.77396445035,-1026.1771321824,"absent"
"Y:239@24:B-2016","Y:239@24:B",2016,3,NA,"west",NA,"Y",0,"B",57.44237,-111.46819,1,1,"west",252.006657450112,475.542811653654,412.531190862012,2322.5414291704,1440.76017315036,777.882772218886,0.496589158325774,0.697930441303429,0.232750248022141,2584.34695660702,-561.938729248586,NA
"Y:239@24:B-2017","Y:239@24:B",2017,1,0,"west",NA,"Y",0,"B",57.44237,-111.46819,1,1,"west",218.819030675264,443.789726562943,348.200868018176,2509.776592972,1379.34056681814,680.426144798123,0.567863550477821,0.749254474027602,0.286376908448702,2579.85996420841,-471.376997301891,"absent"
"Y:239@24:B-2018","Y:239@24:B",2018,4,0,"west",NA,"Y",0,"B",57.44237,-111.46819,1,1,"west",236.725560075697,436.273119766111,368.508827495552,2225.98708737974,1377.86714562535,725.608037667003,0.508166234705367,0.715160443925808,0.235610928499711,2449.78559622027,-540.597895986265,"absent"
"Y:239@24:B-2019","Y:239@24:B",2019,4,NA,"west",NA,"Y",0,"B",57.44237,-111.46819,1,1,"west",354.704539531089,573.770519111131,602.867417589266,1603.06642718733,1793.58895486532,1128.97425408229,0.187853744858511,0.462806758679931,-0.0402760661891181,2618.36909865774,-1026.81052106134,NA
"Y:240@11:NE-2013","Y:240@11:NE",2013,4,0,"unmineable",NA,"Y",0,"NE",57.816259,-111.11743,0,1,NA,204.884433742788,393.757113111856,315.125023264471,1963.94301367951,1213.65923948446,610.129559836218,0.529138658604455,0.696217834537652,0.24017586590227,2162.08117443991,-463.418438335195,"absent"
"Y:240@11:NE-2014","Y:240@11:NE",2014,2,NA,"unmineable",NA,"Y",0,"NE",57.816259,-111.11743,0,1,NA,216.359628001117,464.413014144798,355.641820212172,2293.11432160804,1382.93544109436,675.36023287735,0.555362863874865,0.738955813569772,0.255283534924826,2461.09982814826,-501.669973070794,NA
"Y:240@11:NE-2015","Y:240@11:NE",2015,2,0,"unmineable",NA,"Y",0,"NE",57.816259,-111.11743,0,1,NA,352.744108272846,586.293731388424,694.98244114089,2178.09576819282,2024.03272729388,1166.88461985855,0.306229103355549,0.520576645378713,0.040447598120137,3068.97095469244,-1060.55491072841,"absent"
"Y:240@11:NE-2016","Y:240@11:NE",2016,1,NA,"unmineable",NA,"Y",0,"NE",57.816259,-111.11743,0,1,NA,271.480771915131,486.899939512377,450.751605248464,1974.40616275824,1550.38135120045,878.865310348036,0.391743699509894,0.632817148039783,0.120458836378907,2495.83188092604,-749.390384405243,NA
"Y:240@11:NE-2017","Y:240@11:NE",2017,3,NA,"unmineable",NA,"Y",0,"NE",57.816259,-111.11743,0,1,NA,254.509439558906,488.049367206402,408.957763353806,2188.69058835846,1600.75400148893,808.69271705751,0.469765389434336,0.687379446240493,0.163271355478522,2587.90481798169,-713.403561797413,NA
"Y:240@11:NE-2018","Y:240@11:NE",2018,3,NA,"unmineable",NA,"Y",0,"NE",57.816259,-111.11743,0,1,NA,263.25254745952,478.082774986041,400.010038619021,2232.58539223897,1594.65946631305,820.355329890192,0.461798594758073,0.693982381775778,0.166316544449407,2615.93989677206,-714.619861187884,NA
"Y:240@11:NE-2019","Y:240@11:NE",2019,3,NA,"unmineable",NA,"Y",0,"NE",57.816259,-111.11743,0,1,NA,305.198411036665,543.16354922762,493.431555927787,2150.70031290713,1844.27341568956,989.730643960543,0.38798723565392,0.630406426643357,0.097227383430281,2761.41160466976,-923.180590347572,NA
"Y:240@11:NW-2013","Y:240@11:NW",2013,2,0,"unmineable",NA,"Y",0,"NW",57.816464,-111.12779,0,1,NA,190.935079260811,371.00055773831,316.205074179195,1791.935091655,989.634012121514,494.61789968147,0.548267310681729,0.663962314525379,0.283746161806293,1929.30351482097,-303.336012306186,"absent"
"Y:240@11:NW-2014","Y:240@11:NW",2014,2,NA,"unmineable",NA,"Y",0,"NW",57.816464,-111.12779,0,1,NA,213.483837983218,453.59081219092,359.882905940533,2376.70110804011,1385.07220851976,666.365690418056,0.562453844554202,0.741048926943398,0.262896423183218,2507.54330528736,-484.462301619301,NA
"Y:240@11:NW-2015","Y:240@11:NW",2015,4,0,"unmineable",NA,"Y",0,"NW",57.816464,-111.12779,0,1,NA,411.573745398659,673.01042350929,791.216749501135,2433.32017897203,2321.90075356643,1326.25959619747,0.297768222257593,0.513293580373039,0.0256570589932096,3486.23621420374,-1225.74507425666,"absent"
"Y:240@11:NW-2016","Y:240@11:NW",2016,1,NA,"unmineable",NA,"Y",0,"NW",57.816464,-111.12779,0,1,NA,289.431453961801,507.296227210193,501.521503910366,2061.35646914468,1658.23146759541,925.790067300424,0.370615163129509,0.601781453343475,0.105172594048482,2614.25968228561,-808.11301349417,NA
"Y:240@11:NW-2017","Y:240@11:NW",2017,2,NA,"unmineable",NA,"Y",0,"NW",57.816464,-111.12779,0,1,NA,259.784713012655,500.19396898975,420.344533544861,2335.58525339911,1640.75048027466,826.666063483015,0.482918309225419,0.697103980371873,0.178241992262188,2701.18744359903,-712.973642219551,NA
"Y:240@11:NW-2018","Y:240@11:NW",2018,1,NA,"unmineable",NA,"Y",0,"NW",57.816464,-111.12779,0,1,NA,269.5889716545,497.722258716211,429.686303186545,2253.78359753604,1618.65044681036,841.54753789522,0.455923637361361,0.679077986619922,0.164322407958791,2665.40001042475,-722.003310298329,NA
"Y:240@11:NW-2019","Y:240@11:NW",2019,4,NA,"unmineable",NA,"Y",0,"NW",57.816464,-111.12779,0,1,NA,347.269920553277,603.571873876778,563.406337146611,2173.02358613339,2051.31258133684,1100.61488169751,0.353365209935004,0.606698673617738,0.057169664206431,3062.01929308591,-1068.65204967899,NA
"Y:240@11:SE-2013","Y:240@11:SE",2013,4,0,"unmineable",NA,"Y",0,"SE",57.810887,-111.11748,0,1,NA,189.232191925597,415.673670759593,267.792528967545,2222.20169673911,1225.60298610711,564.581483830057,0.595652366334031,0.780969251037361,0.290500650491715,2307.59617524932,-390.167137165888,"absent"
"Y:240@11:SE-2014","Y:240@11:SE",2014,1,NA,"unmineable",NA,"Y",0,"SE",57.810887,-111.11748,0,1,NA,175.067715839434,425.507023308545,270.50092715359,2387.59820622202,1174.8507907227,521.694404411906,0.644590831916646,0.797737685634548,0.339570496104113,2319.42987489864,-316.941218711208,NA
"Y:240@11:SE-2015","Y:240@11:SE",2015,1,0,"unmineable",NA,"Y",0,"SE",57.810887,-111.11748,0,1,NA,259.17066831921,466.070766318864,450.200313214581,2114.63783363117,1622.98184124056,855.454132318748,0.441788402952291,0.665325915606597,0.141135506568469,2595.38091918727,-760.801894331392,"absent"
"Y:240@11:SE-2016","Y:240@11:SE",2016,3,NA,"unmineable",NA,"Y",0,"SE",57.810887,-111.11748,0,1,NA,207.348580926577,423.664557752541,333.34325339636,1981.17254664591,1264.95558309794,660.474130973655,0.517605277116752,0.723090371459345,0.221799566642145,2211.43899766578,-509.112648229761,NA
"Y:240@11:SE-2017","Y:240@11:SE",2017,1,NA,"unmineable",NA,"Y",0,"SE",57.810887,-111.11748,0,1,NA,182.405487980631,421.755586941065,286.274879421994,2331.39280567245,1252.92017832094,548.970513633481,0.61968171986229,0.783900506994744,0.301839637692867,2350.32571789358,-386.496824843873,NA
"Y:240@11:SE-2018","Y:240@11:SE",2018,1,NA,"unmineable",NA,"Y",0,"SE",57.810887,-111.11748,0,1,NA,213.885686285813,421.671528218135,273.854047770027,2347.43056436271,1320.7011683096,605.751109701966,0.589014588945277,0.790563711671586,0.279289293723784,2410.51795717127,-453.214779042486,NA
"Y:240@11:SE-2019","Y:240@11:SE",2019,4,NA,"unmineable",NA,"Y",0,"SE",57.810887,-111.11748,0,1,NA,209.38031071655,467.539934859053,338.455515843277,2207.85950020176,1366.32328836879,640.989878172979,0.556977778592139,0.73745393237935,0.247361631737384,2394.64754094224,-497.948895688015,NA
"Y:240@11:SW-2013","Y:240@11:SW",2013,2,0,"unmineable",NA,"Y",0,"SW",57.810877,-111.12758,0,1,NA,191.023236602211,405.506239013285,280.959972335091,2304.13352160841,1202.1247802657,542.400862607226,0.624005390795759,0.715715120424735,0.322377658226524,2338.89758776212,-341.00946366099,"absent"
"Y:240@11:SW-2014","Y:240@11:SW",2014,4,NA,"unmineable",NA,"Y",0,"SW",57.810877,-111.12758,0,1,NA,186.500696425655,463.005873990183,299.912999625371,2656.99191665946,1310.28937686714,575.14043303267,0.64822050848826,0.79975666223765,0.340061244014514,2576.01813468008,-349.903625298022,NA
"Y:240@11:SW-2015","Y:240@11:SW",2015,3,0,"unmineable",NA,"Y",0,"SW",57.810877,-111.12758,0,1,NA,299.001570559926,551.231976984333,584.580309885402,2352.08288425886,1850.30627359442,994.137834644535,0.428079011966672,0.618859142302372,0.134327355332356,2980.10383121812,-857.805403089728,"absent"
"Y:240@11:SW-2016","Y:240@11:SW",2016,3,NA,"unmineable",NA,"Y",0,"SW",57.810877,-111.12758,0,1,NA,236.62172079575,469.144818112831,414.821479688386,2261.78195152878,1519.27873836489,782.232707030537,0.481875313499442,0.693863629610025,0.186122399629764,2553.07748572616,-646.262926862819,NA
"Y:240@11:SW-2017","Y:240@11:SW",2017,2,NA,"unmineable",NA,"Y",0,"SW",57.810877,-111.12758,0,1,NA,236.986556583384,479.739656878284,384.563533231511,2467.28032813656,1599.24143396444,757.302469669463,0.551201772361688,0.741629182510852,0.230080574178346,2682.06899654909,-624.029233227669,NA
"Y:240@11:SW-2018","Y:240@11:SW",2018,1,NA,"unmineable",NA,"Y",0,"SW",57.810877,-111.12758,0,1,NA,238.774041093917,468.752735271798,363.488103128632,2419.60292210599,1579.67409200503,753.488717904383,0.52472733734198,0.738601367225091,0.209710785494679,2673.22129112225,-645.809699543721,NA
"Y:240@11:SW-2019","Y:240@11:SW",2019,3,NA,"unmineable",NA,"Y",0,"SW",57.810877,-111.12758,0,1,NA,255.322180916977,490.08735579186,444.806312017905,2023.02575814338,1692.09611634631,864.05225593883,0.414914013047409,0.63694010991161,0.105716169289714,2606.58683439046,-822.013533677223,NA
"Y:241@24:A-2013","Y:241@24:A",2013,1,NA,"west",NA,"Y",0,"A",57.444553,-111.45084,1,1,"west",206.444891126331,424.210443895428,307.821688201028,2049.33094522846,1200.74086744874,578.273233245606,0.609815974973471,0.72065729093221,0.328001576494854,2269.21647535145,-344.127110988574,NA
"Y:241@24:A-2014","Y:241@24:A",2014,3,NA,"west",NA,"Y",0,"A",57.444553,-111.45084,1,1,"west",210.465051285983,460.902565416719,327.65230980727,2295.44452376133,1287.63485288209,616.236222184822,0.566138002798519,0.746445023677275,0.27483568862875,2420.2805903947,-402.674036219223,NA
"Y:241@24:A-2015","Y:241@24:A",2015,2,0,"west",NA,"Y",0,"A",57.444553,-111.45084,1,1,"west",303.5779839755,489.803993714181,481.497769996659,2011.72240992541,1733.39056626283,997.32413518627,0.333039684018045,0.604555214520732,0.0720066684906887,2649.93092161999,-912.265665328481,"absent"
"Y:241@24:A-2016","Y:241@24:A",2016,4,0,"west",NA,"Y",0,"A",57.444553,-111.45084,1,1,"west",278.326414158121,531.96105614531,419.63869425315,2315.40073827925,1509.22985144197,824.892182660211,0.479433362920459,0.697338840395792,0.20982809291977,2648.64223313836,-618.372630507774,"absent"
"Y:241@24:A-2017","Y:241@24:A",2017,2,0,"west",NA,"Y",0,"A",57.444553,-111.45084,1,1,"west",234.119021114817,460.087989594145,343.894197885415,2236.9447616151,1444.45154336822,703.580353155193,0.5257638045382,0.735824845160872,0.224988383649508,2481.20162356369,-572.864973500109,"absent"
"Y:241@24:A-2018","Y:241@24:A",2018,1,NA,"west",NA,"Y",0,"A",57.444553,-111.45084,1,1,"west",295.059716849316,532.528967028328,429.476498135547,2284.18473376479,1580.365501209,865.061988591953,0.462020473692859,0.691945030795357,0.191729237114779,2684.6876963288,-688.196186904611,NA
"Y:241@24:A-2019","Y:241@24:A",2019,4,0,"west",NA,"Y",0,"A",57.444553,-111.45084,1,1,"west",300.095031831141,495.892056100152,465.510162791588,1647.61920367259,1509.65337875431,877.892835420942,0.327398652418536,0.542960662135748,0.0685129311491044,2345.7053764799,-770.304709181521,"absent"
"Y:242@24:A-2013","Y:242@24:A",2013,3,NA,"west",NA,"Y",0,"A",57.441426,-111.43846,1,1,"west",204.969030904934,460.001853342918,348.665890310667,2543.52466429098,1257.72172240287,611.762482341781,0.624490588571795,0.761768094773513,0.357777662180965,2584.28769659275,-306.61718018749,NA
"Y:242@24:A-2014","Y:242@24:A",2014,2,NA,"west",NA,"Y",0,"A",57.441426,-111.43846,1,1,"west",207.723975314392,480.264259237696,346.891258150908,2640.14860852352,1312.75858756404,613.887032293122,0.609956042085435,0.766077383822895,0.325678942899441,2660.1470860537,-336.67992135732,NA
