location,year,datetime,occupied,region,latitude,longitude
Y-1-200-CT2,2019,NA,NOT SURVEYED,UNMINEABLE,54.62888,-110.7312
Y-1-200-CT2,2020,NA,NOT SURVEYED,UNMINEABLE,54.62888,-110.7312
Y-1-200-CT2,2021,NA,NOT SURVEYED,UNMINEABLE,54.62888,-110.7312
Y-1-200-CT3,2013,NA,NOT SURVEYED,OTHER,54.63078,-110.7352
Y-1-200-CT3,2014,NA,NOT SURVEYED,OTHER,54.63078,-110.7352
Y-1-200-CT3,2015,NA,NOT SURVEYED,OTHER,54.63078,-110.7352
Y-1-200-CT3,2016,NA,NOT SURVEYED,OTHER,54.63078,-110.7352
Y-1-200-CT3,2017,NA,NOT SURVEYED,OTHER,54.63078,-110.7352
Y-1-200-CT3,2018,NA,NOT SURVEYED,OTHER,54.63078,-110.7352
Y-1-200-CT3,2020,NA,NOT SURVEYED,OTHER,54.63078,-110.7352
Y-1-200-CT3,2021,NA,NOT SURVEYED,OTHER,54.63078,-110.7352
Y-1-200-CT3,2019,NA,NOT SURVEYED,OTHER,54.63078,-110.7352
Y-1-200-NE,2014,NA,NOT SURVEYED,UNMINEABLE,54.63144,-110.7269
Y-1-200-NE,2018,NA,NOT SURVEYED,UNMINEABLE,54.63144,-110.7269
Y-1-200-NE,2020,NA,NOT SURVEYED,UNMINEABLE,54.63144,-110.7269
Y-1-200-NE,2021,NA,NOT SURVEYED,UNMINEABLE,54.63144,-110.7269
Y-1-200-NW,2014,NA,NOT SURVEYED,UNMINEABLE,54.63078,-110.7352
Y-1-200-NW,2018,NA,NOT SURVEYED,UNMINEABLE,54.63078,-110.7352
Y-1-200-NW,2019,NA,NOT SURVEYED,UNMINEABLE,54.63078,-110.7352
Y-1-200-NW,2020,NA,NOT SURVEYED,UNMINEABLE,54.63078,-110.7352
Y-1-200-NW,2021,NA,NOT SURVEYED,UNMINEABLE,54.63078,-110.7352
Y-1-200-SE,2014,NA,NOT SURVEYED,UNMINEABLE,54.62605,-110.7269
Y-1-200-SE,2018,NA,NOT SURVEYED,UNMINEABLE,54.62605,-110.7269
Y-1-200-SE,2020,NA,NOT SURVEYED,UNMINEABLE,54.62605,-110.7269
Y-1-200-SE,2021,NA,NOT SURVEYED,UNMINEABLE,54.62605,-110.7269
Y-1-200-SE,2013,NA,NOT SURVEYED,UNMINEABLE,54.62605,-110.7269
Y-1-200-SW,2014,NA,NOT SURVEYED,UNMINEABLE,54.62593,-110.7349
Y-1-200-SW,2018,NA,NOT SURVEYED,UNMINEABLE,54.62593,-110.7349
Y-1-200-SW,2019,NA,NOT SURVEYED,UNMINEABLE,54.62593,-110.7349
Y-1-200-SW,2020,NA,NOT SURVEYED,UNMINEABLE,54.62593,-110.7349
Y-1-200-SW,2021,NA,NOT SURVEYED,UNMINEABLE,54.62593,-110.7349
Y-1-200-SW2,2013,NA,NOT SURVEYED,UNMINEABLE,54.63078,-110.7352
Y-1-200-SW2,2014,NA,NOT SURVEYED,UNMINEABLE,54.63078,-110.7352
Y-1-200-SW2,2015,NA,NOT SURVEYED,UNMINEABLE,54.63078,-110.7352
Y-1-200-SW2,2016,NA,NOT SURVEYED,UNMINEABLE,54.63078,-110.7352
Y-1-200-SW2,2017,NA,NOT SURVEYED,UNMINEABLE,54.63078,-110.7352
Y-1-200-SW2,2018,NA,NOT SURVEYED,UNMINEABLE,54.63078,-110.7352
Y-1-200-SW2,2020,NA,NOT SURVEYED,UNMINEABLE,54.63078,-110.7352
Y-1-200-SW2,2021,NA,NOT SURVEYED,UNMINEABLE,54.63078,-110.7352
Y-1-200-SW2,2019,NA,NOT SURVEYED,UNMINEABLE,54.63078,-110.7352
Y-1-201-CT,2014,NA,NOT SURVEYED,UNMINEABLE,54.64075,-110.7189
Y-1-201-CT,2016,NA,NOT SURVEYED,UNMINEABLE,54.64075,-110.7189
Y-1-201-CT,2017,NA,NOT SURVEYED,UNMINEABLE,54.64075,-110.7189
Y-1-201-CT,2018,NA,NOT SURVEYED,UNMINEABLE,54.64075,-110.7189
Y-1-201-CT,2019,NA,NOT SURVEYED,UNMINEABLE,54.64075,-110.7189
Y-1-201-CT,2020,NA,NOT SURVEYED,UNMINEABLE,54.64075,-110.7189
Y-1-201-CT,2021,NA,NOT SURVEYED,UNMINEABLE,54.64075,-110.7189
Y-1-201-CT,2015,NA,NOT SURVEYED,UNMINEABLE,54.64075,-110.7189
Y-1-201-NE,2014,NA,NOT SURVEYED,UNMINEABLE,54.64344,-110.7142
Y-1-201-NE,2016,NA,NOT SURVEYED,UNMINEABLE,54.64344,-110.7142
Y-1-201-NE,2017,NA,NOT SURVEYED,UNMINEABLE,54.64344,-110.7142
Y-1-201-NE,2018,NA,NOT SURVEYED,UNMINEABLE,54.64344,-110.7142
Y-1-201-NE,2019,NA,NOT SURVEYED,UNMINEABLE,54.64344,-110.7142
Y-1-201-NE,2020,NA,NOT SURVEYED,UNMINEABLE,54.64344,-110.7142
Y-1-201-NE,2021,NA,NOT SURVEYED,UNMINEABLE,54.64344,-110.7142
Y-1-201-NE,2015,NA,NOT SURVEYED,UNMINEABLE,54.64344,-110.7142
Y-1-201-NW,2014,NA,NOT SURVEYED,UNMINEABLE,54.64346,-110.7235
Y-1-201-NW,2016,NA,NOT SURVEYED,UNMINEABLE,54.64346,-110.7235
Y-1-201-NW,2017,NA,NOT SURVEYED,UNMINEABLE,54.64346,-110.7235
Y-1-201-NW,2018,NA,NOT SURVEYED,UNMINEABLE,54.64346,-110.7235
Y-1-201-NW,2019,NA,NOT SURVEYED,UNMINEABLE,54.64346,-110.7235
Y-1-201-NW,2020,NA,NOT SURVEYED,UNMINEABLE,54.64346,-110.7235
Y-1-201-NW,2021,NA,NOT SURVEYED,UNMINEABLE,54.64346,-110.7235
Y-1-201-SE,2013,NA,NOT SURVEYED,UNMINEABLE,54.63804,-110.7143
Y-1-201-SE,2014,NA,NOT SURVEYED,UNMINEABLE,54.63804,-110.7143
Y-1-201-SE,2016,NA,NOT SURVEYED,UNMINEABLE,54.63804,-110.7143
Y-1-201-SE,2017,NA,NOT SURVEYED,UNMINEABLE,54.63804,-110.7143
Y-1-201-SE,2018,NA,NOT SURVEYED,UNMINEABLE,54.63804,-110.7143
Y-1-201-SE,2019,NA,NOT SURVEYED,UNMINEABLE,54.63804,-110.7143
Y-1-201-SE,2020,NA,NOT SURVEYED,UNMINEABLE,54.63804,-110.7143
Y-1-201-SE,2021,NA,NOT SURVEYED,UNMINEABLE,54.63804,-110.7143
Y-1-201-SW,2014,NA,NOT SURVEYED,UNMINEABLE,54.63807,-110.7235
Y-1-201-SW,2016,NA,NOT SURVEYED,UNMINEABLE,54.63807,-110.7235
Y-1-201-SW,2017,NA,NOT SURVEYED,UNMINEABLE,54.63807,-110.7235
Y-1-201-SW,2018,NA,NOT SURVEYED,UNMINEABLE,54.63807,-110.7235
Y-1-201-SW,2019,NA,NOT SURVEYED,UNMINEABLE,54.63807,-110.7235
Y-1-201-SW,2020,NA,NOT SURVEYED,UNMINEABLE,54.63807,-110.7235
Y-1-201-SW,2021,NA,NOT SURVEYED,UNMINEABLE,54.63807,-110.7235
Y-1-201-SW,2015,NA,NOT SURVEYED,UNMINEABLE,54.63807,-110.7235
Y-1-203-A,2013,NA,NOT SURVEYED,UNMINEABLE,54.67455,-110.7035
Y-1-203-A,2014,NA,NOT SURVEYED,UNMINEABLE,54.67455,-110.7035
Y-1-203-A,2015,NA,NOT SURVEYED,UNMINEABLE,54.67455,-110.7035
Y-1-203-A,2016,NA,NOT SURVEYED,UNMINEABLE,54.67455,-110.7035
Y-1-203-A,2017,NA,NOT SURVEYED,UNMINEABLE,54.67455,-110.7035
Y-1-203-A,2018,NA,NOT SURVEYED,UNMINEABLE,54.67455,-110.7035
Y-1-203-A,2020,NA,NOT SURVEYED,UNMINEABLE,54.67455,-110.7035
Y-1-203-B,2013,NA,NOT SURVEYED,UNMINEABLE,54.68077,-110.704
Y-1-203-B,2014,NA,NOT SURVEYED,UNMINEABLE,54.68077,-110.704
Y-1-203-B,2015,NA,NOT SURVEYED,UNMINEABLE,54.68077,-110.704
Y-1-203-B,2016,NA,NOT SURVEYED,UNMINEABLE,54.68077,-110.704
Y-1-203-B,2017,NA,NOT SURVEYED,UNMINEABLE,54.68077,-110.704
Y-1-203-B,2018,NA,NOT SURVEYED,UNMINEABLE,54.68077,-110.704
Y-1-203-B,2020,NA,NOT SURVEYED,UNMINEABLE,54.68077,-110.704
Y-1-203-CT,2014,NA,NOT SURVEYED,UNMINEABLE,54.66832,-110.6939
Y-1-203-CT,2015,NA,NOT SURVEYED,UNMINEABLE,54.66832,-110.6939
Y-1-203-CT,2016,NA,NOT SURVEYED,UNMINEABLE,54.66832,-110.6939
Y-1-203-CT,2017,NA,NOT SURVEYED,UNMINEABLE,54.66832,-110.6939
Y-1-203-CT,2018,NA,NOT SURVEYED,UNMINEABLE,54.66832,-110.6939
Y-1-203-CT,2020,NA,NOT SURVEYED,UNMINEABLE,54.66832,-110.6939
Y-1-203-CT,2021,NA,NOT SURVEYED,UNMINEABLE,54.66832,-110.6939
Y-1-203-NE,2014,NA,NOT SURVEYED,UNMINEABLE,54.67121,-110.6891
Y-1-203-NE,2015,NA,NOT SURVEYED,UNMINEABLE,54.67121,-110.6891
Y-1-203-NE,2016,NA,NOT SURVEYED,UNMINEABLE,54.67121,-110.6891
Y-1-203-NE,2017,NA,NOT SURVEYED,UNMINEABLE,54.67121,-110.6891
Y-1-203-NE,2018,NA,NOT SURVEYED,UNMINEABLE,54.67121,-110.6891
Y-1-203-NE,2020,NA,NOT SURVEYED,UNMINEABLE,54.67121,-110.6891
Y-1-203-NE,2021,NA,NOT SURVEYED,UNMINEABLE,54.67121,-110.6891
Y-1-203-NW,2014,NA,NOT SURVEYED,UNMINEABLE,54.67102,-110.6985
Y-1-203-NW,2015,NA,NOT SURVEYED,UNMINEABLE,54.67102,-110.6985
Y-1-203-NW,2016,NA,NOT SURVEYED,UNMINEABLE,54.67102,-110.6985
Y-1-203-NW,2017,NA,NOT SURVEYED,UNMINEABLE,54.67102,-110.6985
Y-1-203-NW,2018,NA,NOT SURVEYED,UNMINEABLE,54.67102,-110.6985
Y-1-203-NW,2020,NA,NOT SURVEYED,UNMINEABLE,54.67102,-110.6985
Y-1-203-NW,2021,NA,NOT SURVEYED,UNMINEABLE,54.67102,-110.6985
Y-1-203-SE,2014,NA,NOT SURVEYED,UNMINEABLE,54.66589,-110.6891
Y-1-203-SE,2015,NA,NOT SURVEYED,UNMINEABLE,54.66589,-110.6891
Y-1-203-SE,2016,NA,NOT SURVEYED,UNMINEABLE,54.66589,-110.6891
Y-1-203-SE,2017,NA,NOT SURVEYED,UNMINEABLE,54.66589,-110.6891
Y-1-203-SE,2018,NA,NOT SURVEYED,UNMINEABLE,54.66589,-110.6891
Y-1-203-SE,2020,NA,NOT SURVEYED,UNMINEABLE,54.66589,-110.6891
Y-1-203-SE,2021,NA,NOT SURVEYED,UNMINEABLE,54.66589,-110.6891
Y-1-203-SW,2014,NA,NOT SURVEYED,UNMINEABLE,54.66587,-110.6984
Y-1-203-SW,2015,NA,NOT SURVEYED,UNMINEABLE,54.66587,-110.6984
Y-1-203-SW,2016,NA,NOT SURVEYED,UNMINEABLE,54.66587,-110.6984
Y-1-203-SW,2017,NA,NOT SURVEYED,UNMINEABLE,54.66587,-110.6984
Y-1-203-SW,2018,NA,NOT SURVEYED,UNMINEABLE,54.66587,-110.6984
Y-1-203-SW,2020,NA,NOT SURVEYED,UNMINEABLE,54.66587,-110.6984
Y-1-203-SW,2021,NA,NOT SURVEYED,UNMINEABLE,54.66587,-110.6984
Y-1-207-A,2013,NA,NOT SURVEYED,UNMINEABLE,54.61274,-110.7837
Y-1-207-A,2014,NA,NOT SURVEYED,UNMINEABLE,54.61274,-110.7837
Y-1-207-A,2016,NA,NOT SURVEYED,UNMINEABLE,54.61274,-110.7837
Y-1-207-A,2018,NA,NOT SURVEYED,UNMINEABLE,54.61274,-110.7837
Y-1-207-A,2020,NA,NOT SURVEYED,UNMINEABLE,54.61274,-110.7837
Y-1-207-B,2013,NA,NOT SURVEYED,UNMINEABLE,54.61522,-110.775
Y-1-207-B,2014,NA,NOT SURVEYED,UNMINEABLE,54.61522,-110.775
Y-1-207-B,2016,NA,NOT SURVEYED,UNMINEABLE,54.61522,-110.775
Y-1-207-B,2018,NA,NOT SURVEYED,UNMINEABLE,54.61522,-110.775
Y-1-207-B,2020,NA,NOT SURVEYED,UNMINEABLE,54.61522,-110.775
Y-1-207-C,2013,NA,NOT SURVEYED,UNMINEABLE,54.62076,-110.774
Y-1-207-C,2014,NA,NOT SURVEYED,UNMINEABLE,54.62076,-110.774
Y-1-207-C,2016,NA,NOT SURVEYED,UNMINEABLE,54.62076,-110.774
Y-1-207-C,2018,NA,NOT SURVEYED,UNMINEABLE,54.62076,-110.774
Y-1-207-C,2020,NA,NOT SURVEYED,UNMINEABLE,54.62076,-110.774
Y-1-207-D,2013,NA,NOT SURVEYED,UNMINEABLE,54.62194,-110.7647
Y-1-207-D,2014,NA,NOT SURVEYED,UNMINEABLE,54.62194,-110.7647
Y-1-207-D,2016,NA,NOT SURVEYED,UNMINEABLE,54.62194,-110.7647
Y-1-207-D,2017,NA,NOT SURVEYED,UNMINEABLE,54.62194,-110.7647
Y-1-207-D,2018,NA,NOT SURVEYED,UNMINEABLE,54.62194,-110.7647
Y-1-207-D,2019,NA,NOT SURVEYED,UNMINEABLE,54.62194,-110.7647
Y-1-207-D,2020,NA,NOT SURVEYED,UNMINEABLE,54.62194,-110.7647
Y-1-207-D2,2013,NA,NOT SURVEYED,UNMINEABLE,54.62329,-110.7664
Y-1-207-D2,2014,NA,NOT SURVEYED,UNMINEABLE,54.62329,-110.7664
Y-1-207-D2,2015,NA,NOT SURVEYED,UNMINEABLE,54.62329,-110.7664
Y-1-207-D2,2016,NA,NOT SURVEYED,UNMINEABLE,54.62329,-110.7664
Y-1-207-D2,2018,NA,NOT SURVEYED,UNMINEABLE,54.62329,-110.7664
Y-1-207-D2,2020,NA,NOT SURVEYED,UNMINEABLE,54.62329,-110.7664
Y-1-207-D2,2021,NA,NOT SURVEYED,UNMINEABLE,54.62329,-110.7664
Y-1-207-E,2013,NA,NOT SURVEYED,UNMINEABLE,54.62329,-110.7555
Y-1-207-E,2014,NA,NOT SURVEYED,UNMINEABLE,54.62329,-110.7555
Y-1-207-E,2016,NA,NOT SURVEYED,UNMINEABLE,54.62329,-110.7555
Y-1-207-E,2018,NA,NOT SURVEYED,UNMINEABLE,54.62329,-110.7555
Y-1-207-E,2020,NA,NOT SURVEYED,UNMINEABLE,54.62329,-110.7555
Y-1-207-E,2015,NA,NOT SURVEYED,UNMINEABLE,54.62329,-110.7555
Y-1-370-A,2013,NA,NOT SURVEYED,UNMINEABLE,54.58772,-110.7167
Y-1-370-A,2014,NA,NOT SURVEYED,UNMINEABLE,54.58772,-110.7167
Y-1-370-A,2016,NA,NOT SURVEYED,UNMINEABLE,54.58772,-110.7167
Y-1-370-A,2017,NA,NOT SURVEYED,UNMINEABLE,54.58772,-110.7167
Y-1-370-A,2018,NA,NOT SURVEYED,UNMINEABLE,54.58772,-110.7167
Y-1-370-A,2019,NA,NOT SURVEYED,UNMINEABLE,54.58772,-110.7167
Y-1-370-A,2020,NA,NOT SURVEYED,UNMINEABLE,54.58772,-110.7167
Y-1-370-A,2021,NA,NOT SURVEYED,UNMINEABLE,54.58772,-110.7167
Y-1-370-B,2013,NA,NOT SURVEYED,UNMINEABLE,54.59493,-110.7072
Y-1-370-B,2014,NA,NOT SURVEYED,UNMINEABLE,54.59493,-110.7072
Y-1-370-B,2016,NA,NOT SURVEYED,UNMINEABLE,54.59493,-110.7072
Y-1-370-B,2017,NA,NOT SURVEYED,UNMINEABLE,54.59493,-110.7072
Y-1-370-B,2018,NA,NOT SURVEYED,UNMINEABLE,54.59493,-110.7072
Y-1-370-B,2019,NA,NOT SURVEYED,UNMINEABLE,54.59493,-110.7072
Y-1-370-B,2020,NA,NOT SURVEYED,UNMINEABLE,54.59493,-110.7072
Y-1-370-B,2021,NA,NOT SURVEYED,UNMINEABLE,54.59493,-110.7072
Y-1-370-C,2013,NA,NOT SURVEYED,UNMINEABLE,54.60021,-110.6885
Y-1-370-C,2014,NA,NOT SURVEYED,UNMINEABLE,54.60021,-110.6885
Y-1-370-C,2016,NA,NOT SURVEYED,UNMINEABLE,54.60021,-110.6885
Y-1-370-C,2017,NA,NOT SURVEYED,UNMINEABLE,54.60021,-110.6885
Y-1-370-C,2018,NA,NOT SURVEYED,UNMINEABLE,54.60021,-110.6885
Y-1-370-C,2019,NA,NOT SURVEYED,UNMINEABLE,54.60021,-110.6885
Y-1-370-C,2020,NA,NOT SURVEYED,UNMINEABLE,54.60021,-110.6885
Y-1-370-C,2021,NA,NOT SURVEYED,UNMINEABLE,54.60021,-110.6885
Y-1-370-C,2015,NA,NOT SURVEYED,UNMINEABLE,54.60021,-110.6885
Y-1-370-D,2013,NA,NOT SURVEYED,UNMINEABLE,54.60462,-110.6776
Y-1-370-D,2014,NA,NOT SURVEYED,UNMINEABLE,54.60462,-110.6776
Y-1-370-D,2016,NA,NOT SURVEYED,UNMINEABLE,54.60462,-110.6776
Y-1-370-D,2017,NA,NOT SURVEYED,UNMINEABLE,54.60462,-110.6776
Y-1-370-D,2018,NA,NOT SURVEYED,UNMINEABLE,54.60462,-110.6776
Y-1-370-D,2019,NA,NOT SURVEYED,UNMINEABLE,54.60462,-110.6776
Y-1-370-D,2020,NA,NOT SURVEYED,UNMINEABLE,54.60462,-110.6776
Y-1-370-D,2021,NA,NOT SURVEYED,UNMINEABLE,54.60462,-110.6776
Y-10-236-CT,2014,NA,NOT SURVEYED,UNMINEABLE,57.64464,-111.2076
Y-10-236-CT,2016,NA,NOT SURVEYED,UNMINEABLE,57.64464,-111.2076
Y-10-236-CT,2017,NA,NOT SURVEYED,UNMINEABLE,57.64464,-111.2076
Y-10-236-CT,2018,NA,NOT SURVEYED,UNMINEABLE,57.64464,-111.2076
Y-10-236-CT,2019,NA,NOT SURVEYED,UNMINEABLE,57.64464,-111.2076
Y-10-236-CT,2020,NA,NOT SURVEYED,UNMINEABLE,57.64464,-111.2076
Y-10-236-CT,2021,NA,NOT SURVEYED,UNMINEABLE,57.64464,-111.2076
Y-10-236-NE,2014,NA,NOT SURVEYED,UNMINEABLE,57.64729,-111.2026
Y-10-236-NE,2016,NA,NOT SURVEYED,UNMINEABLE,57.64729,-111.2026
Y-10-236-NE,2017,NA,NOT SURVEYED,UNMINEABLE,57.64729,-111.2026
Y-10-236-NE,2018,NA,NOT SURVEYED,UNMINEABLE,57.64729,-111.2026
Y-10-236-NE,2019,NA,NOT SURVEYED,UNMINEABLE,57.64729,-111.2026
Y-10-236-NE,2020,NA,NOT SURVEYED,UNMINEABLE,57.64729,-111.2026
Y-10-236-NE,2021,NA,NOT SURVEYED,UNMINEABLE,57.64729,-111.2026
Y-10-236-NW,2014,NA,NOT SURVEYED,UNMINEABLE,57.64727,-111.2126
Y-10-236-NW,2016,NA,NOT SURVEYED,UNMINEABLE,57.64727,-111.2126
Y-10-236-NW,2017,NA,NOT SURVEYED,UNMINEABLE,57.64727,-111.2126
Y-10-236-NW,2018,NA,NOT SURVEYED,UNMINEABLE,57.64727,-111.2126
Y-10-236-NW,2019,NA,NOT SURVEYED,UNMINEABLE,57.64727,-111.2126
Y-10-236-NW,2020,NA,NOT SURVEYED,UNMINEABLE,57.64727,-111.2126
Y-10-236-NW,2021,NA,NOT SURVEYED,UNMINEABLE,57.64727,-111.2126
Y-10-236-NW,2013,NA,NOT SURVEYED,UNMINEABLE,57.64727,-111.2126
Y-10-236-SE,2014,NA,NOT SURVEYED,UNMINEABLE,57.6419,-111.2026
Y-10-236-SE,2016,NA,NOT SURVEYED,UNMINEABLE,57.6419,-111.2026
Y-10-236-SE,2017,NA,NOT SURVEYED,UNMINEABLE,57.6419,-111.2026
Y-10-236-SE,2018,NA,NOT SURVEYED,UNMINEABLE,57.6419,-111.2026
Y-10-236-SE,2019,NA,NOT SURVEYED,UNMINEABLE,57.6419,-111.2026
Y-10-236-SE,2020,NA,NOT SURVEYED,UNMINEABLE,57.6419,-111.2026
Y-10-236-SE,2021,NA,NOT SURVEYED,UNMINEABLE,57.6419,-111.2026
Y-10-236-SW,2014,NA,NOT SURVEYED,UNMINEABLE,57.64194,-111.2126
Y-10-236-SW,2016,NA,NOT SURVEYED,UNMINEABLE,57.64194,-111.2126
Y-10-236-SW,2017,NA,NOT SURVEYED,UNMINEABLE,57.64194,-111.2126
Y-10-236-SW,2018,NA,NOT SURVEYED,UNMINEABLE,57.64194,-111.2126
Y-10-236-SW,2019,NA,NOT SURVEYED,UNMINEABLE,57.64194,-111.2126
Y-10-236-SW,2020,NA,NOT SURVEYED,UNMINEABLE,57.64194,-111.2126
Y-10-236-SW,2021,NA,NOT SURVEYED,UNMINEABLE,57.64194,-111.2126
Y-10-237-CT,2014,NA,NOT SURVEYED,UNMINEABLE,57.65287,-111.2262
Y-10-237-CT,2016,NA,NOT SURVEYED,UNMINEABLE,57.65287,-111.2262
Y-10-237-CT,2017,NA,NOT SURVEYED,UNMINEABLE,57.65287,-111.2262
Y-10-237-CT,2018,NA,NOT SURVEYED,UNMINEABLE,57.65287,-111.2262
Y-10-237-CT,2019,NA,NOT SURVEYED,UNMINEABLE,57.65287,-111.2262
Y-10-237-CT,2020,NA,NOT SURVEYED,UNMINEABLE,57.65287,-111.2262
Y-10-237-CT,2021,NA,NOT SURVEYED,UNMINEABLE,57.65287,-111.2262
Y-10-237-NE,2014,NA,NOT SURVEYED,UNMINEABLE,57.65551,-111.2213
Y-10-237-NE,2016,NA,NOT SURVEYED,UNMINEABLE,57.65551,-111.2213
Y-10-237-NE,2017,NA,NOT SURVEYED,UNMINEABLE,57.65551,-111.2213
Y-10-237-NE,2018,NA,NOT SURVEYED,UNMINEABLE,57.65551,-111.2213
Y-10-237-NE,2019,NA,NOT SURVEYED,UNMINEABLE,57.65551,-111.2213
Y-10-237-NE,2020,NA,NOT SURVEYED,UNMINEABLE,57.65551,-111.2213
Y-10-237-NE,2021,NA,NOT SURVEYED,UNMINEABLE,57.65551,-111.2213
Y-10-237-NE,2015,NA,NOT SURVEYED,UNMINEABLE,57.65551,-111.2213
Y-10-237-NW,2014,NA,NOT SURVEYED,UNMINEABLE,57.65549,-111.2313
Y-10-237-NW,2016,NA,NOT SURVEYED,UNMINEABLE,57.65549,-111.2313
Y-10-237-NW,2017,NA,NOT SURVEYED,UNMINEABLE,57.65549,-111.2313
Y-10-237-NW,2018,NA,NOT SURVEYED,UNMINEABLE,57.65549,-111.2313
Y-10-237-NW,2019,NA,NOT SURVEYED,UNMINEABLE,57.65549,-111.2313
Y-10-237-NW,2020,NA,NOT SURVEYED,UNMINEABLE,57.65549,-111.2313
Y-10-237-NW,2021,NA,NOT SURVEYED,UNMINEABLE,57.65549,-111.2313
Y-10-237-SE,2014,NA,NOT SURVEYED,UNMINEABLE,57.65012,-111.2212
Y-10-237-SE,2016,NA,NOT SURVEYED,UNMINEABLE,57.65012,-111.2212
Y-10-237-SE,2017,NA,NOT SURVEYED,UNMINEABLE,57.65012,-111.2212
Y-10-237-SE,2018,NA,NOT SURVEYED,UNMINEABLE,57.65012,-111.2212
Y-10-237-SE,2019,NA,NOT SURVEYED,UNMINEABLE,57.65012,-111.2212
Y-10-237-SE,2020,NA,NOT SURVEYED,UNMINEABLE,57.65012,-111.2212
Y-10-237-SE,2021,NA,NOT SURVEYED,UNMINEABLE,57.65012,-111.2212
Y-10-237-SW,2014,NA,NOT SURVEYED,UNMINEABLE,57.6501,-111.2313
Y-10-237-SW,2016,NA,NOT SURVEYED,UNMINEABLE,57.6501,-111.2313
Y-10-237-SW,2017,NA,NOT SURVEYED,UNMINEABLE,57.6501,-111.2313
Y-10-237-SW,2018,NA,NOT SURVEYED,UNMINEABLE,57.6501,-111.2313
Y-10-237-SW,2019,NA,NOT SURVEYED,UNMINEABLE,57.6501,-111.2313
Y-10-237-SW,2020,NA,NOT SURVEYED,UNMINEABLE,57.6501,-111.2313
Y-10-237-SW,2021,NA,NOT SURVEYED,UNMINEABLE,57.6501,-111.2313
Y-10-237-SW,2013,NA,NOT SURVEYED,UNMINEABLE,57.6501,-111.2313
Y-11-240-CT,2014,NA,NOT SURVEYED,UNMINEABLE,57.81362,-111.1226
Y-11-240-CT,2015,NA,NOT SURVEYED,UNMINEABLE,57.81362,-111.1226
Y-11-240-CT,2016,NA,NOT SURVEYED,UNMINEABLE,57.81362,-111.1226
Y-11-240-CT,2017,NA,NOT SURVEYED,UNMINEABLE,57.81362,-111.1226
Y-11-240-CT,2018,NA,NOT SURVEYED,UNMINEABLE,57.81362,-111.1226
Y-11-240-CT,2019,NA,NOT SURVEYED,UNMINEABLE,57.81362,-111.1226
Y-11-240-CT,2020,NA,NOT SURVEYED,UNMINEABLE,57.81362,-111.1226
Y-11-240-CT,2021,NA,NOT SURVEYED,UNMINEABLE,57.81362,-111.1226
Y-11-240-NE,2014,NA,NOT SURVEYED,UNMINEABLE,57.81626,-111.1174
Y-11-240-NE,2016,NA,NOT SURVEYED,UNMINEABLE,57.81626,-111.1174
Y-11-240-NE,2017,NA,NOT SURVEYED,UNMINEABLE,57.81626,-111.1174
Y-11-240-NE,2018,NA,NOT SURVEYED,UNMINEABLE,57.81626,-111.1174
Y-11-240-NE,2019,NA,NOT SURVEYED,UNMINEABLE,57.81626,-111.1174
Y-11-240-NE,2020,NA,NOT SURVEYED,UNMINEABLE,57.81626,-111.1174
Y-11-240-NE,2021,NA,NOT SURVEYED,UNMINEABLE,57.81626,-111.1174
Y-11-240-NW,2014,NA,NOT SURVEYED,UNMINEABLE,57.81646,-111.1278
Y-11-240-NW,2016,NA,NOT SURVEYED,UNMINEABLE,57.81646,-111.1278
Y-11-240-NW,2017,NA,NOT SURVEYED,UNMINEABLE,57.81646,-111.1278
Y-11-240-NW,2018,NA,NOT SURVEYED,UNMINEABLE,57.81646,-111.1278
Y-11-240-NW,2019,NA,NOT SURVEYED,UNMINEABLE,57.81646,-111.1278
Y-11-240-NW,2020,NA,NOT SURVEYED,UNMINEABLE,57.81646,-111.1278
Y-11-240-NW,2021,NA,NOT SURVEYED,UNMINEABLE,57.81646,-111.1278
Y-11-240-SE,2014,NA,NOT SURVEYED,UNMINEABLE,57.81089,-111.1175
Y-11-240-SE,2016,NA,NOT SURVEYED,UNMINEABLE,57.81089,-111.1175
Y-11-240-SE,2017,NA,NOT SURVEYED,UNMINEABLE,57.81089,-111.1175
Y-11-240-SE,2018,NA,NOT SURVEYED,UNMINEABLE,57.81089,-111.1175
Y-11-240-SE,2019,NA,NOT SURVEYED,UNMINEABLE,57.81089,-111.1175
Y-11-240-SE,2020,NA,NOT SURVEYED,UNMINEABLE,57.81089,-111.1175
Y-11-240-SE,2021,NA,NOT SURVEYED,UNMINEABLE,57.81089,-111.1175
Y-11-240-SW,2014,NA,NOT SURVEYED,UNMINEABLE,57.81088,-111.1276
Y-11-240-SW,2016,NA,NOT SURVEYED,UNMINEABLE,57.81088,-111.1276
Y-11-240-SW,2017,NA,NOT SURVEYED,UNMINEABLE,57.81088,-111.1276
Y-11-240-SW,2018,NA,NOT SURVEYED,UNMINEABLE,57.81088,-111.1276
Y-11-240-SW,2019,NA,NOT SURVEYED,UNMINEABLE,57.81088,-111.1276
Y-11-240-SW,2020,NA,NOT SURVEYED,UNMINEABLE,57.81088,-111.1276
Y-11-240-SW,2021,NA,NOT SURVEYED,UNMINEABLE,57.81088,-111.1276
Y-12-359-CT,2013,NA,NOT SURVEYED,UNMINEABLE,56.74164,-111.9614
