location,year,datetime,occupied,region,latitude,longitude
Y-1-207-A,2017,NA,FALSE,UNMINEABLE,54.61274,-110.7837
Y-1-207-A,2019,NA,TRUE,UNMINEABLE,54.61274,-110.7837
Y-1-207-A,2021,NA,TRUE,UNMINEABLE,54.61274,-110.7837
Y-1-207-B,2015,NA,TRUE,UNMINEABLE,54.61522,-110.775
Y-1-207-B,2017,NA,FALSE,UNMINEABLE,54.61522,-110.775
Y-1-207-B,2019,NA,FALSE,UNMINEABLE,54.61522,-110.775
Y-1-207-B,2021,NA,FALSE,UNMINEABLE,54.61522,-110.775
Y-1-207-C,2015,NA,TRUE,UNMINEABLE,54.62076,-110.774
Y-1-207-C,2017,NA,FALSE,UNMINEABLE,54.62076,-110.774
Y-1-207-C,2019,NA,TRUE,UNMINEABLE,54.62076,-110.774
Y-1-207-C,2021,NA,FALSE,UNMINEABLE,54.62076,-110.774
Y-1-207-D,2015,NA,TRUE,UNMINEABLE,54.62194,-110.7647
Y-1-207-D,2021,NA,FALSE,UNMINEABLE,54.62194,-110.7647
Y-1-207-D2,2017,NA,FALSE,UNMINEABLE,54.62329,-110.7664
Y-1-207-D2,2019,NA,FALSE,UNMINEABLE,54.62329,-110.7664
Y-1-207-E,2015,NA,TRUE,UNMINEABLE,54.62329,-110.7555
Y-1-207-E,2017,NA,FALSE,UNMINEABLE,54.62329,-110.7555
Y-1-207-E,2019,NA,FALSE,UNMINEABLE,54.62329,-110.7555
Y-1-207-E,2021,NA,FALSE,UNMINEABLE,54.62329,-110.7555
Y-1-370-A,2015,NA,FALSE,UNMINEABLE,54.58772,-110.7167
Y-1-370-B,2015,NA,FALSE,UNMINEABLE,54.59493,-110.7072
Y-1-370-C,2015,NA,FALSE,UNMINEABLE,54.60021,-110.6885
Y-1-370-D,2015,NA,FALSE,UNMINEABLE,54.60462,-110.6776
Y-10-236-CT,2013,NA,FALSE,UNMINEABLE,57.64464,-111.2076
Y-10-236-CT,2015,NA,FALSE,UNMINEABLE,57.64464,-111.2076
Y-10-236-NE,2013,NA,FALSE,UNMINEABLE,57.64729,-111.2026
Y-10-236-NE,2015,NA,FALSE,UNMINEABLE,57.64729,-111.2026
Y-10-236-NW,2013,NA,FALSE,UNMINEABLE,57.64727,-111.2126
Y-10-236-NW,2015,NA,FALSE,UNMINEABLE,57.64727,-111.2126
Y-10-236-SE,2013,NA,FALSE,UNMINEABLE,57.6419,-111.2026
Y-10-236-SE,2015,NA,FALSE,UNMINEABLE,57.6419,-111.2026
Y-10-236-SW,2013,NA,FALSE,UNMINEABLE,57.64194,-111.2126
Y-10-236-SW,2015,NA,FALSE,UNMINEABLE,57.64194,-111.2126
Y-10-237-CT,2013,NA,FALSE,UNMINEABLE,57.65287,-111.2262
Y-10-237-CT,2015,NA,FALSE,UNMINEABLE,57.65287,-111.2262
Y-10-237-NE,2013,NA,FALSE,UNMINEABLE,57.65551,-111.2213
Y-10-237-NE,2015,NA,FALSE,UNMINEABLE,57.65551,-111.2213
Y-10-237-NW,2013,NA,FALSE,UNMINEABLE,57.65549,-111.2313
Y-10-237-NW,2015,NA,FALSE,UNMINEABLE,57.65549,-111.2313
Y-10-237-SE,2013,NA,FALSE,UNMINEABLE,57.65012,-111.2212
Y-10-237-SE,2015,NA,FALSE,UNMINEABLE,57.65012,-111.2212
Y-10-237-SW,2013,NA,FALSE,UNMINEABLE,57.6501,-111.2313
Y-10-237-SW,2015,NA,FALSE,UNMINEABLE,57.6501,-111.2313
Y-11-240-CT,2013,NA,FALSE,UNMINEABLE,57.81362,-111.1226
Y-11-240-NE,2013,NA,FALSE,UNMINEABLE,57.81626,-111.1174
Y-11-240-NE,2015,NA,FALSE,UNMINEABLE,57.81626,-111.1174
Y-11-240-NW,2013,NA,FALSE,UNMINEABLE,57.81646,-111.1278
Y-11-240-NW,2015,NA,FALSE,UNMINEABLE,57.81646,-111.1278
Y-11-240-SE,2013,NA,FALSE,UNMINEABLE,57.81089,-111.1175
Y-11-240-SE,2015,NA,FALSE,UNMINEABLE,57.81089,-111.1175
Y-11-240-SW,2013,NA,FALSE,UNMINEABLE,57.81088,-111.1276
Y-11-240-SW,2015,NA,FALSE,UNMINEABLE,57.81088,-111.1276
Y-12-359-CT,2014,NA,TRUE,UNMINEABLE,56.74164,-111.9614
Y-12-359-NE,2014,NA,TRUE,UNMINEABLE,56.7443,-111.9567
Y-12-359-NW,2014,NA,TRUE,UNMINEABLE,56.74423,-111.9664
Y-12-359-SE,2014,NA,TRUE,UNMINEABLE,56.7369,-111.9575
Y-12-359-SW,2014,NA,TRUE,UNMINEABLE,56.73696,-111.9683
Y-12-360-CT,2014,NA,FALSE,UNMINEABLE,56.7474,-111.938
Y-12-360-NE,2014,NA,FALSE,UNMINEABLE,56.75014,-111.9331
Y-12-360-NW,2014,NA,FALSE,UNMINEABLE,56.75014,-111.9421
Y-12-360-SE,2014,NA,FALSE,UNMINEABLE,56.74478,-111.9328
Y-12-360-SW,2014,NA,FALSE,UNMINEABLE,56.74473,-111.9428
Y-13-248-CT,2013,NA,TRUE,UNMINEABLE,54.8661,-111.6094
Y-13-248-CT,2015,NA,FALSE,UNMINEABLE,54.8661,-111.6094
Y-13-248-CT,2016,NA,TRUE,UNMINEABLE,54.8661,-111.6094
Y-13-248-CT2,2017,NA,FALSE,UNMINEABLE,54.86584,-111.6093
Y-13-248-CT2,2018,NA,FALSE,UNMINEABLE,54.86584,-111.6093
Y-13-248-NE,2013,NA,FALSE,UNMINEABLE,54.86868,-111.6048
Y-13-248-NE,2015,NA,FALSE,UNMINEABLE,54.86868,-111.6048
Y-13-248-NE,2016,NA,TRUE,UNMINEABLE,54.86868,-111.6048
Y-13-248-NE,2017,NA,FALSE,UNMINEABLE,54.86868,-111.6048
Y-13-248-NE,2018,NA,FALSE,UNMINEABLE,54.86868,-111.6048
Y-13-248-NW,2013,NA,TRUE,UNMINEABLE,54.86926,-111.6121
Y-13-248-NW2,2015,NA,TRUE,UNMINEABLE,54.86903,-111.6124
Y-13-248-NW2,2016,NA,TRUE,UNMINEABLE,54.86903,-111.6124
Y-13-248-SE,2013,NA,FALSE,UNMINEABLE,54.86341,-111.6047
Y-13-248-SE,2015,NA,FALSE,UNMINEABLE,54.86341,-111.6047
Y-13-248-SE,2016,NA,FALSE,UNMINEABLE,54.86341,-111.6047
Y-13-248-SE,2017,NA,FALSE,UNMINEABLE,54.86341,-111.6047
Y-13-248-SE,2018,NA,FALSE,UNMINEABLE,54.86341,-111.6047
Y-13-248-SW,2013,NA,TRUE,UNMINEABLE,54.86338,-111.614
Y-13-248-SW,2015,NA,FALSE,UNMINEABLE,54.86338,-111.614
Y-13-248-SW,2016,NA,FALSE,UNMINEABLE,54.86338,-111.614
Y-13-248-SW,2017,NA,FALSE,UNMINEABLE,54.86338,-111.614
Y-13-248-SW,2018,NA,FALSE,UNMINEABLE,54.86338,-111.614
Y-13-249-CT,2013,NA,FALSE,UNMINEABLE,54.86861,-111.7913
Y-13-249-NE,2013,NA,FALSE,UNMINEABLE,54.871339999999996,-111.7867
Y-13-249-NW,2013,NA,FALSE,UNMINEABLE,54.87133,-111.7947
Y-13-249-SE,2013,NA,FALSE,UNMINEABLE,54.8663,-111.787
Y-13-249-SW,2013,NA,FALSE,UNMINEABLE,54.86589,-111.796
Y-13-250-CT,2013,NA,FALSE,UNMINEABLE,54.85707,-111.7901
Y-13-250-NE,2013,NA,FALSE,UNMINEABLE,54.85979,-111.7855
Y-13-250-NW,2013,NA,FALSE,UNMINEABLE,54.85973,-111.7948
Y-13-250-SE,2013,NA,FALSE,UNMINEABLE,54.8544,-111.7854
Y-13-250-SW,2013,NA,FALSE,UNMINEABLE,54.85434,-111.7947
Y-13-399-A,2015,NA,FALSE,UNMINEABLE,54.85501,-111.5448
Y-13-399-A,2016,NA,FALSE,UNMINEABLE,54.85501,-111.5448
Y-13-399-B,2015,NA,FALSE,UNMINEABLE,54.8505,-111.5401
Y-13-399-B,2016,NA,FALSE,UNMINEABLE,54.8505,-111.5401
Y-13-399-C,2015,NA,FALSE,UNMINEABLE,54.85134,-111.5473
Y-13-399-C,2016,NA,FALSE,UNMINEABLE,54.85134,-111.5473
Y-13-399-D,2015,NA,FALSE,UNMINEABLE,54.84944,-111.5558
Y-13-399-D,2016,NA,FALSE,UNMINEABLE,54.84944,-111.5558
Y-13-399-E,2015,NA,FALSE,UNMINEABLE,54.85425,-111.5536
Y-14-252-CT,2013,NA,FALSE,UNMINEABLE,55.15478,-111.7886
Y-14-252-NE,2013,NA,FALSE,UNMINEABLE,55.15871,-111.7856
Y-14-252-SE,2013,NA,FALSE,UNMINEABLE,55.15208,-111.7839
Y-14-252-SW,2013,NA,FALSE,UNMINEABLE,55.15193,-111.7928
Y-14-254-CT,2013,NA,FALSE,UNMINEABLE,55.10609,-111.8304
Y-14-254-NE,2013,NA,FALSE,UNMINEABLE,55.10821,-111.8261
Y-14-254-NW,2013,NA,FALSE,UNMINEABLE,55.10744,-111.8364
Y-14-255-CT,2013,NA,FALSE,UNMINEABLE,55.12218,-111.8029
Y-14-255-NE,2013,NA,FALSE,UNMINEABLE,55.12491,-111.7983
Y-14-255-NW,2013,NA,FALSE,UNMINEABLE,55.12495,-111.8075
Y-14-255-SE,2013,NA,FALSE,UNMINEABLE,55.11951,-111.7981
Y-14-255-SW,2013,NA,FALSE,UNMINEABLE,55.11945,-111.8076
Y-14-390-CT,2014,NA,FALSE,UNMINEABLE,55.10431,-111.7571
Y-14-390-NE,2014,NA,FALSE,UNMINEABLE,55.10701,-111.7523
Y-14-390-NW,2014,NA,FALSE,UNMINEABLE,55.10707,-111.7592
Y-14-390-SE,2014,NA,FALSE,UNMINEABLE,55.10166,-111.7523
Y-14-390-SW,2014,NA,FALSE,UNMINEABLE,55.10159,-111.7618
Y-14-391-CT,2014,NA,FALSE,UNMINEABLE,55.11824,-111.7549
Y-14-391-CT,2016,NA,FALSE,UNMINEABLE,55.11824,-111.7549
Y-14-391-CT,2017,NA,FALSE,UNMINEABLE,55.11824,-111.7549
Y-14-391-NE,2014,NA,FALSE,UNMINEABLE,55.12096,-111.7503
Y-14-391-NE,2017,NA,FALSE,UNMINEABLE,55.12096,-111.7503
Y-14-391-NW,2014,NA,FALSE,UNMINEABLE,55.12086,-111.7597
Y-14-391-NW,2016,NA,FALSE,UNMINEABLE,55.12086,-111.7597
Y-14-391-NW,2017,NA,FALSE,UNMINEABLE,55.12086,-111.7597
Y-14-391-SE,2014,NA,FALSE,UNMINEABLE,55.116,-111.7501
Y-14-391-SE,2016,NA,FALSE,UNMINEABLE,55.116,-111.7501
Y-14-391-SE,2017,NA,FALSE,UNMINEABLE,55.116,-111.7501
Y-14-391-SW,2014,NA,FALSE,UNMINEABLE,55.11559,-111.7596
Y-14-391-SW,2016,NA,FALSE,UNMINEABLE,55.11559,-111.7596
Y-14-391-SW,2017,NA,FALSE,UNMINEABLE,55.11559,-111.7596
Y-14-409-A,2015,NA,FALSE,UNMINEABLE,55.08945,-111.59
Y-14-409-B,2015,NA,FALSE,UNMINEABLE,55.09248,-111.5878
Y-14-409-C,2015,NA,FALSE,UNMINEABLE,55.09431,-111.5813
Y-14-409-D,2015,NA,FALSE,UNMINEABLE,55.09317,-111.5739
Y-14-409-E,2015,NA,FALSE,UNMINEABLE,55.10044,-111.5736
Y-14-450-A,2015,NA,FALSE,UNMINEABLE,55.04989,-111.6599
Y-14-450-C,2015,NA,FALSE,UNMINEABLE,55.0525,-111.6398
Y-14-450-D,2015,NA,FALSE,UNMINEABLE,55.0537,-111.6303
Y-14-450-E,2015,NA,FALSE,UNMINEABLE,55.05468,-111.6237
Y-15-256-NE,2013,NA,FALSE,UNMINEABLE,55.17159,-111.6581
Y-15-256-NW,2013,NA,FALSE,UNMINEABLE,55.1719,-111.6682
Y-15-256-SE,2013,NA,FALSE,UNMINEABLE,55.1662,-111.658
Y-15-256-SW,2013,NA,FALSE,UNMINEABLE,55.16615,-111.6674
Y-15-257-CT,2013,NA,TRUE,UNMINEABLE,55.15723,-111.6774
Y-15-257-CT,2014,NA,TRUE,UNMINEABLE,55.15723,-111.6774
Y-15-257-CT,2015,NA,TRUE,UNMINEABLE,55.15723,-111.6774
Y-15-257-CT,2016,NA,TRUE,UNMINEABLE,55.15723,-111.6774
Y-15-257-CT,2019,NA,TRUE,UNMINEABLE,55.15723,-111.6774
Y-15-257-NE,2013,NA,TRUE,UNMINEABLE,55.15998,-111.6727
Y-15-257-NE,2014,NA,TRUE,UNMINEABLE,55.15998,-111.6727
Y-15-257-NE,2015,NA,TRUE,UNMINEABLE,55.15998,-111.6727
Y-15-257-NE,2016,NA,TRUE,UNMINEABLE,55.15998,-111.6727
Y-15-257-NE,2019,NA,TRUE,UNMINEABLE,55.15998,-111.6727
Y-15-257-NW,2013,NA,TRUE,UNMINEABLE,55.1599,-111.6821
Y-15-257-NW,2015,NA,TRUE,UNMINEABLE,55.1599,-111.6821
Y-15-257-NW,2016,NA,FALSE,UNMINEABLE,55.1599,-111.6821
Y-15-257-NW,2019,NA,TRUE,UNMINEABLE,55.1599,-111.6821
Y-15-257-SE,2013,NA,TRUE,UNMINEABLE,55.15468,-111.6724
Y-15-257-SE,2014,NA,TRUE,UNMINEABLE,55.15468,-111.6724
Y-15-257-SE,2015,NA,TRUE,UNMINEABLE,55.15468,-111.6724
Y-15-257-SE,2016,NA,TRUE,UNMINEABLE,55.15468,-111.6724
Y-15-257-SE,2019,NA,TRUE,UNMINEABLE,55.15468,-111.6724
Y-15-257-SW,2013,NA,TRUE,UNMINEABLE,55.15462,-111.682
Y-15-257-SW,2014,NA,TRUE,UNMINEABLE,55.15462,-111.682
Y-15-257-SW,2015,NA,TRUE,UNMINEABLE,55.15462,-111.682
Y-15-257-SW,2016,NA,TRUE,UNMINEABLE,55.15462,-111.682
Y-15-257-SW,2019,NA,TRUE,UNMINEABLE,55.15462,-111.682
Y-15-258-CT,2013,NA,TRUE,UNMINEABLE,55.14266,-111.684
Y-15-258-CT,2014,NA,TRUE,UNMINEABLE,55.14266,-111.684
Y-15-258-CT2,2015,NA,TRUE,UNMINEABLE,55.14228,-111.6846
Y-15-258-CT2,2016,NA,TRUE,UNMINEABLE,55.14228,-111.6846
Y-15-258-CT2,2017,NA,TRUE,UNMINEABLE,55.14228,-111.6846
Y-15-258-CT2,2018,NA,TRUE,UNMINEABLE,55.14228,-111.6846
Y-15-258-CT2,2019,NA,TRUE,UNMINEABLE,55.14228,-111.6846
Y-15-258-NE,2013,NA,TRUE,UNMINEABLE,55.14536,-111.6791
Y-15-258-NE,2014,NA,TRUE,UNMINEABLE,55.14536,-111.6791
Y-15-258-NE,2015,NA,TRUE,UNMINEABLE,55.14536,-111.6791
Y-15-258-NE,2016,NA,TRUE,UNMINEABLE,55.14536,-111.6791
Y-15-258-NE,2017,NA,TRUE,UNMINEABLE,55.14536,-111.6791
Y-15-258-NE,2018,NA,TRUE,UNMINEABLE,55.14536,-111.6791
Y-15-258-NE,2019,NA,TRUE,UNMINEABLE,55.14536,-111.6791
Y-15-258-NW,2013,NA,TRUE,UNMINEABLE,55.14528,-111.6886
Y-15-258-NW,2014,NA,TRUE,UNMINEABLE,55.14528,-111.6886
Y-15-258-NW,2015,NA,TRUE,UNMINEABLE,55.14528,-111.6886
Y-15-258-NW,2017,NA,TRUE,UNMINEABLE,55.14528,-111.6886
Y-15-258-NW,2019,NA,FALSE,UNMINEABLE,55.14528,-111.6886
Y-15-258-NW2,2016,NA,TRUE,UNMINEABLE,55.14517,-111.688
Y-15-258-NW2,2018,NA,TRUE,UNMINEABLE,55.14517,-111.688
Y-15-258-SE,2013,NA,TRUE,UNMINEABLE,55.13998,-111.6792
Y-15-258-SE,2014,NA,TRUE,UNMINEABLE,55.13998,-111.6792
Y-15-258-SE,2019,NA,TRUE,UNMINEABLE,55.13998,-111.6792
Y-15-258-SE2,2015,NA,TRUE,UNMINEABLE,55.13971,-111.679
Y-15-258-SE2,2016,NA,TRUE,UNMINEABLE,55.13971,-111.679
Y-15-258-SE2,2017,NA,TRUE,UNMINEABLE,55.13971,-111.679
Y-15-258-SE2,2018,NA,TRUE,UNMINEABLE,55.13971,-111.679
Y-15-258-SW,2013,NA,TRUE,UNMINEABLE,55.13993,-111.6887
Y-15-258-SW,2014,NA,TRUE,UNMINEABLE,55.13993,-111.6887
Y-15-258-SW,2015,NA,TRUE,UNMINEABLE,55.13993,-111.6887
Y-15-258-SW,2017,NA,TRUE,UNMINEABLE,55.13993,-111.6887
Y-15-258-SW2,2016,NA,TRUE,UNMINEABLE,55.13961,-111.6894
Y-15-258-SW2,2018,NA,TRUE,UNMINEABLE,55.13961,-111.6894
Y-15-259-CT,2013,NA,FALSE,UNMINEABLE,55.14281,-111.7126
Y-15-259-NE,2013,NA,FALSE,UNMINEABLE,55.14555,-111.7085
Y-15-259-NW,2013,NA,FALSE,UNMINEABLE,55.14548,-111.7174
Y-15-259-SE,2013,NA,FALSE,UNMINEABLE,55.14014,-111.7085
Y-15-259-SW,2013,NA,FALSE,UNMINEABLE,55.14008,-111.7173
Y-16-372-A,2015,NA,FALSE,UNMINEABLE,54.53062,-111.1339
Y-16-372-A,2016,NA,FALSE,UNMINEABLE,54.53062,-111.1339
Y-16-372-A,2017,NA,FALSE,UNMINEABLE,54.53062,-111.1339
Y-16-372-B,2015,NA,TRUE,UNMINEABLE,54.53234,-111.1468
Y-16-372-B,2016,NA,FALSE,UNMINEABLE,54.53234,-111.1468
Y-16-372-B,2017,NA,FALSE,UNMINEABLE,54.53234,-111.1468
Y-16-372-C,2015,NA,FALSE,UNMINEABLE,54.5386,-111.1443
Y-16-372-C,2016,NA,FALSE,UNMINEABLE,54.5386,-111.1443
Y-16-372-C,2017,NA,FALSE,UNMINEABLE,54.5386,-111.1443
Y-16-372-D,2015,NA,FALSE,UNMINEABLE,54.54264,-111.1381
Y-16-372-D,2016,NA,TRUE,UNMINEABLE,54.54264,-111.1381
Y-16-372-D,2017,NA,FALSE,UNMINEABLE,54.54264,-111.1381
Y-16-372-E,2015,NA,FALSE,UNMINEABLE,54.53978,-111.1245
Y-16-372-E,2016,NA,FALSE,UNMINEABLE,54.53978,-111.1245
Y-16-372-E,2017,NA,FALSE,UNMINEABLE,54.53978,-111.1245
Y-18-376-A,2015,NA,FALSE,UNMINEABLE,54.69197,-110.7686
Y-18-376-A,2021,NA,FALSE,UNMINEABLE,54.69197,-110.7686
Y-18-376-B,2015,NA,FALSE,UNMINEABLE,54.6893,-110.7722
Y-18-376-C,2015,NA,FALSE,UNMINEABLE,54.68715,-110.7768
Y-18-376-C,2021,NA,FALSE,UNMINEABLE,54.68715,-110.7768
Y-18-376-D,2015,NA,FALSE,UNMINEABLE,54.68317,-110.7759
Y-18-376-E,2015,NA,FALSE,UNMINEABLE,54.68619,-110.7667
Y-19-272-CT,2013,NA,FALSE,UNMINEABLE,55.72201,-111.1318
Y-19-272-NE,2013,NA,FALSE,UNMINEABLE,55.72482,-111.1272
Y-19-272-NW,2013,NA,FALSE,UNMINEABLE,55.72469,-111.1366
Y-19-272-SE,2013,NA,FALSE,UNMINEABLE,55.71939,-111.1272
Y-19-272-SW,2013,NA,FALSE,UNMINEABLE,55.71936,-111.1367
Y-19-273-CT,2013,NA,FALSE,UNMINEABLE,55.72569,-111.1144
Y-19-273-CT,2015,NA,FALSE,UNMINEABLE,55.72569,-111.1144
Y-19-273-CT2,2016,NA,FALSE,UNMINEABLE,55.72459,-111.11
Y-19-273-NE,2013,NA,FALSE,UNMINEABLE,55.72842,-111.1089
Y-19-273-NE,2015,NA,FALSE,UNMINEABLE,55.72842,-111.1089
Y-19-273-NE,2016,NA,FALSE,UNMINEABLE,55.72842,-111.1089
Y-19-273-NW,2013,NA,FALSE,UNMINEABLE,55.72792,-111.1175
Y-19-273-NW,2015,NA,FALSE,UNMINEABLE,55.72792,-111.1175
Y-19-273-NW2,2016,NA,FALSE,UNMINEABLE,55.72812,-111.117
Y-19-273-SE,2013,NA,FALSE,UNMINEABLE,55.72366,-111.1083
Y-19-273-SE2,2015,NA,FALSE,UNMINEABLE,55.72423,-111.1088
Y-19-273-SE3,2016,NA,FALSE,UNMINEABLE,55.72376,-111.1077
Y-19-273-SW,2013,NA,FALSE,UNMINEABLE,55.72302,-111.1184
Y-19-273-SW,2015,NA,FALSE,UNMINEABLE,55.72302,-111.1184
Y-19-273-SW,2016,NA,FALSE,UNMINEABLE,55.72302,-111.1184
Y-19-274-CT,2013,NA,FALSE,UNMINEABLE,55.73611,-111.1113
Y-19-274-CT,2017,NA,FALSE,UNMINEABLE,55.73611,-111.1113
Y-19-274-CT2,2015,NA,FALSE,UNMINEABLE,55.73682,-111.1107
Y-19-274-CT2,2016,NA,FALSE,UNMINEABLE,55.73682,-111.1107
Y-19-274-NE,2013,NA,TRUE,UNMINEABLE,55.74055,-111.1073
Y-19-274-NE,2015,NA,FALSE,UNMINEABLE,55.74055,-111.1073
Y-19-274-NE,2016,NA,FALSE,UNMINEABLE,55.74055,-111.1073
Y-19-274-NE,2017,NA,FALSE,UNMINEABLE,55.74055,-111.1073
Y-19-274-NW,2013,NA,FALSE,UNMINEABLE,55.74161,-111.1169
Y-19-274-NW,2015,NA,FALSE,UNMINEABLE,55.74161,-111.1169
Y-19-274-NW,2016,NA,FALSE,UNMINEABLE,55.74161,-111.1169
Y-19-274-NW,2017,NA,FALSE,UNMINEABLE,55.74161,-111.1169
Y-19-274-SE,2013,NA,FALSE,UNMINEABLE,55.73498,-111.1073
Y-19-274-SE,2015,NA,FALSE,UNMINEABLE,55.73498,-111.1073
Y-19-274-SE,2016,NA,FALSE,UNMINEABLE,55.73498,-111.1073
Y-19-274-SE,2017,NA,FALSE,UNMINEABLE,55.73498,-111.1073
Y-19-274-SW,2013,NA,FALSE,UNMINEABLE,55.73463,-111.1162
Y-19-274-SW,2015,NA,FALSE,UNMINEABLE,55.73463,-111.1162
Y-19-274-SW,2016,NA,FALSE,UNMINEABLE,55.73463,-111.1162
Y-19-274-SW,2017,NA,FALSE,UNMINEABLE,55.73463,-111.1162
Y-19-275-CT,2013,NA,FALSE,UNMINEABLE,55.74149,-111.0789
Y-19-275-NE,2013,NA,FALSE,UNMINEABLE,55.74419,-111.0741
Y-19-275-NW,2013,NA,FALSE,UNMINEABLE,55.74419,-111.0837
Y-19-275-SE,2013,NA,FALSE,UNMINEABLE,55.7388,-111.0741
Y-19-275-SW,2013,NA,FALSE,UNMINEABLE,55.7388,-111.0837
Y-19-381-CT,2014,NA,FALSE,UNMINEABLE,56.01217,-110.832
Y-19-381-CT,2015,NA,TRUE,UNMINEABLE,56.01217,-110.832
Y-19-381-CT,2016,NA,FALSE,UNMINEABLE,56.01217,-110.832
Y-19-381-CT,2017,NA,FALSE,UNMINEABLE,56.01217,-110.832
Y-19-381-CT,2019,NA,FALSE,UNMINEABLE,56.01217,-110.832
Y-19-381-CT,2021,NA,TRUE,UNMINEABLE,56.01217,-110.832
Y-19-381-NE,2014,NA,FALSE,UNMINEABLE,56.01457,-110.8279
Y-19-381-NE,2015,NA,TRUE,UNMINEABLE,56.01457,-110.8279
Y-19-381-NE,2017,NA,TRUE,UNMINEABLE,56.01457,-110.8279
Y-19-381-NE,2019,NA,FALSE,UNMINEABLE,56.01457,-110.8279
Y-19-381-NE,2021,NA,TRUE,UNMINEABLE,56.01457,-110.8279
Y-19-381-NW,2014,NA,FALSE,UNMINEABLE,56.01491,-110.8371
Y-19-381-NW,2015,NA,FALSE,UNMINEABLE,56.01491,-110.8371
Y-19-381-NW,2016,NA,TRUE,UNMINEABLE,56.01491,-110.8371
Y-19-381-NW,2017,NA,FALSE,UNMINEABLE,56.01491,-110.8371
Y-19-381-NW,2019,NA,FALSE,UNMINEABLE,56.01491,-110.8371
Y-19-381-NW,2021,NA,FALSE,UNMINEABLE,56.01491,-110.8371
Y-19-381-SE,2014,NA,FALSE,UNMINEABLE,56.00933,-110.8272
Y-19-381-SE,2015,NA,TRUE,UNMINEABLE,56.00933,-110.8272
Y-19-381-SE,2016,NA,TRUE,UNMINEABLE,56.00933,-110.8272
Y-19-381-SE,2017,NA,FALSE,UNMINEABLE,56.00933,-110.8272
Y-19-381-SE,2019,NA,FALSE,UNMINEABLE,56.00933,-110.8272
Y-19-381-SE,2021,NA,TRUE,UNMINEABLE,56.00933,-110.8272
Y-19-381-SW,2014,NA,FALSE,UNMINEABLE,56.01118,-110.8362
Y-19-381-SW,2015,NA,FALSE,UNMINEABLE,56.01118,-110.8362
Y-19-381-SW,2016,NA,FALSE,UNMINEABLE,56.01118,-110.8362
Y-19-381-SW,2017,NA,FALSE,UNMINEABLE,56.01118,-110.8362
Y-19-381-SW,2019,NA,FALSE,UNMINEABLE,56.01118,-110.8362
Y-19-381-SW,2021,NA,FALSE,UNMINEABLE,56.01118,-110.8362
Y-2-204-CT,2013,NA,FALSE,UNMINEABLE,54.68429,-110.7701
Y-2-204-CT,2021,NA,FALSE,UNMINEABLE,54.68429,-110.7701
Y-2-204-NE,2013,NA,FALSE,UNMINEABLE,54.6871,-110.7653
Y-2-204-NW,2013,NA,FALSE,UNMINEABLE,54.68704,-110.7747
Y-2-204-SE,2013,NA,FALSE,UNMINEABLE,54.68164,-110.7654
Y-2-204-SW,2013,NA,FALSE,UNMINEABLE,54.68154,-110.7747
Y-2-205-CT,2013,NA,FALSE,UNMINEABLE,54.68361,-110.8319
Y-2-205-NE,2013,NA,FALSE,UNMINEABLE,54.68585,-110.8267
Y-2-205-NW,2013,NA,FALSE,UNMINEABLE,54.68631,-110.8365
Y-2-205-SE,2013,NA,FALSE,UNMINEABLE,54.68091,-110.8272
Y-2-205-SW,2013,NA,FALSE,UNMINEABLE,54.68092,-110.8365
Y-2-206-CT,2013,NA,FALSE,UNMINEABLE,54.65213,-110.8488
Y-2-206-NE,2013,NA,FALSE,UNMINEABLE,54.65482,-110.8441
Y-2-206-NW,2013,NA,FALSE,UNMINEABLE,54.6544,-110.8534
Y-2-206-SE,2013,NA,FALSE,UNMINEABLE,54.64991,-110.8448
Y-2-206-SW,2013,NA,FALSE,UNMINEABLE,54.64944,-110.8535
Y-20-276-CT,2013,NA,FALSE,UNMINEABLE,55.72152,-111.0001
Y-20-276-CT,2015,NA,FALSE,UNMINEABLE,55.72152,-111.0001
Y-20-276-CT,2017,NA,FALSE,UNMINEABLE,55.72152,-111.0001
Y-20-276-NE,2013,NA,FALSE,UNMINEABLE,55.72401,-110.994
Y-20-276-NE,2015,NA,FALSE,UNMINEABLE,55.72401,-110.994
Y-20-276-NE,2017,NA,FALSE,UNMINEABLE,55.72401,-110.994
Y-20-276-NW,2013,NA,FALSE,UNMINEABLE,55.7233,-111.0024
Y-20-276-NW,2015,NA,FALSE,UNMINEABLE,55.7233,-111.0024
Y-20-276-NW,2017,NA,FALSE,UNMINEABLE,55.7233,-111.0024
Y-20-276-SE,2013,NA,FALSE,UNMINEABLE,55.7196,-110.9927
Y-20-276-SE,2015,NA,FALSE,UNMINEABLE,55.7196,-110.9927
Y-20-276-SE,2017,NA,FALSE,UNMINEABLE,55.7196,-110.9927
Y-20-276-SW,2013,NA,FALSE,UNMINEABLE,55.7196,-111.0031
Y-20-276-SW,2015,NA,FALSE,UNMINEABLE,55.7196,-111.0031
Y-20-276-SW,2017,NA,FALSE,UNMINEABLE,55.7196,-111.0031
Y-20-277-CT,2013,NA,FALSE,UNMINEABLE,55.72468,-110.974
Y-20-277-CT,2015,NA,FALSE,UNMINEABLE,55.72468,-110.974
Y-20-277-NE,2013,NA,FALSE,UNMINEABLE,55.72737,-110.9693
Y-20-277-NE,2015,NA,FALSE,UNMINEABLE,55.72737,-110.9693
