"UID","ss","year","sample","occupied","region_x","wetland_x","data_set","site","station","latit","longit","mineable","lapr","mclelland","B2","B3","B4","B5","B6","B7","NBR","NDVI","NDWI","TCB","TCwet","presence","julian"
"Y:229@8:CT-2014","Y:229@8:CT",2014,3,NA,"mineable",NA,"Y",0,"CT",57.587441,-111.4465,1,1,NA,276.350918944274,586.123768680686,423.673345888846,2692.32352578471,1641.07411171669,747.241039706907,0.570417509961223,0.732711246629992,0.266004859354715,2946.4672749007,-530.349755909975,NA,0.562217890857033
"Y:229@8:CT-2015","Y:229@8:CT",2015,2,NA,"mineable",NA,"Y",0,"CT",57.587441,-111.4465,1,1,NA,290.12988868639,517.260667547089,455.714919247949,2342.4927803657,1613.42037933229,848.572931557757,0.472624709729861,0.672843511156167,0.187833668662666,2738.08039019395,-686.048322695173,NA,-0.981636792784388
"Y:229@8:CT-2016","Y:229@8:CT",2016,4,NA,"mineable",NA,"Y",0,"CT",57.587441,-111.4465,1,1,NA,322.245527694021,664.914645470688,471.884292191922,3173.26036238023,1778.64786946839,879.895388139269,0.56784974258818,0.744184616918973,0.283028214309977,3351.25311903828,-580.487371949501,NA,-0.209709450963677
"Y:229@8:CT-2017","Y:229@8:CT",2017,2,0,"mineable",NA,"Y",0,"CT",57.587441,-111.4465,1,1,NA,288.321509063474,564.679063274168,438.743326388151,2640.83110443033,1767.98440866489,848.313941522966,0.512603198856906,0.718302740629303,0.195669525827649,2971.38439464557,-725.951276522956,"absent",0.0278066542119262
"Y:229@8:CT-2018","Y:229@8:CT",2018,1,NA,"mineable",NA,"Y",0,"CT",57.587441,-111.4465,1,1,NA,289.855702356247,528.851027327945,358.119994893253,2778.16158567263,1589.50856504575,768.80207194936,0.567308011438697,0.772088772372345,0.273044433420726,2911.52802864615,-556.858041441389,NA,-0.0315723720819746
"Y:229@8:CT-2019","Y:229@8:CT",2019,4,NA,"mineable",NA,"Y",0,"CT",57.587441,-111.4465,1,1,NA,265.125677712636,550.780119577825,397.604060583557,2329.20216377304,1601.27858369326,774.341651638277,0.534434864432223,0.73053189743556,0.229804305517196,2806.60358580898,-608.818441343345,NA,-0.209709450963677
"Y:229@8:NE-2013","Y:229@8:NE",2013,2,0,"mineable",NA,"Y",0,"NE",57.590252,-111.44167,1,1,NA,279.103199989342,544.138764846968,412.491387638717,2650.05493354913,1553.92318047803,783.48554849962,0.557451957700358,0.738026746279566,0.275599991229827,2849.23007282537,-547.694627994853,"absent",-0.862878740196586
"Y:229@8:NE-2014","Y:229@8:NE",2014,4,NA,"mineable",NA,"Y",0,"NE",57.590252,-111.44167,1,1,NA,280.045347328799,595.523399963101,442.867529567479,2675.43361085907,1626.79785744314,761.914298110819,0.562085113760368,0.721959626272974,0.261172396521759,2967.56731578282,-537.556367204183,NA,0.562217890857033
"Y:229@8:NE-2015","Y:229@8:NE",2015,3,NA,"mineable",NA,"Y",0,"NE",57.590252,-111.44167,1,1,NA,260.324161439296,460.181203497785,427.231753351637,1967.08502718951,1290.30500936235,689.438958336201,0.503756141879528,0.643344834629099,0.229132586796034,2295.54552557279,-497.944353004668,NA,-0.981636792784388
"Y:229@8:NE-2016","Y:229@8:NE",2016,2,NA,"mineable",NA,"Y",0,"NE",57.590252,-111.44167,1,1,NA,306.184925599163,587.025679354895,436.754142698686,2936.6528726721,1758.14702692506,859.164214830846,0.548741035390022,0.742094372132968,0.252712882481178,3161.28955980581,-641.335115118344,NA,-0.209709450963677
"Y:229@8:NE-2017","Y:229@8:NE",2017,3,0,"mineable",NA,"Y",0,"NE",57.590252,-111.44167,1,1,NA,293.699838823013,573.21920591392,464.322646937392,2580.8521775864,1750.908645615,871.388267422665,0.498847945066322,0.699139911465753,0.194084908899814,2972.48492368517,-721.762024841762,"absent",0.0278066542119262
"Y:229@8:NE-2018","Y:229@8:NE",2018,1,NA,"mineable",NA,"Y",0,"NE",57.590252,-111.44167,1,1,NA,302.52297962397,546.644800898696,397.566758432747,2697.12983423911,1669.03756752441,833.330076862997,0.528527611098972,0.743019696324184,0.236361281288082,2946.10314358196,-644.302108213015,NA,-0.0315723720819746
"Y:229@8:NE-2019","Y:229@8:NE",2019,3,NA,"mineable",NA,"Y",0,"NE",57.590252,-111.44167,1,1,NA,270.898760130285,558.014094975227,421.706905650424,2329.25513515165,1598.29314176225,787.877543291641,0.519550780472862,0.71153646198722,0.219690780824141,2784.25279511402,-613.611988020502,NA,-0.209709450963677
"Y:229@8:NW-2013","Y:229@8:NW",2013,2,0,"mineable",NA,"Y",0,"NW",57.590027,-111.45182,1,1,NA,276.536198741424,540.136391349036,398.229629416946,2241.34617519595,1330.15107777331,740.90747151132,0.522931973311371,0.71304150412219,0.274528772596912,2523.50380407952,-460.32743569626,"absent",-0.862878740196586
"Y:229@8:NW-2014","Y:229@8:NW",2014,3,NA,"mineable",NA,"Y",0,"NW",57.590027,-111.45182,1,1,NA,252.218971430417,515.912892430342,370.007639995659,2300.59598555648,1349.47437411038,643.373930043909,0.573116110026393,0.726244084418529,0.274071945197551,2481.26345603047,-432.024334618528,NA,0.562217890857033
"Y:229@8:NW-2015","Y:229@8:NW",2015,4,NA,"mineable",NA,"Y",0,"NW",57.590027,-111.45182,1,1,NA,263.06780781403,459.070666856087,394.356830716654,1930.64284493639,1371.33488814621,731.695611643384,0.454155616218814,0.654393209502967,0.172545842679736,2309.17712574596,-594.291073697087,NA,-0.981636792784388
"Y:229@8:NW-2016","Y:229@8:NW",2016,2,NA,"mineable",NA,"Y",0,"NW",57.590027,-111.45182,1,1,NA,284.280433934538,597.043360601029,400.824734584268,2879.73077767742,1540.90887503504,765.53978543512,0.578205194031588,0.756644974042245,0.300235219128236,2980.68607108468,-471.088037711858,NA,-0.209709450963677
"Y:229@8:NW-2017","Y:229@8:NW",2017,2,0,"mineable",NA,"Y",0,"NW",57.590027,-111.45182,1,1,NA,270.234842407735,503.276023397962,382.318318348716,2282.28177081604,1519.74456937489,744.458053141057,0.517102730535911,0.722606190276125,0.20429579403737,2568.26448064207,-606.856348861957,"absent",0.0278066542119262
"Y:229@8:NW-2018","Y:229@8:NW",2018,1,NA,"mineable",NA,"Y",0,"NW",57.590027,-111.45182,1,1,NA,241.919174673967,444.507176435656,283.984109372141,2258.99571248275,1247.85058586918,613.52418918952,0.570218277849752,0.774331610802832,0.286748780059535,2345.1100974621,-414.603050868359,NA,-0.0315723720819746
"Y:229@8:NW-2019","Y:229@8:NW",2019,4,NA,"mineable",NA,"Y",0,"NW",57.590027,-111.45182,1,1,NA,246.188008931134,506.789966464455,371.321694587051,2069.79130737096,1384.18531967796,697.585782452488,0.505531787190434,0.698244259056527,0.219303236398052,2407.78244598354,-536.272121559581,NA,-0.209709450963677
"Y:229@8:SE-2013","Y:229@8:SE",2013,3,0,"mineable",NA,"Y",0,"SE",57.5848,-111.44152,1,1,NA,308.765544066968,615.871100483831,444.960286149278,2938.03127997559,1758.14379313685,893.702547446943,0.557170383722829,0.752005676213051,0.277553489255453,3163.2459959396,-616.00901536417,"absent",-0.862878740196586
"Y:229@8:SE-2014","Y:229@8:SE",2014,3,NA,"mineable",NA,"Y",0,"SE",57.5848,-111.44152,1,1,NA,276.761675355662,593.310745245533,430.23608636889,2660.95854423284,1632.8412205285,763.426907405931,0.561544822386292,0.726079865397221,0.261555527071091,2948.47211044112,-547.51894909168,NA,0.562217890857033
"Y:229@8:SE-2015","Y:229@8:SE",2015,3,NA,"mineable",NA,"Y",0,"SE",57.5848,-111.44152,1,1,NA,242.813615895459,420.335486448726,370.894007433308,1789.61910216332,1234.49302930714,674.173992610499,0.486147945191212,0.660568703967451,0.218639540406636,2121.90265054049,-522.342532788835,NA,-0.981636792784388
"Y:229@8:SE-2016","Y:229@8:SE",2016,3,NA,"mineable",NA,"Y",0,"SE",57.5848,-111.44152,1,1,NA,286.036231000538,620.334414335798,436.42152651821,3018.33144422454,1639.05684123033,813.70192183338,0.574516711044748,0.747252606522565,0.297213152343837,3141.0323831695,-513.378862289086,NA,-0.209709450963677
"Y:229@8:SE-2017","Y:229@8:SE",2017,4,0,"mineable",NA,"Y",0,"SE",57.5848,-111.44152,1,1,NA,280.32195370702,576.338456716325,446.697050352775,2720.5067126407,1697.63471164199,830.964369073117,0.535682319268815,0.721283187509639,0.233103897154606,2991.88602570526,-639.74539083931,"absent",0.0278066542119262
"Y:229@8:SE-2018","Y:229@8:SE",2018,3,NA,"mineable",NA,"Y",0,"SE",57.5848,-111.44152,1,1,NA,290.351417101403,553.014094889081,382.449414754471,2828.4502985037,1600.23186507913,790.328889118927,0.562868897036042,0.7618021201594,0.277080335750137,2967.55903259052,-549.79353194693,NA,-0.0315723720819746
"Y:229@8:SE-2019","Y:229@8:SE",2019,3,NA,"mineable",NA,"Y",0,"SE",57.5848,-111.44152,1,1,NA,251.883483511508,552.203117818243,402.756706100998,2417.65023271258,1548.30372704472,762.990131898276,0.545165683805997,0.730832481534156,0.256521666592254,2806.03910542436,-554.034463630316,NA,-0.209709450963677
"Y:229@8:SW-2013","Y:229@8:SW",2013,3,0,"mineable",NA,"Y",0,"SW",57.584728,-111.45148,1,1,NA,321.012177158164,618.800980904347,471.83774133202,3070.3970567984,1790.05878949392,936.464627525959,0.527937024972744,0.731438015821341,0.246684464605877,3200.61733911392,-689.249031202815,"absent",-0.862878740196586
"Y:229@8:SW-2014","Y:229@8:SW",2014,4,NA,"mineable",NA,"Y",0,"SW",57.584728,-111.45148,1,1,NA,291.466864129621,595.84956293557,453.266555664322,2657.54760442443,1705.23269292302,798.891767590829,0.539443767544003,0.707952854345648,0.234796144846342,3009.64995235739,-611.900317223438,NA,0.562217890857033
"Y:229@8:SW-2015","Y:229@8:SW",2015,4,NA,"mineable",NA,"Y",0,"SW",57.584728,-111.45148,1,1,NA,302.293866992108,557.605214479085,517.925441315888,2529.47683636702,1737.71439265097,923.263652317699,0.461904455502548,0.656937887171105,0.183189856460647,2964.26492474005,-734.013885803493,NA,-0.981636792784388
"Y:229@8:SW-2016","Y:229@8:SW",2016,4,NA,"mineable",NA,"Y",0,"SW",57.584728,-111.45148,1,1,NA,337.353775962865,711.992543822822,528.019360476608,3272.46758557205,1874.68131790479,943.740388178041,0.555156830543162,0.72742350293152,0.273344741211694,3511.79693781701,-624.867175729819,NA,-0.209709450963677
"Y:229@8:SW-2017","Y:229@8:SW",2017,1,0,"mineable",NA,"Y",0,"SW",57.584728,-111.45148,1,1,NA,288.187662565528,558.605757106583,438.158916795539,2654.62806057456,1746.85653577044,842.397165181698,0.525814667065956,0.720767908705758,0.20984762150579,2977.32104429421,-697.695241904442,"absent",0.0278066542119262
"Y:229@8:SW-2018","Y:229@8:SW",2018,2,NA,"mineable",NA,"Y",0,"SW",57.584728,-111.45148,1,1,NA,300.963121451463,539.261396713037,384.954535067619,2751.274965348,1664.53721255815,816.900404250334,0.541793999070835,0.753955961382958,0.245962893853272,2962.55832468858,-626.282490354577,NA,-0.0315723720819746
"Y:229@8:SW-2019","Y:229@8:SW",2019,3,NA,"mineable",NA,"Y",0,"SW",57.584728,-111.45148,1,1,NA,263.807531011648,544.696484687406,402.073453445044,2510.35643287375,1585.79888404515,778.54830320137,0.526554834891384,0.725265574747037,0.226268430407705,2800.32960674136,-612.327008944569,NA,-0.209709450963677
"Y:234@24:A-2013","Y:234@24:A",2013,4,NA,"west",NA,"Y",0,"A",57.420298,-111.55057,1,1,"west",168.508497208176,380.020824888219,278.365897332642,1730.93073710334,932.346087868528,480.686784768121,0.544894151742211,0.686920031057487,0.290198214932668,1821.75467314254,-281.948427480941,NA,-0.862878740196586
"Y:234@24:A-2014","Y:234@24:A",2014,1,NA,"west",NA,"Y",0,"A",57.420298,-111.55057,1,1,"west",201.049770489791,438.445736841014,354.583524099309,1802.22462120616,1076.61382923945,587.094053315563,0.496215599407675,0.644915832891259,0.243755539632043,2002.63590128229,-375.088050057206,NA,0.562217890857033
"Y:234@24:A-2015","Y:234@24:A",2015,1,0,"west",NA,"Y",0,"A",57.420298,-111.55057,1,1,"west",341.675642557048,599.336120001024,715.941838695521,2006.63117937653,1794.36022692263,1079.89348881845,0.302967787403552,0.478733986769695,0.0592856899799872,2846.89696157083,-892.957558669178,"absent",-0.981636792784388
"Y:234@24:A-2016","Y:234@24:A",2016,1,0,"west",NA,"Y",0,"A",57.420298,-111.55057,1,1,"west",307.579545951387,561.844846743315,514.626355934319,2174.12653379744,1625.84497989983,941.719446515704,0.399646125869531,0.613600619040183,0.155471349389224,2780.43097935402,-721.90624861288,"absent",-0.209709450963677
"Y:234@24:A-2017","Y:234@24:A",2017,2,0,"west",NA,"Y",0,"A",57.420298,-111.55057,1,1,"west",277.1623898155,534.913783823588,467.437737437373,2287.37991069649,1730.85094212179,905.555282584357,0.421588424328244,0.652766956929342,0.137298585441015,2785.28976153263,-799.456039692832,"absent",0.0278066542119262
"Y:234@24:A-2018","Y:234@24:A",2018,1,NA,"west",NA,"Y",0,"A",57.420298,-111.55057,1,1,"west",446.596086062256,700.299122377207,736.460231585555,2366.26805533823,2378.61396831455,1416.23289797453,0.268797589773224,0.540954941842723,0.0129984954723768,3477.28397203612,-1333.96954987497,NA,-0.0315723720819746
"Y:234@24:A-2019","Y:234@24:A",2019,4,NA,"west",NA,"Y",0,"A",57.420298,-111.55057,1,1,"west",499.406256768164,784.811638182033,874.847106486195,1981.02769993622,2486.72030382727,1638.96937453183,0.102939020756537,0.395571295323368,-0.106353791342329,3465.34883214459,-1533.87434176242,NA,-0.209709450963677
"Y:234@24:B-2013","Y:234@24:B",2013,1,NA,"west",NA,"Y",0,"B",57.420613,-111.54625,1,1,"west",167.325037291476,373.485757608361,263.973900169982,1729.71680648665,892.61395574264,456.418944556585,0.555375244341579,0.691722257267329,0.304729838869574,1787.35725857268,-248.985991803341,NA,-0.862878740196586
"Y:234@24:B-2014","Y:234@24:B",2014,3,NA,"west",NA,"Y",0,"B",57.420613,-111.54625,1,1,"west",195.446473624582,429.64336264798,335.556087438765,1784.48253730789,1008.38166471231,543.64256463166,0.522116646946018,0.650315668332192,0.274432555915258,1941.05954460836,-320.700840369502,NA,0.562217890857033
"Y:234@24:B-2015","Y:234@24:B",2015,3,0,"west",NA,"Y",0,"B",57.420613,-111.54625,1,1,"west",330.5147686979,583.591138956033,674.766617145494,1889.19494859606,1579.98443798682,961.254260976003,0.336089037551931,0.480837363075773,0.104834651564629,2622.77683895465,-732.597756290308,"absent",-0.981636792784388
"Y:234@24:B-2016","Y:234@24:B",2016,3,0,"west",NA,"Y",0,"B",57.420613,-111.54625,1,1,"west",274.777537906411,556.893176241755,492.236333374087,2212.98944639429,1464.83485898782,849.785767829853,0.45008191340206,0.63194569477107,0.210578540345939,2658.6091763575,-571.193367003171,"absent",-0.209709450963677
"Y:234@24:B-2017","Y:234@24:B",2017,3,0,"west",NA,"Y",0,"B",57.420613,-111.54625,1,1,"west",264.39845345441,531.801759368227,437.607534636874,2458.39702948663,1638.54143360962,846.364629222946,0.495339717485045,0.70618928437057,0.208793126350178,2800.13978329546,-680.247505847716,"absent",0.0278066542119262
"Y:234@24:B-2018","Y:234@24:B",2018,1,0,"west",NA,"Y",0,"B",57.420613,-111.54625,1,1,"west",370.527518345305,622.676632025908,611.05596407115,2368.43843402396,2065.70959830282,1186.93490198333,0.350556466493545,0.601689356599142,0.0863276784334877,3172.59852745884,-1072.84205228514,"absent",-0.0315723720819746
"Y:234@24:B-2019","Y:234@24:B",2019,2,NA,"west",NA,"Y",0,"B",57.420613,-111.54625,1,1,"west",503.755840070017,815.418758068079,885.714959846992,2141.10485417462,2503.70267978377,1624.25847179724,0.150240315448807,0.424307297842591,-0.0662010180790569,3582.11573918085,-1490.82347468312,NA,-0.209709450963677
"Y:234@24:C-2013","Y:234@24:C",2013,2,NA,"west",NA,"Y",0,"C",57.419253,-111.55529,1,1,"west",187.960913197222,378.300628260021,285.27758047846,1672.14312855736,965.193247779722,511.3000528882,0.515085890992407,0.682797325491871,0.257865458215727,1819.94084179999,-328.54290982333,NA,-0.862878740196586
"Y:234@24:C-2014","Y:234@24:C",2014,1,NA,"west",NA,"Y",0,"C",57.419253,-111.55529,1,1,"west",212.153881012948,436.329462611543,375.341647873061,1633.78061504327,1072.35892543749,601.906453710617,0.450761077925537,0.608573421945087,0.202953163108852,1935.4495124251,-410.070728130157,NA,0.562217890857033
"Y:234@24:C-2015","Y:234@24:C",2015,2,0,"west",NA,"Y",0,"C",57.419253,-111.55529,1,1,"west",336.260217301298,568.903053343424,680.301425789247,1930.34022308772,1752.10832950956,1057.09319668493,0.291606072947028,0.478965298759318,0.0487666854915804,2751.46188446218,-888.870928489228,"absent",-0.981636792784388
"Y:234@24:C-2016","Y:234@24:C",2016,1,0,"west",NA,"Y",0,"C",57.419253,-111.55529,1,1,"west",321.158144818159,551.247154890705,519.689256691375,2082.91108519829,1665.17085446828,973.995948523343,0.361749552431041,0.590872318585182,0.120992199950588,2744.45828633312,-798.678371744826,"absent",-0.209709450963677
"Y:234@24:C-2017","Y:234@24:C",2017,4,0,"west",NA,"Y",0,"C",57.419253,-111.55529,1,1,"west",304.858823156307,541.876281136246,514.286149645804,2131.88865647535,1795.90901512043,979.604222665461,0.36205988645778,0.612203304882742,0.0827377673918,2759.85342079254,-907.458244139296,"absent",0.0278066542119262
"Y:234@24:C-2018","Y:234@24:C",2018,4,0,"west",NA,"Y",0,"C",57.419253,-111.55529,1,1,"west",490.674025586913,733.413770614464,795.326737851577,2374.69030144001,2585.2826159737,1568.25576325923,0.213218215510594,0.508400203405421,-0.0346325737632972,3665.88440731728,-1516.42187576586,"absent",-0.0315723720819746
"Y:234@24:C-2019","Y:234@24:C",2019,3,NA,"west",NA,"Y",0,"C",57.419253,-111.55529,1,1,"west",493.733567066266,751.214903871485,849.154312020437,1898.28353714936,2411.92944503322,1616.17933524437,0.085439999258495,0.384949366095999,-0.117009800489643,3351.71305855939,-1504.67918585374,NA,-0.209709450963677
"Y:234@24:D-2013","Y:234@24:D",2013,2,NA,"west",NA,"Y",0,"D",57.423524,-111.5357,1,1,"west",268.522525931514,510.826646411043,376.244947713947,2393.68812342196,1507.07985707469,782.615382158279,0.512497960619449,0.727598471760539,0.232088114138598,2654.38122765253,-598.445512264701,NA,-0.862878740196586
"Y:234@24:D-2014","Y:234@24:D",2014,1,NA,"west",NA,"Y",0,"D",57.423524,-111.5357,1,1,"west",231.684913251369,488.542220235445,361.032535198675,2079.0244558687,1340.54725152198,687.180710830454,0.506390663698483,0.704005763847727,0.227569959894455,2376.6451380293,-513.895265921663,NA,0.562217890857033
"Y:234@24:D-2015","Y:234@24:D",2015,2,0,"west",NA,"Y",0,"D",57.423524,-111.5357,1,1,"west",281.093015454781,542.967400070798,458.252829369181,2319.25389739105,1595.9110867515,856.144214011709,0.452117385292083,0.66079235823708,0.179224936672814,2723.21738270041,-678.56576987352,"absent",-0.981636792784388
"Y:234@24:D-2016","Y:234@24:D",2016,3,0,"west",NA,"Y",0,"D",57.423524,-111.5357,1,1,"west",318.079865651586,573.554972467099,470.164065782615,2412.81070055751,1717.63250113266,928.197296094848,0.444891580265802,0.675437509359177,0.169896180576829,2881.47301609508,-759.854740202997,"absent",-0.209709450963677
"Y:234@24:D-2017","Y:234@24:D",2017,3,0,"west",NA,"Y",0,"D",57.423524,-111.5357,1,1,"west",321.58250711862,565.941013294656,474.289588582448,2311.77393303951,1819.95056410177,957.1023548858,0.430840442953753,0.66621964119053,0.138464578486413,2892.17594198745,-851.702068135343,"absent",0.0278066542119262
"Y:234@24:D-2018","Y:234@24:D",2018,2,NA,"west",NA,"Y",0,"D",57.423524,-111.5357,1,1,"west",340.556419081888,541.324519319164,480.72079815824,2183.86164202581,1923.97710868923,1081.31068130274,0.343873981719666,0.641804830946146,0.0688485282909291,2884.0504441904,-1030.26633205338,NA,-0.0315723720819746
"Y:234@24:D-2019","Y:234@24:D",2019,3,NA,"west",NA,"Y",0,"D",57.423524,-111.5357,1,1,"west",388.029292993284,625.886056505617,614.560768437998,1860.55637826396,1974.84633611953,1228.46557009544,0.22162180730902,0.508643496405466,-0.0145690432579194,2874.8191530206,-1132.55300763624,NA,-0.209709450963677
"Y:234@24:E-2013","Y:234@24:E",2013,4,NA,"west",NA,"Y",0,"E",57.426923,-111.53294,1,1,"west",205.627083828584,439.119679141602,297.505199371027,2260.84462277593,1208.39826536842,601.520142925201,0.580841336805962,0.762341323576871,0.305588784345595,2318.07476088465,-383.512791544341,NA,-0.862878740196586
"Y:234@24:E-2014","Y:234@24:E",2014,4,NA,"west",NA,"Y",0,"E",57.426923,-111.53294,1,1,"west",203.775536785842,461.907322894466,318.279542413571,2174.05921992938,1217.00020187099,606.230861121422,0.574368317683367,0.748825707370885,0.282212226156937,2278.01929672474,-410.996834714946,NA,0.562217890857033
"Y:234@24:E-2015","Y:234@24:E",2015,2,0,"west",NA,"Y",0,"E",57.426923,-111.53294,1,1,"west",226.532075600385,442.98547609573,351.710422438698,2002.29066767355,1260.89479059742,667.814309495585,0.496711773880335,0.694993339908836,0.227857961528421,2245.49803990834,-491.767445613119,"absent",-0.981636792784388
"Y:234@24:E-2016","Y:234@24:E",2016,2,1,"west",NA,"Y",0,"E",57.426923,-111.53294,1,1,"west",254.835888171107,508.462765765385,372.216840262214,2360.83684678587,1421.99549299917,741.021612130878,0.530063149415941,0.73089242156903,0.25682366237232,2594.19349014593,-523.560884670689,"present",-0.209709450963677
"Y:234@24:E-2017","Y:234@24:E",2017,2,1,"west",NA,"Y",0,"E",57.426923,-111.53294,1,1,"west",265.243434267206,514.724577356693,401.960565015085,2284.7261875173,1556.19117678813,800.916321703276,0.498856770387497,0.708647232260448,0.211035684093832,2639.81274950378,-643.956922564879,"present",0.0278066542119262
"Y:234@24:E-2018","Y:234@24:E",2018,3,NA,"west",NA,"Y",0,"E",57.426923,-111.53294,1,1,"west",306.503156552439,503.94070162874,416.705309363225,2196.45966607092,1665.9046271948,910.235964045686,0.42850078711894,0.686520539682698,0.153093529979762,2676.94967450817,-798.439003480425,NA,-0.0315723720819746
"Y:234@24:E-2019","Y:234@24:E",2019,3,NA,"west",NA,"Y",0,"E",57.426923,-111.53294,1,1,"west",356.452109575683,607.86883412778,565.746586613909,1912.0919526356,1837.18122328232,1103.15433756148,0.296775474217293,0.554733674780377,0.0471817754699479,2777.73142630192,-991.431431904025,NA,-0.209709450963677
"Y:235@24:A-2013","Y:235@24:A",2013,4,NA,"west",NA,"Y",0,"A",57.430139,-111.51556,1,1,"west",231.268735990577,498.924182368003,376.940068654636,2337.90608877231,1415.44071198578,719.680194293226,0.533148816436513,0.722578981112759,0.249156948574567,2550.54351486441,-525.445330228941,NA,-0.862878740196586
"Y:235@24:A-2014","Y:235@24:A",2014,1,NA,"west",NA,"Y",0,"A",57.430139,-111.51556,1,1,"west",247.044556529013,549.713064930223,390.975325292287,2628.28711057134,1558.05468104081,763.433358200275,0.560514681591697,0.743196667991848,0.260038462816844,2794.67294429004,-565.037781004815,NA,0.562217890857033
"Y:235@24:A-2015","Y:235@24:A",2015,4,1,"west",NA,"Y",0,"A",57.430139,-111.51556,1,1,"west",402.933352863772,655.148372225968,767.558671539752,2061.00108533842,2134.26614621556,1317.21309820121,0.224400833995783,0.462179581813812,-0.0127658794888738,3152.9716107031,-1193.84045604114,"present",-0.981636792784388
"Y:235@24:A-2016","Y:235@24:A",2016,3,NA,"west",NA,"Y",0,"A",57.430139,-111.51556,1,1,"west",373.290426338189,629.794303885734,587.629208007906,2290.69389350269,2024.76646225761,1161.16106934723,0.331375549980257,0.591785014162877,0.0664608814353059,3098.07733610264,-1055.71678429725,NA,-0.209709450963677
"Y:235@24:A-2017","Y:235@24:A",2017,1,1,"west",NA,"Y",0,"A",57.430139,-111.51556,1,1,"west",351.10921813203,605.230699257828,552.83735872296,2165.74514286528,2012.13813016211,1124.03980627699,0.334007098660274,0.596150864733797,0.056349586580845,3003.31631078063,-1053.70968786267,"present",0.0278066542119262
"Y:235@24:A-2018","Y:235@24:A",2018,3,0,"west",NA,"Y",0,"A",57.430139,-111.51556,1,1,"west",388.218415300341,587.532542005956,550.605663181017,2060.87685277455,2072.01310440949,1240.41792087065,0.252356222412497,0.578365691131895,0.00033479670589337,2980.56530215202,-1199.35119176581,"absent",-0.0315723720819746
"Y:235@24:A-2019","Y:235@24:A",2019,3,0,"west",NA,"Y",0,"A",57.430139,-111.51556,1,1,"west",502.142164806787,754.862314688773,813.941602560903,1786.2281714471,2315.78220455783,1568.88570971863,0.0712384458686672,0.377000911323889,-0.124383471068318,3227.53379972203,-1449.49607044953,"absent",-0.209709450963677
"Y:236@10:CT-2013","Y:236@10:CT",2013,2,0,"mineable",NA,"Y",0,"CT",57.644641,-111.20764,1,1,NA,169.305260148347,448.110219934683,243.565077431979,2563.91435589528,1218.88286391343,545.893740722256,0.645380565537932,0.824774205012672,0.351745357398289,2460.90093034772,-315.004450466093,"absent",-0.862878740196586
"Y:236@10:CT-2014","Y:236@10:CT",2014,3,NA,"mineable",NA,"Y",0,"CT",57.644641,-111.20764,1,1,NA,188.977740529895,476.913482687025,310.585861906289,2397.86241701583,1346.70646434262,636.487262843701,0.607333676730302,0.78395840163339,0.298301135681382,2458.71372040058,-430.978212053875,NA,0.562217890857033
"Y:236@10:CT-2015","Y:236@10:CT",2015,2,0,"mineable",NA,"Y",0,"CT",57.644641,-111.20764,1,1,NA,201.564451847621,437.496239808075,367.617580474235,1973.73891130451,1343.82372454433,735.830422956388,0.455590572647203,0.682339794773106,0.189006532166924,2282.80928983597,-588.217086147577,"absent",-0.981636792784388
"Y:236@10:CT-2016","Y:236@10:CT",2016,1,NA,"mineable",NA,"Y",0,"CT",57.644641,-111.20764,1,1,NA,205.285609622162,501.657018757013,319.761775181937,2462.85305340846,1360.23214291458,686.143267427467,0.542510509994175,0.752302604264203,0.291879739115727,2598.02422258831,-455.894944904774,NA,-0.209709450963677
"Y:236@10:CT-2017","Y:236@10:CT",2017,4,NA,"mineable",NA,"Y",0,"CT",57.644641,-111.20764,1,1,NA,177.536576171263,463.537042072581,282.716628291963,2379.18551622192,1281.26109475764,588.002115882762,0.610317967568226,0.790907186399494,0.306006177132946,2433.02423029779,-393.473041720677,NA,0.0278066542119262
"Y:236@10:CT-2018","Y:236@10:CT",2018,2,NA,"mineable",NA,"Y",0,"CT",57.644641,-111.20764,1,1,NA,198.935748636031,488.01589206993,301.969428364072,2460.32995190055,1313.24230156887,633.777477231345,0.589738742856561,0.780647540145645,0.30377908824296,2502.4618451167,-414.680153903237,NA,-0.0315723720819746
"Y:236@10:CT-2019","Y:236@10:CT",2019,2,NA,"mineable",NA,"Y",0,"CT",57.644641,-111.20764,1,1,NA,174.346847453105,437.497769502557,291.696200333042,1916.89719016418,1178.19714218551,594.293093714229,0.534700103680825,0.737470394327156,0.254053835971574,2106.0311205308,-444.358532043868,NA,-0.209709450963677
"Y:236@10:NE-2013","Y:236@10:NE",2013,2,0,"mineable",NA,"Y",0,"NE",57.64729,-111.20258,1,1,NA,198.779537607362,442.563248328328,238.89472829543,2486.10340883983,1230.35071911301,572.432897938255,0.622358132368974,0.821349650476029,0.334557381053604,2434.76161513896,-355.686750133809,"absent",-0.862878740196586
"Y:236@10:NE-2014","Y:236@10:NE",2014,4,NA,"mineable",NA,"Y",0,"NE",57.64729,-111.20258,1,1,NA,200.374617675446,474.147121048434,310.897360113369,2329.27804943853,1330.31437727556,633.617708432284,0.580361426175745,0.764765139633972,0.280482961766016,2414.86884479644,-451.579257742454,NA,0.562217890857033
