"UID","ss","year","sample","occupied","region_x","wetland_x","data_set","site","station","latit","longit","mineable","lapr","mclelland","B2","B3","B4","B5","B6","B7","NBR","NDVI","NDWI","TCB","TCwet","presence","julian"
"AM:401:NE-2017","AM:401:NE",2017,1,0,"unmineable",NA,"AM",401,"NE",54.662427,-110.70374,0,1,NA,173.306236851191,331.714321735367,295.902096652942,1274.80932542908,777.401937321035,420.349826091973,0.555953089478092,0.636271675844513,0.302393998514183,1471.67776175785,-253.17128738064,"absent",1.74979841673505
"AM:401:NE-2018","AM:401:NE",2018,2,NA,"unmineable",NA,"AM",401,"NE",54.662427,-110.70374,0,1,NA,177.884346990303,387.556169480301,305.351735041365,1951.33240731801,1057.39864743246,541.329473901983,0.562256393919326,0.720498369867658,0.299485097154792,2037.90461584557,-334.374213384546,NA,-1.27853192425389
"AM:401:NE-2019","AM:401:NE",2019,3,NA,"unmineable",NA,"AM",401,"NE",54.662427,-110.70374,0,1,NA,232.350999408033,409.370558277759,393.566083072683,1496.01619081414,1090.78654466342,636.623119050812,0.46509471796528,0.579904023840398,0.228564578859541,1914.1138964681,-451.858158769144,NA,1.92793549561675
"AM:401:NW-2013","AM:401:NW",2013,3,NA,"unmineable",NA,"AM",401,"NW",54.662224,-110.7129,0,1,NA,218.560175381905,482.157312292937,353.526738298643,2308.3910344662,1243.56153373142,618.31035722842,0.585060321037558,0.738391247039656,0.30969475760829,2410.43035932345,-374.605544560171,NA,1.80917744302895
"AM:401:NW-2014","AM:401:NW",2014,4,0,"unmineable",NA,"AM",401,"NW",54.662224,-110.7129,0,1,NA,218.152004331768,495.856408801381,355.683330776665,2255.86859233104,1227.2234150944,616.062240440269,0.58000294877599,0.731164407937143,0.306624370332597,2385.47115275521,-365.4095710439,"absent",1.21538718008994
"AM:401:NW-2016","AM:401:NW",2016,2,NA,"unmineable",NA,"AM",401,"NW",54.662224,-110.7129,0,1,NA,216.753576998227,507.305305330653,345.939641257492,2450.59219757947,1258.8270680712,610.514386634493,0.61214127189856,0.758157679220644,0.332040062663737,2507.87811129651,-334.846152961716,NA,0.0278066542119262
"AM:401:NW-2017","AM:401:NW",2017,2,0,"unmineable",NA,"AM",401,"NW",54.662224,-110.7129,0,1,NA,174.52974830134,406.8615936019,300.369278876694,2016.89989680684,1062.00035632126,517.524407750341,0.604451324896109,0.74940607715634,0.323385403703464,2073.36230011759,-306.326653095207,"absent",1.74979841673505
"AM:401:NW-2018","AM:401:NW",2018,2,NA,"unmineable",NA,"AM",401,"NW",54.662224,-110.7129,0,1,NA,189.401858558451,436.552446794808,270.793516662748,2316.4612643288,1140.81739099619,513.714628570428,0.631322186556706,0.787646992960623,0.333894705186876,2280.33009792544,-294.103844749673,NA,-1.27853192425389
"AM:401:NW-2019","AM:401:NW",2019,2,NA,"unmineable",NA,"AM",401,"NW",54.662224,-110.7129,0,1,NA,228.634190655251,480.96021374232,370.705061491181,2009.58322201813,1243.32388440165,645.665957518367,0.551764895756656,0.715004081294592,0.281805701788628,2345.22561753223,-410.44128767009,NA,1.92793549561675
"AM:401:SE-2013","AM:401:SE",2013,4,NA,"unmineable",NA,"AM",401,"SE",54.657827,-110.70662,0,1,NA,232.992704360646,452.954114282322,392.313208467231,1995.44713628896,1241.69144408044,685.295412079665,0.501522304473192,0.67790470150773,0.2507905759529,2258.48088397587,-467.074252448164,NA,1.80917744302895
"AM:401:SE-2014","AM:401:SE",2014,3,0,"unmineable",NA,"AM",401,"SE",54.657827,-110.70662,0,1,NA,241.27518946106,452.124288505477,406.986660820884,1744.5788039019,1145.63675472819,662.791614517726,0.468863797182281,0.629160059007934,0.231781550420138,2074.08151895515,-444.942053933422,"absent",1.21538718008994
"AM:401:SE-2016","AM:401:SE",2016,4,NA,"unmineable",NA,"AM",401,"SE",54.657827,-110.70662,0,1,NA,305.939680725657,560.594226601191,507.951495815028,2196.83372242184,1526.75487501845,866.428461199173,0.45831361248839,0.636231845978121,0.204811076449823,2680.80131369922,-627.901214548196,NA,0.0278066542119262
"AM:401:SE-2017","AM:401:SE",2017,1,0,"unmineable",NA,"AM",401,"SE",54.657827,-110.70662,0,1,NA,162.696615059304,323.494035117682,286.041708172035,1228.16111524002,759.643653875291,411.864513184633,0.549518175013499,0.641075753974087,0.292807298286524,1424.77902214585,-254.213501983077,"absent",1.74979841673505
