project,organization,location,recording_date,recording_time,latitude,longitude,YERAobs,long4,lat4,datetime,syear,sdoy,shod,stod,long3,lat3,numyears,region
Boreal Wetland Community Monitoring,BU,AM-410-NE,2015-05-08,2:00:00,56.1905,-110.7368,0,-110.7368,56.1905,2015-05-08 2:00,2015,128,2,2,-110.737,56.19,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-10-SW,2017-05-23,2:00:00,55.72598,-110.3565,0,-110.3565,55.726,2017-05-23 2:00,2017,143,2,2,-110.357,55.726,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-1-201-SE,2015-06-04,2:00:00,54.63804,-110.7143,0,-110.7143,54.638,2015-06-04 2:00,2015,155,2,2,-110.714,54.638,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-26-M,2017-06-25,2:00:00,57.45382,-111.1571,0,-111.1571,57.4538,2017-06-25 2:00,2017,176,2,2,-111.157,57.454,1,EAST
Boreal Wetland Community Monitoring,BU,AM-444-CT,2014-05-12,0:00:00,55.19154,-111.4339,0,-111.4339,55.1915,2014-05-12 0:00,2014,132,0,0,-111.434,55.192,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-21-SW,2017-05-26,2:00:00,54.60316,-110.7444,0,-110.7444,54.6032,2017-05-26 2:00,2017,146,2,2,-110.744,54.603,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-21-SW,2017-05-30,2:00:00,54.60316,-110.7444,0,-110.7444,54.6032,2017-05-30 2:00,2017,150,2,2,-110.744,54.603,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-21-SW,2017-05-29,2:00:00,54.60316,-110.7444,0,-110.7444,54.6032,2017-05-29 2:00,2017,149,2,2,-110.744,54.603,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-25-345-NW,2014-06-19,2:00:00,57.31984,-111.1331,0,-111.1331,57.3198,2014-06-19 2:00,2014,170,2,2,-111.133,57.32,1,EAST
Boreal Wetland Community Monitoring,BU,Y-19-272-CT,2013-07-13,2:00:00,55.72201,-111.1318,0,-111.1318,55.722,2013-07-13 2:00,2013,194,2,2,-111.132,55.722,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-14-390-SW,2014-06-22,2:00:00,55.10159,-111.7618,0,-111.7618,55.1016,2014-06-22 2:00,2014,173,2,2,-111.762,55.102,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-428-NW,2014-05-15,2:00:00,56.42418,-111.4316,0,-111.4316,56.4242,2014-05-15 2:00,2014,135,2,2,-111.432,56.424,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-3-211-NE,2013-06-12,2:00:00,54.70341,-110.4745,0,-110.4745,54.7034,2013-06-12 2:00,2013,163,2,2,-110.475,54.703,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-14-252-CT,2013-07-10,0:00:00,55.15478,-111.7886,0,-111.7886,55.1548,2013-07-10 0:00,2013,191,0,0,-111.789,55.155,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-54-472-NW,2015-07-03,2:00:00,56.17664,-113.5261,0,-113.5261,56.1766,2015-07-03 2:00,2015,184,2,2,-113.526,56.177,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-39-414-B,2015-06-08,2:00:00,54.98426,-111.8305,0,-111.8305,54.9843,2015-06-08 2:00,2015,159,2,2,-111.831,54.984,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-18-376-B,2015-06-23,2:00:00,54.6893,-110.7722,0,-110.7722,54.6893,2015-06-23 2:00,2015,174,2,2,-110.772,54.689,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-15-259-NE,2013-07-19,2:00:00,55.14555,-111.7085,0,-111.7085,55.1456,2013-07-19 2:00,2013,200,2,2,-111.709,55.146,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-14-390-CT,2014-06-21,2:00:00,55.10431,-111.7571,0,-111.7571,55.1043,2014-06-21 2:00,2014,172,2,2,-111.757,55.104,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-4-215-SW,2013-06-20,2:00:00,54.5645,-110.2679,0,-110.2679,54.5645,2013-06-20 2:00,2013,171,2,2,-110.268,54.565,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-53-476-D,2015-06-18,2:00:00,55.99073,-113.5473,0,-113.5473,55.9907,2015-06-18 2:00,2015,169,2,2,-113.547,55.991,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-19-275-SE,2013-06-03,2:00:00,55.7388,-111.0741,0,-111.0741,55.7388,2013-06-03 2:00,2013,154,2,2,-111.074,55.739,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-2-205-NE,2013-06-28,2:00:00,54.68585,-110.8267,0,-110.8267,54.6859,2013-06-28 2:00,2013,179,2,2,-110.827,54.686,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-24-353-H,2015-06-02,2:00:00,57.51019,-111.3509,0,-111.3509,57.5102,2015-06-02 2:00,2015,153,2,2,-111.351,57.51,1,WEST
Boreal Wetland Community Monitoring,BU,AM-432-NW,2014-06-03,2:00:00,56.45243,-110.9971,0,-110.9971,56.4524,2014-06-03 2:00,2014,154,2,2,-110.997,56.452,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-20-SW,2017-05-23,2:00:00,54.63084,-110.8399,0,-110.8399,54.6308,2017-05-23 2:00,2017,143,2,2,-110.84,54.631,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-412-NE,2015-05-21,2:00:00,57.50037,-111.3598,0,-111.3598,57.5004,2015-05-21 2:00,2015,141,2,2,-111.36,57.5,1,WEST
Boreal Wetland Community Monitoring,BU,RS-17-SW,2017-06-01,2:00:00,54.94405,-112.0949,0,-112.0949,54.944,2017-06-01 2:00,2017,152,2,2,-112.095,54.944,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-12-359-SW,2014-07-02,2:00:00,56.73696,-111.9683,1,-111.9683,56.737,2014-07-02 2:00,2014,183,2,2,-111.968,56.737,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-55-475-E,2015-06-11,2:00:00,55.89664,-113.8683,0,-113.8683,55.8966,2015-06-11 2:00,2015,162,2,2,-113.868,55.897,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-9-SW,2017-06-19,2:00:00,55.73826,-110.3412,0,-110.3412,55.7383,2017-06-19 2:00,2017,170,2,2,-110.341,55.738,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-444-CT,2014-05-05,0:00:00,55.19154,-111.4339,0,-111.4339,55.1915,2014-05-05 0:00,2014,125,0,0,-111.434,55.192,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-30-D,2018-06-16,2:00:00,57.28022,-111.4182,0,-111.4182,57.2802,2018-06-16 2:00,2018,167,2,2,-111.418,57.28,1,EAST
Boreal Wetland Community Monitoring,BU,AM-402-CT,2014-05-19,0:00:00,54.67252,-110.7801,0,-110.7801,54.6725,2014-05-19 0:00,2014,139,0,0,-110.78,54.673,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-8-SE,2017-05-03,2:00:00,55.73743,-111.1489,0,-111.1489,55.7374,2017-05-03 2:00,2017,123,2,2,-111.149,55.737,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-20-NE,2017-05-27,2:00:00,54.63687,-110.831,0,-110.831,54.6369,2017-05-27 2:00,2017,147,2,2,-110.831,54.637,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-20-279-NE,2013-07-13,2:00:00,55.70921,-111.0012,0,-111.0012,55.7092,2013-07-13 2:00,2013,194,2,2,-111.001,55.709,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-408-SE,2014-05-03,0:00:00,55.36491,-110.5685,0,-110.5685,55.3649,2014-05-03 0:00,2014,123,0,0,-110.569,55.365,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-20-CT,2017-05-19,2:00:00,54.6341,-110.8356,0,-110.8356,54.6341,2017-05-19 2:00,2017,139,2,2,-110.836,54.634,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-10-SW,2017-06-27,2:00:00,55.72598,-110.3565,0,-110.3565,55.726,2017-06-27 2:00,2017,178,2,2,-110.357,55.726,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-20-CT,2017-05-26,2:00:00,54.6341,-110.8356,0,-110.8356,54.6341,2017-05-26 2:00,2017,146,2,2,-110.836,54.634,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-12-359-NE,2014-06-30,2:00:00,56.7443,-111.9567,1,-111.9567,56.7443,2014-06-30 2:00,2014,181,2,2,-111.957,56.744,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-415-SW,2014-05-03,2:00:00,55.81238,-110.765,0,-110.765,55.8124,2014-05-03 2:00,2014,123,2,2,-110.765,55.812,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-13-248-NW,2013-06-11,2:00:00,54.86926,-111.6121,0,-111.6121,54.8693,2013-06-11 2:00,2013,162,2,2,-111.612,54.869,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-402-CT,2014-05-17,0:00:00,54.67252,-110.7801,0,-110.7801,54.6725,2014-05-17 0:00,2014,137,0,0,-110.78,54.673,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-53-476-E,2015-06-16,2:00:00,55.9962,-113.5467,0,-113.5467,55.9962,2015-06-16 2:00,2015,167,2,2,-113.547,55.996,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-2-204-NW,2013-06-01,2:00:00,54.68704,-110.7747,0,-110.7747,54.687,2013-06-01 2:00,2013,152,2,2,-110.775,54.687,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-408-NE,2014-05-05,0:00:00,55.37033,-110.5683,0,-110.5683,55.3703,2014-05-05 0:00,2014,125,0,0,-110.568,55.37,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-443-NW,2014-05-19,0:00:00,55.15382,-111.687,1,-111.687,55.1538,2014-05-19 0:00,2014,139,0,0,-111.687,55.154,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-19-SE,2017-05-28,2:00:00,54.95228,-112.1334,0,-112.1334,54.9523,2017-05-28 2:00,2017,148,2,2,-112.133,54.952,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-2-204-NW,2013-06-02,2:00:00,54.68704,-110.7747,0,-110.7747,54.687,2013-06-02 2:00,2013,153,2,2,-110.775,54.687,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-13-250-SE,2013-07-04,2:00:00,54.8544,-111.7854,0,-111.7854,54.8544,2013-07-04 2:00,2013,185,2,2,-111.785,54.854,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-440-NE,2014-05-11,0:00:00,54.83191,-111.6453,0,-111.6453,54.8319,2014-05-11 0:00,2014,131,0,0,-111.645,54.832,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-39-414-B2,2016-05-22,2:00:00,54.98363,-111.8298,0,-111.8298,54.9836,2016-05-22 2:00,2016,143,2,2,-111.83,54.984,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-38-398-B,2015-05-31,2:00:00,54.85752,-111.7681,0,-111.7681,54.8575,2015-05-31 2:00,2015,151,2,2,-111.768,54.858,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-19-NE,2017-05-20,2:00:00,54.95758,-112.1338,0,-112.1338,54.9576,2017-05-20 2:00,2017,140,2,2,-112.134,54.958,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-27-319-NE,2017-06-09,2:00:00,56.33286,-110.941,0,-110.941,56.3329,2017-06-09 2:00,2017,160,2,2,-110.941,56.333,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-38-368-SE,2014-07-03,2:00:00,55.39267,-111.7013,0,-111.7013,55.3927,2014-07-03 2:00,2014,184,2,2,-111.701,55.393,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-3-209-SW,2013-07-05,2:00:00,54.70646,-110.5772,0,-110.5772,54.7065,2013-07-05 2:00,2013,186,2,2,-110.577,54.706,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-14-254-NW,2013-07-21,2:00:00,55.10744,-111.8364,0,-111.8364,55.1074,2013-07-21 2:00,2013,202,2,2,-111.836,55.107,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-52-468-C,2015-06-13,2:00:00,56.04176,-113.8393,0,-113.8393,56.0418,2015-06-13 2:00,2015,164,2,2,-113.839,56.042,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-8-228-NE,2013-06-15,2:00:00,57.58606,-111.4571,0,-111.4571,57.5861,2013-06-15 2:00,2013,166,2,2,-111.457,57.586,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-22-287-NW,2013-07-08,0:00:00,56.57239,-111.2572,1,-111.2572,56.5724,2013-07-08 0:00,2013,189,0,0,-111.257,56.572,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-17-SW,2017-06-05,2:00:00,54.94405,-112.0949,0,-112.0949,54.944,2017-06-05 2:00,2017,156,2,2,-112.095,54.944,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-14-NE,2017-05-23,2:00:00,54.98837,-112.0003,0,-112.0003,54.9884,2017-05-23 2:00,2017,143,2,2,-112,54.988,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-25-345-NE,2014-06-22,2:00:00,57.32002,-111.1222,0,-111.1222,57.32,2014-06-22 2:00,2014,173,2,2,-111.122,57.32,1,EAST
Boreal Wetland Community Monitoring,BU,AM-439-SW,2014-05-31,0:00:00,54.86291,-111.6176,0,-111.6176,54.8629,2014-05-31 0:00,2014,151,0,0,-111.618,54.863,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-17-SE,2017-05-17,2:00:00,54.94423,-112.0855,0,-112.0855,54.9442,2017-05-17 2:00,2017,137,2,2,-112.086,54.944,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-20-NW,2017-05-23,2:00:00,54.63619,-110.8402,0,-110.8402,54.6362,2017-05-23 2:00,2017,143,2,2,-110.84,54.636,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-413-SE,2014-06-16,0:00:00,55.60997,-110.8456,0,-110.8456,55.61,2014-06-16 0:00,2014,167,0,0,-110.846,55.61,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-30-C,2018-06-07,2:00:00,57.27936,-111.4244,0,-111.4244,57.2794,2018-06-07 2:00,2018,158,2,2,-111.424,57.279,1,EAST
Boreal Wetland Community Monitoring,BU,Y-53-467-A,2015-06-22,2:00:00,56.02561,-113.322,1,-113.322,56.0256,2015-06-22 2:00,2015,173,2,2,-113.322,56.026,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-26-306-NW,2013-07-08,2:00:00,55.59409,-110.8848,0,-110.8848,55.5941,2013-07-08 2:00,2013,189,2,2,-110.885,55.594,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-17-NE,2017-05-27,2:00:00,54.94953,-112.086,0,-112.086,54.9495,2017-05-27 2:00,2017,147,2,2,-112.086,54.95,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-438-NE,2014-05-30,0:00:00,54.89555,-111.798,0,-111.798,54.8955,2014-05-30 0:00,2014,150,0,0,-111.798,54.896,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-21-283-NE,2019-07-02,2:00:00,56.03612,-110.8398,0,-110.8398,56.0361,2019-07-02 2:00,2019,183,2,2,-110.84,56.036,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-12-NW,2017-05-29,2:00:00,55.02631,-111.9838,0,-111.9838,55.0263,2017-05-29 2:00,2017,149,2,2,-111.984,55.026,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-17-CT,2017-05-17,2:00:00,54.94682,-112.0908,0,-112.0908,54.9468,2017-05-17 2:00,2017,137,2,2,-112.091,54.947,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-19-272-CT,2013-07-07,2:00:00,55.72201,-111.1318,0,-111.1318,55.722,2013-07-07 2:00,2013,188,2,2,-111.132,55.722,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-10-NE,2017-06-04,2:00:00,55.73111,-110.3472,0,-110.3472,55.7311,2017-06-04 2:00,2017,155,2,2,-110.347,55.731,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-54-471-B,2015-07-02,2:00:00,56.19122,-113.6749,0,-113.6749,56.1912,2015-07-02 2:00,2015,183,2,2,-113.675,56.191,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-12-359-CT,2014-07-01,2:00:00,56.74164,-111.9614,1,-111.9614,56.7416,2014-07-01 2:00,2014,182,2,2,-111.961,56.742,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-7-CT,2017-07-01,2:00:00,55.96992,-110.1936,0,-110.1936,55.9699,2017-07-01 2:00,2017,182,2,2,-110.194,55.97,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-39-414-C,2015-06-07,2:00:00,54.97446,-111.8207,0,-111.8207,54.9745,2015-06-07 2:00,2015,158,2,2,-111.821,54.974,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-412-NE,2015-05-17,2:00:00,57.50037,-111.3598,0,-111.3598,57.5004,2015-05-17 2:00,2015,137,2,2,-111.36,57.5,1,WEST
Boreal Wetland Community Monitoring,BU,RS-16-NW,2017-05-28,2:00:00,54.95495,-112.0509,0,-112.0509,54.955,2017-05-28 2:00,2017,148,2,2,-112.051,54.955,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-20-CT,2017-05-20,2:00:00,54.6341,-110.8356,0,-110.8356,54.6341,2017-05-20 2:00,2017,140,2,2,-110.836,54.634,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-407-SW,2014-06-05,0:00:00,55.35455,-111.1053,0,-111.1053,55.3545,2014-06-05 0:00,2014,156,0,0,-111.105,55.355,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-39-418-B,2015-06-03,2:00:00,54.94492,-111.8176,0,-111.8176,54.9449,2015-06-03 2:00,2015,154,2,2,-111.818,54.945,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-37-354-NW,2014-06-25,2:00:00,56.1917,-111.4947,0,-111.4947,56.1917,2014-06-25 2:00,2014,176,2,2,-111.495,56.192,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-30-K,2018-06-08,2:00:00,57.29299,-111.4121,0,-111.4121,57.293,2018-06-08 2:00,2018,159,2,2,-111.412,57.293,1,EAST
Boreal Wetland Community Monitoring,BU,Y-15-256-NW,2013-06-14,2:00:00,55.1719,-111.6682,0,-111.6682,55.1719,2013-06-14 2:00,2013,165,2,2,-111.668,55.172,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-16-NE,2017-06-07,2:00:00,54.95509,-112.0416,0,-112.0416,54.9551,2017-06-07 2:00,2017,158,2,2,-112.042,54.955,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-8-228-NW,2013-06-03,2:00:00,57.58603,-111.4671,0,-111.4671,57.586,2013-06-03 2:00,2013,154,2,2,-111.467,57.586,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-54-472-NW,2015-07-01,2:00:00,56.17664,-113.5261,0,-113.5261,56.1766,2015-07-01 2:00,2015,182,2,2,-113.526,56.177,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-407-SE,2014-06-10,0:00:00,55.35453,-111.096,0,-111.096,55.3545,2014-06-10 0:00,2014,161,0,0,-111.096,55.355,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-56-481-E,2015-06-18,2:00:00,55.80563,-113.4074,0,-113.4074,55.8056,2015-06-18 2:00,2015,169,2,2,-113.407,55.806,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-422-SW,2014-05-12,2:00:00,55.74889,-110.5415,0,-110.5415,55.7489,2014-05-12 2:00,2014,132,2,2,-110.541,55.749,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-14-SW,2017-05-28,2:00:00,54.98246,-112.0157,0,-112.0157,54.9825,2017-05-28 2:00,2017,148,2,2,-112.016,54.982,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-21-283-SE,2019-06-23,2:00:00,56.03167,-110.8392,1,-110.8392,56.0317,2019-06-23 2:00,2019,174,2,2,-110.839,56.032,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-34-338-CT,2013-06-13,0:00:00,58.39297,-110.9766,0,-110.9766,58.393,2013-06-13 0:00,2013,164,0,0,-110.977,58.393,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-413-NE,2014-06-16,0:00:00,55.61556,-110.8458,0,-110.8458,55.6156,2014-06-16 0:00,2014,167,0,0,-110.846,55.616,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-428-NE,2014-05-15,0:00:00,56.42421,-111.4219,0,-111.4219,56.4242,2014-05-15 0:00,2014,135,0,0,-111.422,56.424,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-438-NE,2014-06-04,0:00:00,54.89555,-111.798,0,-111.798,54.8955,2014-06-04 0:00,2014,155,0,0,-111.798,54.896,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-19-SE,2017-05-22,2:00:00,54.95228,-112.1334,0,-112.1334,54.9523,2017-05-22 2:00,2017,142,2,2,-112.133,54.952,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-13-249-CT,2013-07-14,2:00:00,54.86861,-111.7913,0,-111.7913,54.8686,2013-07-14 2:00,2013,195,2,2,-111.791,54.869,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-4-215-NW,2013-06-16,2:00:00,54.5699,-110.2678,0,-110.2678,54.5699,2013-06-16 2:00,2013,167,2,2,-110.268,54.57,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-3-209-SE,2013-07-05,0:00:00,54.70642,-110.5679,0,-110.5679,54.7064,2013-07-05 0:00,2013,186,0,0,-110.568,54.706,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-14-NE,2017-05-28,2:00:00,54.98837,-112.0003,0,-112.0003,54.9884,2017-05-28 2:00,2017,148,2,2,-112,54.988,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-32-334-SE,2013-07-12,0:00:00,59.51202,-111.4607,0,-111.4607,59.512,2013-07-12 0:00,2013,193,0,0,-111.461,59.512,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-445-SE,2014-05-30,0:00:00,54.96262,-112.2262,0,-112.2262,54.9626,2014-05-30 0:00,2014,150,0,0,-112.226,54.963,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-7-224-NE2,2018-06-15,2:00:00,57.52756,-111.3107,0,-111.3107,57.5276,2018-06-15 2:00,2018,166,2,2,-111.311,57.528,1,WEST
Boreal Wetland Community Monitoring,BU,Y-2-206-SE,2013-07-17,2:00:00,54.64991,-110.8448,0,-110.8448,54.6499,2013-07-17 2:00,2013,198,2,2,-110.845,54.65,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-20-279-NE,2013-07-14,2:00:00,55.70921,-111.0012,0,-111.0012,55.7092,2013-07-14 2:00,2013,195,2,2,-111.001,55.709,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-14-CT,2017-05-20,2:00:00,54.98512,-112.0086,0,-112.0086,54.9851,2017-05-20 2:00,2017,140,2,2,-112.009,54.985,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-24-350-CT,2014-05-25,2:00:00,57.43407,-111.4771,0,-111.4771,57.4341,2014-05-25 2:00,2014,145,2,2,-111.477,57.434,1,WEST
Boreal Wetland Community Monitoring,BU,Y-39-418-B,2015-06-04,2:00:00,54.94492,-111.8176,0,-111.8176,54.9449,2015-06-04 2:00,2015,155,2,2,-111.818,54.945,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-436-SE,2014-05-14,0:00:00,54.95985,-112.2963,0,-112.2963,54.9598,2014-05-14 0:00,2014,134,0,0,-112.296,54.96,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-38-369-SE,2014-07-06,2:00:00,55.4339,-111.6674,0,-111.6674,55.4339,2014-07-06 2:00,2014,187,2,2,-111.667,55.434,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-2-204-NE,2013-06-02,2:00:00,54.6871,-110.7653,0,-110.7653,54.6871,2013-06-02 2:00,2013,153,2,2,-110.765,54.687,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-39-412-B2,2016-05-29,2:00:00,54.97097,-111.8515,0,-111.8515,54.971,2016-05-29 2:00,2016,150,2,2,-111.852,54.971,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-20-278-NE,2013-06-17,2:00:00,55.71469,-110.9833,0,-110.9833,55.7147,2013-06-17 2:00,2013,168,2,2,-110.983,55.715,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-26-307-NE,2013-07-18,2:00:00,55.61382,-110.8628,0,-110.8628,55.6138,2013-07-18 2:00,2013,199,2,2,-110.863,55.614,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-3-209-NW,2013-07-16,0:00:00,54.71185,-110.5772,0,-110.5772,54.7118,2013-07-16 0:00,2013,197,0,0,-110.577,54.712,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-431-NW,2014-05-29,0:00:00,56.48284,-111.0357,0,-111.0357,56.4828,2014-05-29 0:00,2014,149,0,0,-111.036,56.483,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-415-NE,2014-05-05,0:00:00,55.81775,-110.7554,0,-110.7554,55.8177,2014-05-05 0:00,2014,125,0,0,-110.755,55.818,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,AM-412-SE,2015-05-21,2:00:00,57.49257,-111.3581,0,-111.3581,57.4926,2015-05-21 2:00,2015,141,2,2,-111.358,57.493,1,WEST
Boreal Wetland Community Monitoring,BU,RS-12-NE,2017-05-26,2:00:00,55.02644,-111.9745,0,-111.9745,55.0264,2017-05-26 2:00,2017,146,2,2,-111.975,55.026,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-2-206-NE,2013-07-19,2:00:00,54.65482,-110.8441,0,-110.8441,54.6548,2013-07-19 2:00,2013,200,2,2,-110.844,54.655,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-12-NE,2017-05-23,2:00:00,55.02644,-111.9745,0,-111.9745,55.0264,2017-05-23 2:00,2017,143,2,2,-111.975,55.026,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,Y-1-370-B,2015-06-22,2:00:00,54.59493,-110.7072,0,-110.7072,54.5949,2015-06-22 2:00,2015,173,2,2,-110.707,54.595,1,UNMINEABLE
Boreal Wetland Community Monitoring,BU,RS-44-NE,2018-06-24,2:00:00,57.40868,-111.2467,0,-111.2467,57.4087,2018-06-24 2:00,2018,175,2,2,-111.247,57.409,1,EAST
Boreal Wetland Community Monitoring,BU,RS-9-SW,2017-05-22,2:00:00,55.73826,-110.3412,0,-110.3412,55.7383,2017-05-22 2:00,2017,142,2,2,-110.341,55.738,1,UNMINEABLE
